MonthYear_Date,ActionGeo_CountryCode,count
201602,OD,10
201511,IZ,40
201606,AG,5
201601,SO,9
201705,UG,6
201705,KS,31
201707,AG,5
201707,GH,1
201707,SU,7
201503,BR,7
201512,FR,8
201512,MX,3
201603,IN,55
201510,LI,4
201510,EG,9
