Month_Year,ActionGeo_CountryCode,Number_Events
05-2016,EI,6
05-2016,UP,6
05-2016,BD,6
05-2016,BG,6
05-2016,MW,7
05-2016,PH,7
05-2016,SY,8
05-2016,IL,8
05-2016,LB,8
05-2016,AZ,8
05-2016,NI,9
05-2016,IQ,9
05-2016,LY,9
05-2016,SG,9
05-2016,KW,9
05-2016,OS,9
