Month_Year,ActionGeo_CountryCode,Number_Events
07-2016,OS,2
07-2016,OC,2
07-2016,PG,2
07-2016,BS,2
07-2016,AR,2
07-2016,VE,2
07-2016,SS,2
07-2016,DZ,2
07-2016,UP,2
07-2016,TN,2
07-2016,RW,2
07-2016,GT,2
07-2016,RS,2
07-2016,JM,2
07-2016,PE,2
07-2016,TZ,2
