MonthYear_Date,ActionGeo_CountryCode,count
201504,FR,5
201607,FR,43
201611,UK,77
201707,SP,3
201706,TZ,1
201503,YI,7
201703,CA,42
201512,IZ,50
201609,ZI,16
201612,IT,1
