MonthYear_Date,ActionGeo_CountryCode,count
201602,WA,1
201701,BG,8
201701,MK,4
201608,SY,29
201608,GZ,7
201611,UG,3
201707,HU,2
201506,BO,7
201508,EG,18
201509,CO,7
201509,EG,13
201509,YM,1
201510,PS,1
201504,EG,22
201708,IZ,9
