Month_Year,ActionGeo_CountryCode,Number_Events
02-2017,NL,2
02-2017,AF,2
02-2017,GI,2
02-2017,PL,2
02-2017,SG,2
02-2017,KR,2
02-2017,RB,2
02-2017,BE,2
02-2017,CO,2
