Month_Year,ActionGeo_CountryCode,Number_Events
08-2016,NR,8
08-2016,ES,8
08-2016,BR,8
08-2016,LK,9
08-2016,AL,10
08-2016,IT,10
08-2016,GR,10
08-2016,UP,12
08-2016,JP,12
08-2016,ZA,12
08-2016,LB,13
08-2016,JO,15
