Month_Year,ActionGeo_CountryCode,Number_Events
01-2016,VE,6
01-2016,SI,6
01-2016,LY,6
01-2016,UG,6
01-2016,NO,6
01-2016,AE,6
01-2016,TH,6
01-2016,BF,7
01-2016,QA,7
01-2016,ET,7
01-2016,PL,8
01-2016,PA,8
01-2016,NG,8
