Month_Year,ActionGeo_CountryCode,Number_Events
01-2017,VM,2
01-2017,BN,2
01-2017,TW,2
01-2017,CL,2
01-2017,CM,2
01-2017,PL,2
01-2017,PT,2
01-2017,SV,2
01-2017,AF,2
01-2017,SS,2
01-2017,MX,2
01-2017,GY,2
01-2017,RO,2
01-2017,CG,2
