MonthYear_Date,ActionGeo_CountryCode,count
201601,RW,2
201701,ET,11
201604,VM,10
201510,AS,62
201610,FP,2
201707,GR,3
201706,CH,21
201704,CH,56
201704,ZI,8
201605,CA,46
201512,GR,2
201506,NZ,10
201509,SA,18
201612,NO,1
