Month_Year,ActionGeo_CountryCode,Number_Events
07-2015,CA,24
07-2015,CN,51
07-2015,IN,75
07-2015,US,292
08-2015,SV,1
08-2015,TN,1
08-2015,MW,1
08-2015,ID,1
08-2015,GA,1
08-2015,LS,1
08-2015,AT,1
08-2015,LT,1
08-2015,GT,1
08-2015,LB,1
08-2015,MA,1
08-2015,BR,1
08-2015,BG,1
08-2015,FI,1
