Month_Year,ActionGeo_CountryCode,Number_Events
10-2015,IL,18
10-2015,AT,19
10-2015,JP,20
10-2015,,22
10-2015,CN,23
10-2015,RU,25
10-2015,SY,25
10-2015,CA,27
10-2015,FR,27
10-2015,TR,31
10-2015,GB,43
10-2015,IN,56
