Month_Year,ActionGeo_CountryCode,Number_Events
04-2016,BR,9
04-2016,LK,10
04-2016,OM,10
04-2016,KW,10
04-2016,EI,10
04-2016,VM,10
04-2016,IR,12
04-2016,BE,14
04-2016,IQ,14
04-2016,AF,15
04-2016,LY,16
04-2016,BD,16
