MonthYear_Date,ActionGeo_CountryCode,count
201602,UK,104
201701,ES,2
201608,CH,50
201611,FR,37
201601,GR,10
201605,LY,9
201512,PL,6
201512,UG,2
201506,DJ,1
201609,JM,2
201508,PK,47
201612,SF,9
