Month_Year,ActionGeo_CountryCode,Number_Events
12-2015,KE,2
12-2015,MY,2
12-2015,DZ,2
12-2015,MN,2
12-2015,UG,2
12-2015,SC,2
12-2015,UP,2
12-2015,BN,2
12-2015,GR,2
12-2015,PH,2
12-2015,SG,2
