MonthYear_Date,ActionGeo_CountryCode,count
201602,CH,39
201602,IS,15
201709,AU,11
201701,TU,10
201701,SA,4
201604,EG,5
201604,ST,1
201604,HK,3
201511,CH,52
201607,VE,2
201608,KS,2
201611,NZ,4
201512,US,720
201503,SW,1
201503,GG,1
201503,TW,2
201503,NU,4
201704,OD,8
201605,GQ,4
201609,ES,1
201609,DA,1
201609,TZ,1
201508,UK,56
201702,PK,13
201507,CB,4
201507,EG,7
201507,JM,1
