MonthYear_Date,ActionGeo_CountryCode,count
201602,BX,3
201604,SL,1
201511,CA,98
201706,EG,3
201503,EG,21
201503,AM,2
201503,SO,2
201704,UK,44
201704,KG,2
201605,FR,20
201512,MY,2
201512,DA,1
201603,AU,2
201504,BM,1
201510,IS,18
