Month_Year,ActionGeo_CountryCode,Number_Events
01-2017,KZ,18
01-2017,ZA,18
01-2017,CH,19
01-2017,BR,20
01-2017,ID,20
01-2017,FR,22
01-2017,SO,27
01-2017,JP,28
01-2017,SY,35
01-2017,MM,35
01-2017,AU,44
01-2017,CN,56
01-2017,TH,56
