Month_Year,ActionGeo_CountryCode,Number_Events
09-2017,FR,35
09-2017,,36
09-2017,CN,43
09-2017,IR,51
09-2017,CA,53
09-2017,RU,57
09-2017,MX,58
09-2017,AU,59
09-2017,IN,65
09-2017,GB,75
09-2017,KP,88
09-2017,US,1081
