Month_Year,ActionGeo_CountryCode,Number_Events
08-2015,ES,6
08-2015,JP,6
08-2015,HN,6
08-2015,ZA,6
08-2015,MM,6
08-2015,UP,6
08-2015,IQ,7
08-2015,SA,7
08-2015,KE,7
08-2015,CU,8
08-2015,NP,8
