Month_Year,ActionGeo_CountryCode,Number_Events
07-2015,IT,6
07-2015,VM,6
07-2015,EG,7
07-2015,PH,7
07-2015,PK,7
07-2015,UG,10
07-2015,TH,11
07-2015,IR,11
07-2015,HK,15
07-2015,NG,21
07-2015,,21
07-2015,GB,22
