Month_Year,ActionGeo_CountryCode,Number_Events
03-2015,GG,1
03-2015,MA,1
03-2015,RS,1
03-2015,AL,1
03-2015,MY,1
03-2015,AR,1
03-2015,CI,1
03-2015,SE,1
03-2015,ZW,1
03-2015,BS,1
03-2015,HK,1
03-2015,NE,2
03-2015,CH,2
03-2015,TW,2
03-2015,AM,2
03-2015,SO,2
03-2015,KG,2
03-2015,CR,2
03-2015,LV,2
03-2015,PR,2
03-2015,NO,2
03-2015,MC,2
03-2015,RW,2
03-2015,IM,2
03-2015,CZ,2
