Month_Year,ActionGeo_CountryCode,Number_Events
04-2017,JO,8
04-2017,SS,8
04-2017,ZW,8
04-2017,JP,9
04-2017,NL,11
04-2017,ET,11
04-2017,BE,12
04-2017,GH,13
04-2017,PE,13
04-2017,GG,16
04-2017,MX,17
04-2017,RU,18
04-2017,LK,18
04-2017,KR,18
