MonthYear_Date,ActionGeo_CountryCode,count
201601,US,670
201604,RW,17
201607,SU,5
201611,ZI,18
201611,LA,4
201601,AY,1
201610,BE,12
201610,TW,1
201605,AJ,8
201605,LE,8
201702,JA,14
201606,UY,2
