Month_Year,ActionGeo_CountryCode,Number_Events
04-2016,RW,17
04-2016,IT,17
04-2016,JP,17
04-2016,MN,17
04-2016,ET,17
04-2016,GR,18
04-2016,MX,19
04-2016,PK,20
04-2016,IL,21
04-2016,LB,22
04-2016,PL,25
04-2016,TR,26
04-2016,NG,26
04-2016,SY,26
