Month_Year,ActionGeo_CountryCode,Number_Events
10-2016,BS,2
10-2016,SS,2
10-2016,MY,2
10-2016,RW,2
10-2016,DJ,2
10-2016,FI,2
10-2016,AI,2
10-2016,SN,2
10-2016,PF,2
10-2016,ZM,2
10-2016,AT,2
