MonthYear_Date,ActionGeo_CountryCode,count
201602,BY,1
201608,SG,1
201608,NO,1
201511,AR,1
201512,UK,39
201610,FI,2
201610,VE,4
201706,MK,2
201503,RS,45
201704,MO,1
201512,GM,13
201503,AL,1
201506,RM,3
201702,GM,50
201702,EN,1
