Month_Year,ActionGeo_CountryCode,Number_Events
07-2015,NL,3
07-2015,KW,3
07-2015,ZA,3
07-2015,YE,3
07-2015,DJ,3
07-2015,IL,3
07-2015,FR,3
07-2015,KE,4
07-2015,KH,4
07-2015,JP,4
07-2015,NZ,4
07-2015,TT,4
07-2015,ES,5
07-2015,JO,5
