MonthYear_Date,ActionGeo_CountryCode,count
201604,IN,37
201511,BE,9
201608,UK,26
201608,CI,5
201705,AU,8
201705,LY,1
201707,RO,3
201707,NI,18
201706,SI,2
201704,CO,2
201704,LY,1
201512,SN,2
201603,HK,4
201506,BY,6
201506,HO,1
201504,,23
201702,RP,3
201606,NO,1
201504,BC,1
