MentionTimeDate,count
201503,490363
201607,423522
201702,351038
201510,381392
201611,417457
201605,417368
201704,311922
201602,369941
201511,334357
201703,329458
201507,431258
201606,296823
201710,4179
201609,508549
201709,174249
201502,122953
201706,308615
201711,1098
201610,558087
201509,374640
201608,624558
201512,554064
201708,310597
201705,340364
201707,273887
201508,601920
201604,385480
201506,385725
201504,501680
201701,333086
201601,542050
201603,533085
201612,359898
201505,417894
