MonthYear_Date,ActionGeo_CountryCode,count
201601,IC,2571
201601,TX,2317
201503,MN,996
201505,AM,16095
201610,AQ,220
201505,LS,136
201701,NF,19
201512,HQ,18
201508,BM,14233
201508,WE,11216
201508,GJ,1050
201702,KE,35396
201512,TH,29887
201603,CS,2194
201603,MT,5987
201507,LH,3625
201511,HO,2552
201602,BL,2821
201512,AR,9229
201510,JM,10653
201602,MZ,3259
201607,KU,5981
201707,WS,1917
201705,TI,2321
201504,BR,15298
201505,ID,41532
201610,PS,193
201701,AN,32
201612,YI,217
201706,GI,800
201510,FM,314
201507,BG,24300
201507,CF,3018
201607,GY,5917
201610,BG,34378
201611,AA,325
201703,WI,447
201705,PS,221
201612,AQ,159
201508,IO,30
201606,RN,70
201604,PU,130
201601,NT,33
201502,TE,2
201611,DQ,1
201502,ID,11679
201502,TD,1620
201507,MY,43775
201611,JO,11386
201707,AS,129308
201708,TH,22430
201708,SA,38116
201503,BM,14934
201602,ID,27247
201507,AJ,8927
201601,CH,154859
201510,SU,14988
201606,EI,49663
201601,BF,5833
201610,MZ,3314
201507,VQ,503
201506,GY,5229
201707,IT,36187
201603,BY,5055
201608,UZ,4087
201505,PO,5411
201706,SV,83
201505,EI,50173
201703,BT,1434
201506,WS,1606
201503,FM,371
201709,BK,618
201608,GK,895
201602,FO,30
201508,CF,4498
201508,BU,7084
201701,MO,7400
201701,SP,26049
201512,MK,4272
201611,IC,3102
201708,CT,1903
201603,BM,12787
201606,PE,9186
201509,KS,22968
201503,MO,9723
201705,JO,14816
201610,SF,83214
201505,ZI,18699
201506,WA,6898
201507,WZ,2147
201703,MD,3124
201605,,158555
201704,SP,28557
201709,HA,3421
201602,MU,4946
201704,NL,16826
201604,GM,73328
201607,IV,1428
201506,BE,21575
201604,MR,563
201704,DO,378
201604,AC,766
201511,LG,2605
201706,IO,111
201506,BG,33098
201506,NU,1529
201703,AN,93
201609,TO,652
201704,VI,356
201512,SB,5
201508,KS,30200
201508,HU,11730
201502,NI,52074
201702,IS,126410
201702,KN,39133
201703,UK,345736
201708,AR,6928
201603,BX,6284
201706,AU,7428
201702,LS,165
201507,SI,1368
201507,EN,2602
201511,GT,2751
201509,AS,154813
201503,AF,52068
201503,CO,8643
201511,TD,5274
201612,AS,123154
201510,NI,124665
201606,TU,88956
201610,BY,4763
201504,RP,63813
201604,EZ,7458
201601,BE,17999
201512,MA,696
201601,ER,3356
201610,ST,1136
201505,WI,502
201607,CV,164
201608,VI,300
201603,SU,17673
201605,LT,1554
201607,CD,3553
201603,SE,1261
201604,CB,9015
201704,AG,3265
201604,UY,1529
201601,UV,11063
201611,EN,4136
201705,MR,823
201612,LT,1390
201705,MD,2553
201709,BC,2757
201507,DJ,1783
201506,KZ,4778
201703,JN,1
201502,ET,2870
201502,SG,463
201701,JM,10502
201703,GH,35318
201707,AU,8497
201707,LY,12054
201706,SP,25110
201707,AC,699
201703,VT,2220
201509,TH,31669
201606,EG,36339
201703,MT,8665
201605,FI,6633
201709,OD,3153
201605,MU,5258
201607,WE,7571
201602,PF,674
201612,PG,65
201607,GI,1480
201708,FM,285
201611,BE,19075
201707,MG,1543
201703,MB,97
201606,JM,9960
201602,UZ,2877
201709,NU,1210
201607,CB,12336
201605,LU,2483
201708,MT,4459
201608,CS,2538
201601,RQ,4005
201504,LY,22380
201706,IM,146
201606,MJ,627
201704,OC,472
201606,DO,485
201510,TP,83
201502,RN,31
201508,PG,54
201604,TL,20
201707,NF,7
201504,IP,3
201508,AS,152122
201508,VT,1376
201502,MN,360
201702,NL,19788
201506,ZI,18270
201512,FI,5395
201708,QA,20189
201511,DO,723
201707,IV,1777
201503,OC,1215
201510,PE,10734
201612,SP,23724
201505,RS,96865
201612,NP,12157
201601,GM,86114
201609,CY,6675
201604,AS,156065
201510,IC,3062
201602,GV,2025
201705,GZ,1733
201606,WI,651
201509,KZ,4580
201609,CW,653
201707,CF,3334
201511,BH,2958
201606,CM,4334
201708,BO,7229
201704,NH,811
201606,GJ,1053
201512,RO,6411
201606,CJ,1190
201709,LU,1253
201511,TT,569
201506,MO,5886
201608,TV,86
201609,PG,51
201701,CN,60
201606,FG,64
201510,IO,19
201507,CH,166927
201607,TU,146409
201608,PL,15726
201703,NZ,29955
201611,TW,12454
201702,RW,6909
201603,SO,21139
201706,BG,19463
201511,BO,7726
201509,CA,129848
201503,KE,26996
201510,HR,9301
201607,WS,2198
201708,EK,708
201509,KU,5913
201601,BP,576
201604,GY,5587
201610,MK,2281
201706,NP,8220
201605,AF,73230
201709,GZ,1150
201709,AG,2669
201603,AY,821
201605,BK,1556
201509,DJ,1374
201509,KT,173
201709,RW,4459
201608,HU,6566
201708,CE,13021
201608,LG,2591
201503,TO,604
201702,WZ,1257
201701,RE,176
201701,ST,967
201505,WS,1825
201605,MH,137
201509,FK,25
201611,TL,22
201508,CN,80
201701,HK,8518
201701,TT,496
201608,AY,597
201603,NG,3370
201707,PK,88840
201706,RS,147271
201706,AE,20108
201706,NG,4213
201512,PE,6768
201503,IT,43923
201503,CG,1552
201511,SL,3764
201606,QA,14555
201609,FI,6563
201704,TW,10382
201704,SA,33940
201706,GA,4150
201509,MZ,4273
201708,WS,2093
201608,MO,5550
201601,CS,3457
201506,QA,10486
201507,AQ,318
201601,AO,2559
201504,BO,8726
201707,SN,13316
201707,CI,4877
201511,LY,14507
201610,CH,166473
201709,KV,1266
201704,AF,54218
201704,PK,99418
201603,MN,873
201702,VC,408
201606,CB,11018
201701,UV,1288
201608,CM,3100
201604,TS,4409
201704,LI,6014
201608,RE,494
201506,JM,7596
201708,TV,130
201509,MC,750
201709,LS,163
201604,GP,99
201708,PF,8
201507,JO,15922
201508,NZ,31795
201502,CG,486
201701,VQ,878
201611,MX,45097
201708,GT,4472
201708,GR,13902
201603,RP,60794
201603,YM,19106
201511,RW,7449
201612,SL,3039
201512,IC,2551
201607,AF,59441
201511,HA,4877
201705,MX,39487
201705,GY,4273
201506,RS,95008
201606,FI,5785
201605,EZ,6615
201609,TU,72510
201609,TS,3145
201604,CU,20624
201607,LA,7275
201601,BH,5239
201704,MZ,1407
201509,VI,191
201702,AV,297
201502,TS,1710
201708,MU,3796
201702,NH,633
201612,WZ,1023
201705,TH,21625
201705,VT,3898
201705,CG,2178
201705,SO,18135
201609,BR,24344
201609,GZ,1738
201709,IN,161608
201603,MH,189
201704,KZ,5428
201604,BR,23600
201604,SN,18273
201509,ML,2980
201505,NZ,28541
201702,FG,95
201503,WS,2189
201504,KZ,6558
201511,LS,196
201512,MB,83
201506,FJ,5803
201505,HA,5177
201603,TV,262
201706,SM,74
201703,AQ,196
201701,RN,37
201508,LY,18381
201508,CT,3847
201508,PL,12037
201508,NR,1167
201702,FI,5241
201507,BX,4787
201512,IR,60832
201512,TS,6650
201607,AS,153896
201511,AE,20896
201511,SN,22015
201511,EG,65640
201511,GR,31811
201512,RW,9936
201509,HK,8098
201510,BM,12171
201612,DA,7548
201609,VM,35690
201709,SA,21159
201704,UP,18821
201606,LA,3436
201510,VC,530
201701,GB,1105
201510,VI,198
201512,CW,582
201503,WI,580
201503,SZ,31169
201707,NS,341
201509,BE,17524
201705,PU,301
201510,SO,12364
201701,LU,1832
201609,AA,335
201704,SG,2279
201603,MJ,650
201505,CU,21303
201607,AR,7586
201606,BL,1882
201708,AO,4811
201704,BB,2903
201504,IT,49928
201512,BT,1768
201612,TN,920
201610,BH,4262
201707,GQ,1959
201607,PS,228
201506,AN,98
201506,CE,19974
201706,SE,919
201505,TX,3334
201511,PC,40
201608,PF,65
201704,PC,57
201508,HA,7349
201508,CI,6372
201502,LU,624
201602,IR,82552
201506,BR,14310
201512,KS,28963
201706,CA,127169
201707,UG,13653
201707,BU,5466
201707,MJ,974
201707,GG,3052
201606,HR,4234
201605,NI,160303
201612,SZ,20352
201504,IR,117486
201707,BP,613
201612,RB,3859
201610,TD,6530
201601,BT,1579
201505,BL,1708
201612,MK,3604
201708,MX,36894
201602,CF,3904
201705,IT,50570
201704,CI,5493
201607,PO,7308
201604,CT,2185
201511,KT,1129
201705,MZ,2169
201609,TT,891
201605,BB,3326
201603,KR,236
201503,AO,3303
201602,PS,295
201604,DO,374
201707,AN,35
201606,CQ,58
201608,EK,361
201506,SB,1
201709,SH,15
201506,TK,70
201608,MF,8
201507,NI,157456
201508,AF,62830
201508,AG,3836
201502,NL,5784
201701,HU,7273
201607,US,2001800
201608,EI,46504
201703,IT,42193
201512,VM,22449
201512,CD,4618
201611,JE,6546
201603,AE,20898
201511,BM,22838
201601,MJ,616
201701,AJ,10113
201705,AE,17024
201612,SG,4494
201612,CI,6168
201703,KV,2707
201609,LE,13120
201602,RB,5570
201603,GB,411
201706,VC,465
201705,AA,286
201511,GI,785
201609,FP,170
201508,ES,2749
201703,MJ,1739
201503,FJ,6277
201506,IT,44392
201607,IT,44626
201607,AM,18487
201510,RO,8554
201610,CM,3478
201604,AL,3666
201507,AA,378
201506,BP,941
201508,AQ,270
201506,NF,43
201607,TL,45
201510,MQ,1
201701,JA,55364
201702,BB,3046
201702,TD,6450
201611,TZ,9242
201708,CU,10522
201708,JA,56758
201708,SL,5331
201603,AS,155010
201707,BG,25608
201606,MY,36469
201705,US,1850082
201602,CT,3031
201603,LI,8134
201610,EZ,7441
201610,VC,646
201705,CD,3546
201609,JO,16150
201602,MP,1243
201709,JM,5892
201706,AR,5213
201607,AE,14936
201604,BG,39085
201509,AG,4008
201703,RN,69
201603,ST,762
201608,KG,4452
201609,BY,2233
201604,NH,1337
201511,MR,851
201507,CV,148
201605,MB,93
201506,ST,452
201504,MA,708
201705,TK,32
201511,YI,170
201612,FG,142
201708,MB,63
201708,MF,20
201601,SV,80
201508,FO,260
201702,SF,73905
201703,UG,16330
201507,KZ,4922
201603,LT,1294
201603,AG,7964
201603,TD,5968
201510,CY,6370
201605,JO,14439
201611,ML,3353
201709,CJ,796
201704,CU,9854
201512,GI,770
201505,BO,10654
201509,WS,1643
201512,PU,285
201703,LY,13140
201707,GT,3242
201701,BN,2165
201701,LH,3812
201604,EN,2510
201704,MK,4732
201607,IC,2328
201604,FJ,5622
201607,BU,8752
201506,HR,3034
201705,MT,8430
201607,SM,57
201704,HO,1746
201612,RI,3200
201605,MD,2120
201511,MB,119
201611,BT,1722
201702,IM,76
201704,NF,17
201607,TP,106
201612,JQ,1
201507,CT,1653
201508,RS,98462
201502,CE,9345
201701,UZ,3700
201701,BH,3416
201702,AS,163285
201703,CH,163085
201512,AS,124127
201512,PM,4149
201512,CU,22616
201706,MZ,2557
201702,SE,776
201511,MC,732
201606,AM,23731
201606,CO,9874
201505,TU,55673
201605,GZ,2379
201709,SW,8916
201610,LH,3632
201505,CO,9885
201502,NG,2371
201507,DA,6732
201509,SP,32960
201611,BO,7434
201609,PP,2346
201609,BX,10438
201609,MK,2871
201604,NR,1481
201607,MA,1054
201607,LH,2622
201607,LU,2624
201604,SZ,26124
201608,ST,891
201612,NH,655
201601,UG,17589
201604,AQ,308
201705,FJ,6392
201705,TX,1890
201510,LS,245
201709,NF,13
201502,VI,131
201704,LQ,3
201511,CQ,18
201606,SB,2
201502,MF,4
201507,EG,46988
201507,UZ,5352
201508,UK,241934
201701,PE,6764
201701,TU,82503
201701,SA,34559
201608,KS,29713
201602,CH,144085
201702,PK,107480
201511,CH,163172
201511,TU,116993
201512,US,1756086
201611,NZ,33276
201602,IS,127815
201708,CS,2388
201708,SN,17832
201702,AC,782
201507,JM,8936
201503,GG,3653
201503,IC,2470
201606,MO,7534
201605,GQ,3068
201609,TZ,12166
201609,DA,10175
201602,CJ,1426
201704,OD,6562
201607,VE,8850
201604,HK,8601
201604,GB,908
201510,EC,3148
201509,SC,395
201609,ES,2429
201609,FO,91
201503,SW,16499
201705,SC,197
201701,KV,3576
201706,WS,2123
201504,SP,27884
201509,TX,2076
201502,FP,18
201702,BL,1864
201507,CB,10344
201707,PS,161
201503,TW,11477
201709,AU,5414
201604,EG,53236
201606,BA,9222
201701,PG,100
201503,NU,2823
201604,ST,864
201608,NC,166
201505,LU,2747
201503,NR,872
201703,PG,35
201510,RN,72
201505,FM,201
201507,SV,86
201503,CQ,37
201506,LS,141
201508,KT,84
201602,WQ,5
201709,WF,3
201512,FQ,2
201612,SN,17649
201510,SF,63897
201510,PK,103018
201510,DA,9916
201709,EI,25814
201709,YM,7438
201505,WE,5984
201702,LH,4063
201707,CO,6938
201507,ZI,26313
201707,ZA,7964
201704,KS,48337
201511,SZ,18891
201611,MR,1181
201611,DJ,1561
201704,FM,212
201606,BM,11559
201703,EN,4096
201609,BD,1632
201703,GK,1090
201510,LH,3179
201611,NF,25
201511,NE,107
201511,PS,185
201505,GB,363
201707,AF,43388
201506,KS,30033
201702,MU,5033
201708,CB,10242
201707,BB,3008
201706,BH,4895
201502,MJ,181
201703,SI,1431
201504,CT,1898
201603,PF,62
201602,TP,61
201512,RN,76
201506,MH,93
201701,KT,31
201702,TK,53
201507,NO,10145
201608,AE,18244
201507,ID,27108
201708,CA,120712
201702,DO,685
201703,CB,9687
201612,TW,26160
201703,RM,538
201603,AJ,11607
201603,GG,4081
201607,NI,150581
201504,ID,54717
201504,BX,4553
201607,FO,269
201606,US,2027846
201703,CJ,1053
201609,KN,26905
201709,QA,14361
201612,AL,3411
201612,ER,1741
201511,ER,2622
201505,AA,563
201512,RE,541
201602,TK,22
201506,NR,1452
201504,KG,3622
201502,MH,108
201607,JQ,5
201503,IO,40
201508,JM,9224
201502,LI,3301
201502,BA,2175
201608,VE,11058
201702,GR,23512
201702,KZ,8366
201703,EG,37720
201507,PS,302
201603,KV,1845
201507,FM,220
201503,PO,5046
201510,SA,54544
201510,BY,4087
201709,TU,37541
201503,JE,6016
201610,SP,29721
201601,AQ,298
201707,NG,3150
201706,ML,5586
201503,LY,25088
201705,IZ,39250
201505,UK,231595
201605,SW,16735
201602,DR,2473
201709,GR,12089
201704,,137711
201704,GM,61382
201509,MU,5008
201612,SV,119
201609,AJ,11450
201703,MI,6344
201706,TT,514
201601,UY,1761
201709,MP,959
201608,PG,146
201506,FK,33
201502,NE,5
201502,MB,17
201507,SG,3363
201508,OD,13512
201508,IC,2654
201508,MV,2385
201508,SG,2748
201502,PU,157
201701,GR,22901
201603,KN,40953
201506,CQ,56
201706,RW,5960
201503,SL,8069
201701,GT,3183
201605,RS,114305
201510,TZ,11240
201610,SY,138456
201611,SG,2514
201606,MK,2832
201611,MI,6453
201601,CF,2555
201602,AU,14929
201602,RI,4652
201608,ES,2535
201601,AG,5950
201610,EN,4100
201708,VC,510
201506,NI,124531
201707,NP,7371
201505,FR,71228
201612,SO,14438
201601,RS,99637
201709,IV,1362
201607,CS,2310
201606,BU,7617
201505,UP,34211
201505,SW,13673
201708,LH,2477
201707,GP,31
201604,CN,192
201611,IO,90
201602,YI,118
201706,MF,27
201511,IM,56
201507,PF,12
201602,SB,9
201511,HQ,1
201507,FJ,6457
201508,CU,24018
201508,IS,116704
201508,HR,6011
201701,AO,3094
201608,BD,1586
201702,TH,20006
201703,TS,5056
201703,FJ,6184
201512,EN,1890
201708,TU,45809
201607,SA,36879
201706,SO,13316
201705,QA,11864
201705,CA,134401
201511,GA,4311
201704,IR,55159
201612,GY,6442
201610,SW,17570
201505,GH,22403
201502,GJ,352
201509,WI,384
201601,MR,740
201703,GP,62
201703,AF,50055
201503,TS,20196
201509,LG,3036
201605,TU,74499
201609,MV,1807
201701,BL,2252
201709,BT,1492
201604,CO,9474
201604,KU,8849
201610,CB,10610
201504,AE,19085
201505,CS,2378
201504,SN,16188
201701,PC,61
201609,MA,1247
201707,CV,141
201504,TO,1096
201603,IM,49
201509,NT,31
201506,LQ,4
201612,SH,12
201506,JQ,4
201502,TP,4
201702,VT,1962
201703,YM,23891
201512,JE,6560
201708,PO,5968
201603,BU,9625
201607,BK,1555
201707,GI,1105
201705,JA,50533
201702,BU,4625
201707,CB,7729
201510,BT,2216
201709,RI,1808
201602,BA,7772
201704,BC,2880
201512,VT,1649
201607,CJ,1147
201510,LO,1972
201610,SZ,21663
201601,HK,9605
201708,ET,6128
201611,MG,2529
201709,GL,490
201512,FM,352
201707,LE,17430
201507,BF,8147
201507,NR,993
201702,SC,233
201612,GR,21617
201704,LG,2582
201601,SA,121708
201709,NG,2788
201607,BL,1679
201707,SI,1324
201604,BY,4837
201609,BC,5481
201602,NU,1813
201609,GQ,3220
201608,TN,1001
201504,TT,604
201504,NS,494
201505,FJ,5680
201505,BB,2414
201609,GV,1277
201504,MN,767
201504,BY,4820
201705,SH,10
201606,LQ,1
201610,IO,14
201507,IR,140814
201508,CY,4869
201502,BC,1306
201602,SU,16810
201512,KE,31182
201708,HU,5240
201603,ES,2517
201707,PO,5791
201706,ID,23700
201511,SE,1338
201503,SP,35693
201510,EI,46115
201702,MV,1410
201609,AU,11798
201709,UK,182437
201607,UP,25584
201602,GZ,4215
201604,ZI,19080
201509,AL,3902
201504,ZA,9316
201706,MI,5938
201702,BT,1553
201602,,146497
201606,RP,74450
201605,IT,52516
201607,TD,6614
201504,CA,121582
201609,MG,1815
201704,KU,5793
201605,AV,259
201601,KE,34137
201505,NI,120499
201705,BU,5085
201606,TS,4280
201504,CM,3754
201609,MF,35
201609,AN,61
201502,YI,35
201707,CQ,19
201508,IN,238088
201502,MT,1922
201502,RE,53
201603,PM,4980
201603,CI,6092
201503,NZ,32238
201503,CB,12704
201510,MO,6343
201510,BC,3928
201606,IR,59785
201708,EN,3634
201604,MX,38193
201612,WS,1711
201612,LH,2941
201510,BH,3465
201705,YI,79
201510,EK,300
201606,UP,21871
201602,VQ,477
201704,JM,8654
201709,RN,672
201706,MC,656
201607,ES,2752
201701,TO,746
201504,VM,28376
201604,UV,1530
201509,MK,5050
201604,MU,4926
201605,RM,522
201610,BB,3523
201706,MG,1376
201504,MR,1068
201610,MU,4841
201503,LO,1951
201509,NR,1491
201708,NE,89
201702,CW,521
201708,LS,162
201507,YI,191
201509,CN,99
201610,HQ,9
201703,NF,8
201512,FK,12
201608,HQ,5
201612,BV,2
201507,GA,5676
201508,RO,5661
201508,MG,2047
201508,PS,237
201702,BD,1454
201506,CH,143477
201507,AF,59764
201611,PO,7741
201708,GM,58947
201607,SP,30396
201511,CM,4130
201701,NH,610
201701,NS,607
201707,KV,1128
201509,PL,15914
201503,CE,32122
201503,CV,347
201510,RP,55572
201612,NI,130636
201609,IT,43016
201704,ES,2999
201507,WA,7117
201607,EZ,5655
201507,LO,1974
201601,BU,7833
201610,RB,4139
201612,NC,172
201512,PG,212
201705,AS,161547
201509,AU,26803
201509,KN,11377
201510,TN,443
201605,PE,7246
201609,GL,1018
201602,OS,3932
201704,AL,5508
201608,BL,3115
201610,MY,36880
201601,TD,4002
201701,MH,76
201601,FM,191
201602,NT,9
201601,TV,52
201703,PF,55
201603,CN,151
201602,NI,133529
201602,EZ,9704
201704,IS,93271
201705,RI,2747
201609,SP,26874
201611,IN,253872
201506,JO,12942
201506,ER,3090
201707,BO,7618
201505,RO,7140
201604,SU,18141
201510,SN,17571
201603,MX,38250
201706,BU,4866
201511,AJ,12296
201504,ET,11763
201504,OS,3034
201612,JM,8717
201606,GA,4261
201610,FK,59
201704,NS,349
201709,ID,16749
201707,NZ,25251
201608,CT,1319
201608,NU,2517
201707,MO,5656
201508,BY,6912
201709,PS,163
201708,SG,1752
201603,BF,6463
201504,AL,2556
201503,PS,432
201607,GV,1441
201704,AC,660
201703,SC,302
201507,ST,624
201503,FP,199
201605,KT,62
201502,NS,94
201703,CQ,46
201701,DQ,2
201604,HQ,6
201701,AR,7006
201701,MY,34253
201510,IT,42331
201708,US,1777410
201709,RP,47765
201709,NP,7365
201605,IS,108865
201605,GJ,1385
201508,SN,21281
201505,VM,28541
201707,TZ,7889
201604,CH,165337
201602,PO,7218
201602,AR,9530
201511,RO,10245
201511,BD,2026
201701,BB,2853
201506,TH,24380
201708,FR,57870
201609,NU,1945
201602,LA,2902
201611,KV,1808
201703,UV,1407
201502,IN,68228
201502,EZ,3222
201502,BM,3276
201508,FJ,5970
201508,UV,1165
201508,EN,3818
201610,AV,250
201609,VC,821
201703,MA,1212
201512,SU,14288
201602,TS,7832
201611,HR,4051
201507,TI,5541
201609,BL,1979
201504,BN,1784
201505,TI,4334
201607,NC,129
201703,SB,8
201506,TZ,7745
201612,TP,917
201604,CQ,32
201504,MF,11
201604,SH,36
201508,CD,5391
201508,GB,996
201502,HK,2475
201608,OD,11162
201702,MX,59460
201512,KV,2630
201512,SW,14152
201603,QA,12652
201507,LT,2217
201509,HU,47435
201503,PK,113117
201605,MX,43167
201705,GG,3780
201703,ML,2900
201612,ID,33244
201709,TZ,6298
201510,PP,2463
201609,WS,2273
201601,AV,209
201506,GA,5074
201706,CF,3671
201509,RW,8392
201709,LO,1032
201506,FR,88723
201609,NG,4265
201602,VC,382
201609,GI,928
201605,CN,319
201709,PA,667
201512,TT,447
201708,TN,1084
201609,KV,1770
201509,AC,934
201608,AC,878
201708,GK,682
201511,NF,14
201611,WQ,14
201502,TL,22
201506,FO,131
201706,NF,17
201601,FO,21
201508,LI,7490
201502,CM,1929
201502,BH,1085
201502,TW,2327
201603,GM,70934
201511,CB,10389
201512,LE,21412
201702,AM,12688
201603,ZI,22152
201510,SW,20574
201510,MK,3233
201611,TN,1024
201606,AR,8414
201605,RB,3460
201605,TO,979
201601,KN,34000
201609,CS,2404
201602,CM,5650
201704,NP,10931
201603,TN,710
201604,TI,3086
201604,GH,25936
201603,BB,2308
201609,TI,3000
201704,GV,1665
201703,RW,7199
201511,,149719
201603,AR,14968
201703,NG,3477
201704,MJ,1440
201708,BX,4595
201708,PS,226
201604,AU,14228
201612,VQ,764
201704,TD,6007
201506,LI,7488
201506,HU,8877
201610,BO,8957
201706,LU,2815
201506,ES,1929
201506,AC,797
201604,MF,30
201601,IO,5
201502,JN,1
201507,IN,235098
201502,PK,33572
201502,IS,38940
201701,ZI,20695
201608,US,1971628
201703,JA,59540
201611,EI,50864
201611,VQ,771
201603,NU,1596
201707,ID,21561
201707,WE,9357
201601,ID,35964
201701,DR,2361
201509,CB,9737
201709,CO,12981
201610,RW,9877
201701,BP,553
201505,AY,576
201512,KG,3378
201612,CV,191
201707,IS,119070
201507,HR,4430
201702,TN,876
201511,TI,4210
201605,GA,4870
201605,KV,1858
201708,GY,3951
201609,SE,1497
201504,TH,21623
201607,MK,2237
201511,MU,5688
201505,UG,13130
201505,QA,13792
201509,PA,863
201506,BA,6108
201709,GB,453
201701,SH,22
201508,NT,22
201705,SB,16
201508,SY,86727
201508,MC,592
201502,GB,120
201603,ML,4539
201507,BU,7349
201706,AS,148640
201707,EI,37549
201707,PE,6013
201602,KS,37214
201511,KS,29113
201511,ES,3027
201602,KE,29104
201503,PL,12331
201503,WE,6747
201511,BA,5636
201601,LI,6479
201609,CH,182521
201609,TD,6971
201706,PP,2988
201504,MI,5504
201703,CV,267
201508,WZ,1778
201505,ZA,9638
201507,BN,2982
201706,CG,1996
201702,TX,1911
201701,SL,3176
201511,CG,1364
201702,TT,447
201605,BX,8220
201612,BM,11830
201601,QA,10896
201609,RW,8304
201708,LY,13441
201604,HU,6874
201605,RN,69
201608,GT,2955
201612,RE,150
201612,TX,2353
201601,MG,1484
201602,AQ,587
201707,KG,2524
201602,SV,95
201602,BD,2021
201610,DJ,3107
201704,MD,2074
201505,MH,178
201511,CJ,1655
201506,MG,1652
201505,BC,4505
201506,SV,101
201707,LS,120
201505,CV,278
201507,ML,3793
201508,TD,5885
201502,IT,11904
201502,MA,334
201607,EN,3315
201507,AR,9650
201511,CA,141244
201512,DA,8749
201512,MY,37039
201702,CS,2396
201708,SO,14382
201603,AU,12912
201707,RE,277
201510,IS,157261
201503,SO,15339
201605,FR,90668
201704,UK,259443
201510,KE,27600
201605,MG,1955
201602,BC,4891
201604,PG,140
201705,MP,2259
201510,PA,828
201612,BU,5601
201507,LU,2716
201706,EG,31789
201703,ST,1086
201503,AM,15814
201503,EG,58988
201602,BX,9572
201512,AA,393
201504,BM,8972
201706,MT,6053
201704,KG,4928
201503,UG,13813
201604,SL,4292
201609,MJ,798
201504,TS,5334
201701,LS,183
201512,BC,2874
201505,BT,1385
201506,TI,6170
201506,VT,2089
201708,KR,315
201702,FO,101
201609,AQ,222
201512,SM,92
201610,NS,407
201504,FG,30
201701,JO,13613
201703,SW,16031
201602,LE,21797
201603,GH,29915
201706,SU,14983
201507,QA,9056
201507,CY,7549
201511,GM,73933
201503,GV,2447
201510,NL,20192
201705,IN,233736
201705,PE,7110
201605,CV,448
201701,NR,516
201609,BE,17464
201609,RI,3364
201604,JM,9602
201607,MV,1390
201601,ML,6497
201604,WA,4714
201506,MX,29405
201601,CW,486
201507,CI,6595
201707,CA,111637
201703,AC,950
201609,MZ,3055
201709,MI,4111
201509,CG,1818
201709,BD,1223
201509,KR,895
201706,KT,54
201709,KR,276
201503,WZ,2034
201606,LS,218
201608,MP,1266
201510,TL,138
201602,TL,27
201706,WQ,32
201503,BV,4
201507,AG,5107
201502,OD,2880
201502,FJ,2067
201608,TH,30321
201603,SW,13947
201703,MX,44554
201703,EZ,6363
201707,CJ,1013
201707,SH,18
201701,FP,339
201606,MI,7256
201606,CU,16896
201609,EG,35179
201709,EG,22254
201709,NO,6699
201602,NP,13188
201603,GA,5196
201603,WA,4891
201509,SI,3048
201708,WA,4336
201509,EN,3948
201611,FM,171
201609,BF,6706
201607,AJ,10788
201606,ML,3814
201604,MI,7400
201604,SV,71
201604,BC,3948
201610,AG,5759
201504,NZ,32208
201607,AQ,244
201609,GG,3703
201503,KR,343
201508,BP,1284
201603,NE,27
201608,SM,64
201707,TV,212
201506,EK,493
201703,JQ,1
201709,IO,2
201708,IO,1
201508,TV,353
201502,MU,1363
201701,TW,19444
201608,MD,2066
201702,JO,14746
201703,CO,8367
201507,JA,54736
201603,IR,82725
201603,CY,11970
201602,JM,9497
201510,KN,12413
201510,MC,1114
201606,RW,7797
201609,ST,1401
201612,DR,2208
201610,LO,2038
201510,TT,688
201510,SC,478
201504,PM,10365
201510,AV,275
201703,,154162
201707,JO,18093
201509,HR,14021
201509,LE,21439
201510,BE,18182
201709,ML,1648
201504,JO,16241
201604,UZ,3448
201510,NG,3319
201604,BO,11063
201610,ER,1925
201705,MI,6343
201708,ER,1254
201506,BF,6749
201709,MJ,353
201611,NH,526
201505,TN,616
201504,MH,163
201612,TT,627
201511,TP,49
201605,PC,20
201703,WQ,1
201507,IT,43102
201508,YM,21729
201508,JO,14836
201508,MX,34375
201502,LT,900
201502,TX,719
201608,YM,20453
201512,EC,3723
201507,GV,2337
201511,JM,9817
201511,OD,6237
201503,DA,8696
201701,LO,1590
201611,OD,7483
201605,RW,10590
201606,UG,20983
201606,CI,5824
201612,CD,3116
201512,PP,2490
201605,AQ,223
201705,BA,8569
201706,PA,711
201601,DR,2254
201606,VQ,832
201504,HA,5030
201511,WZ,1337
201507,VI,344
201506,TS,19425
201602,MC,760
201609,KU,5337
201603,RM,546
201601,NO,10503
201612,KG,5097
201609,GY,6021
201609,NR,878
201602,ST,678
201511,LT,2690
201708,SI,784
201505,MT,6720
201702,PG,64
201708,AQ,216
201604,NS,342
201509,AA,300
201506,RE,273
201503,MF,8
201502,GQ,954
201502,MD,967
201701,CU,19723
201701,NO,12197
201512,RM,1050
201708,GH,29682
201603,KE,29605
201603,AQ,1127
201707,HK,8913
201503,MU,5452
201609,UK,308910
201607,AL,4132
201607,FM,533
201604,OD,10967
201704,MV,2807
201504,CI,8259
201510,CW,709
201505,GM,64818
201506,GJ,881
201708,NI,138560
201509,IV,2126
201503,MP,2733
201609,HU,10714
201609,RE,454
201607,CF,4042
201607,ET,11527
201607,TN,782
201604,RQ,4188
201607,RI,4228
201610,NU,1446
201709,BA,4222
201611,NC,224
