MonthYear_Date,ActionGeo_CountryCode,count
201706,VQ,767
201606,VC,516
201505,OS,3250
201511,ST,942
201509,BD,2038
201505,NF,77
201512,CJ,1610
201504,BB,2514
201608,AJ,11139
201506,SL,3811
201505,WZ,1925
201701,AV,317
201507,FP,141
201611,TV,60
201505,SC,327
201505,PS,376
201504,LQ,2
201708,HQ,1
201709,SE,585
201505,KN,13853
201702,AU,9421
201611,PE,19844
201702,CY,6809
201607,BE,20336
201507,MJ,608
201610,FR,91116
201503,LI,8126
201707,ER,1563
201502,KN,3118
201503,SG,2819
201502,IZ,25730
201601,EZ,6572
201509,FG,100
201612,NR,572
201506,AL,4046
201612,MZ,2891
201611,WI,526
201705,RE,362
201502,GV,919
201612,SB,2
201612,MF,18
201603,AF,51098
201703,CG,2163
201703,HR,3843
201705,TZ,9694
201703,CS,2723
201511,BL,2394
201507,MU,3868
201707,TI,2687
201603,MV,2734
201610,MB,104
201507,MA,1226
201607,PU,253
201611,MH,154
201705,KR,187
201504,DO,353
201504,YI,88
201507,KT,94
201701,CQ,20
201507,GR,91109
201702,GH,28692
201512,CE,18274
201708,VE,29358
201506,AE,15946
201602,PP,2135
201610,TH,33936
201601,CO,9763
201610,MR,999
201610,GJ,1215
201511,MD,1693
201504,RO,8290
201507,,156945
201602,SO,20072
201604,VI,2106
201609,DJ,1291
201610,MH,142
201605,AC,686
201505,FI,4743
201603,AA,392
201506,TW,10719
201705,GP,62
201601,ST,878
201701,SC,135
201606,TP,47
201601,CQ,50
201601,TL,11
201507,MX,47878
201502,CH,37127
201502,WE,2353
201502,AC,317
201502,MG,913
201701,DJ,2342
201506,PL,13047
201708,NG,2989
201503,US,1793984
201606,NL,21650
201705,RS,180410
201701,GK,899
201701,RQ,2976
201503,MA,1274
201611,CS,2175
201612,LU,1813
201704,NZ,23659
201504,ZI,20844
201510,KV,3020
201608,WI,326
201601,DO,464
201610,MI,5762
201502,BT,426
201701,ER,1877
201504,GM,69586
201612,GP,67
201512,MH,150
201507,RE,1160
201610,AF,57823
201606,,153056
201505,EG,39842
201709,CH,103367
201609,SI,1804
201706,BN,1960
201607,RW,11448
201604,KS,32531
201604,LI,7639
201708,KG,3221
201706,LT,2492
201607,VI,343
201610,CQ,80
201503,TT,741
201605,TK,31
201504,SB,4
201610,CN,59
201705,IO,3
201505,RN,68
201701,TL,95
201610,LQ,1
201507,OD,8367
201507,ER,2197
201508,PU,1185
201502,EI,15051
201702,AG,4396
201702,KS,36785
201603,CA,139707
201603,NI,136571
201706,IR,66066
201606,UK,368184
201511,BN,2202
201512,ZA,8854
201511,NR,610
201506,RW,9544
201606,RQ,6747
201709,VM,17751
201509,KV,1925
201502,RI,1154
201608,NZ,31095
201707,JM,8537
201503,KG,4714
201605,EG,60334
201704,BH,3612
201606,VT,1974
201607,CT,1435
201705,TS,4857
201504,TU,78711
201505,JO,13789
201504,BF,6526
201509,NS,211
201708,CW,453
201506,NS,170
201509,GP,164
201602,SC,368
201610,RN,53
201704,NT,16
201709,NT,7
201507,SH,16
201508,WA,6494
201502,BB,943
201502,CU,7537
201502,HR,1136
201701,AG,3920
201703,PA,748
201703,CD,3746
201511,NI,118243
201707,UK,236140
201705,CH,158084
201706,WE,7132
201510,LE,17180
201510,OD,7333
201606,SU,14171
201612,TZ,7937
201612,EC,2439
201709,TH,13529
201603,SC,362
201604,PK,115744
201604,MY,37673
201610,YM,25148
201610,GR,22283
201601,AM,9234
201610,AR,7921
201611,GJ,1204
201708,FG,26
201606,HU,7421
201611,CE,16269
201509,GV,2135
201604,MD,1917
201507,LG,2607
201610,IC,4087
201605,LH,3806
201509,BK,1149
201505,UZ,4126
201605,NS,425
201503,AC,1047
201601,FG,262
201602,AN,109
201503,LS,189
201510,TV,222
201506,BH,3077
201605,FK,61
201508,JQ,12
201507,NP,17245
201701,YM,21509
201608,FI,4408
201703,NO,11478
201512,LG,2685
201611,MP,1477
201707,TH,20153
201607,RM,462
201707,SO,13131
201706,PM,8498
201703,RB,4210
201705,MO,6376
201510,GA,4319
201606,SW,15254
201602,SN,15136
201602,RP,57764
201605,BL,1977
201605,IC,3052
201709,SZ,11687
201709,ER,1274
201607,BT,1451
201509,JE,5759
201611,KT,132
201610,PP,2243
201610,KU,5364
201609,YI,107
201505,SF,59606
201512,VC,508
201708,BD,1069
201508,WS,1897
201503,RI,3534
201611,OC,256
201509,FP,152
201512,NT,18
201503,BX,4008
201703,LH,2997
201703,EC,2903
201604,LY,21025
201610,FJ,6957
201608,HO,3256
201601,FI,5397
201601,SL,4507
201704,IC,2327
201608,TT,714
201504,KN,10928
201608,GG,2466
201505,SA,56938
201604,AN,132
201506,BB,2592
201504,PS,799
201508,TL,16
201709,PG,9
201506,MB,119
201706,FK,78
201508,MH,155
201506,IO,71
201701,NU,2125
201608,BC,4885
201702,CG,1873
201603,PK,129263
201703,CI,8616
201512,TD,4571
201507,LI,9050
201511,AO,4490
201510,HK,7924
201604,SF,74238
201708,PA,1136
201610,GL,940
201708,VQ,616
201504,WI,745
201504,PC,61
201701,WA,3375
201607,NH,986
201604,CI,6992
201611,MD,3751
201706,PU,151
201608,GI,674
201504,AA,304
201705,ST,932
201607,FK,101
201506,GP,73
201508,TZ,6720
201608,NO,14705
201702,GM,87138
201702,EN,4947
201507,AO,4248
201512,BR,18367
201512,GM,61376
201512,UK,243624
201512,RB,6020
201611,LU,1878
201611,MN,955
201603,MK,12371
201510,KU,6476
201605,TW,15575
201602,BY,7843
201610,FI,6877
201610,VE,12057
201603,WI,1634
201610,GG,4173
201611,FP,231
201503,RS,118409
201706,BK,1100
201507,CD,8059
201511,AR,7073
201503,AL,3817
201510,BK,1225
201704,MO,5038
201706,MK,2637
201608,SG,2023
201701,SE,730
201705,IM,53
201506,RM,283
201610,SH,48
201606,FQ,2
201508,KZ,5003
201507,KN,11378
201708,AM,7591
201707,EZ,5747
201706,CU,20805
201511,PK,101372
201506,SY,74624
201510,VE,7828
201509,PU,782
201604,CV,370
201512,VQ,351
201705,WA,3845
201610,BU,7475
201708,OD,5535
201504,PO,5682
201703,GQ,2727
201705,CE,20634
201606,RM,581
201609,ML,3669
201607,BF,6469
201706,LH,3535
201504,AS,150935
201605,SL,3536
201601,PK,137948
201601,TS,7541
201704,BT,2860
201603,SV,114
201604,GK,964
201504,TW,9115
201506,AR,7047
201511,NH,750
201610,PC,40
201702,TP,44
201706,FQ,7
201612,KE,29428
201601,FR,97926
201701,GI,762
201709,UG,11070
201709,CV,149
201508,BE,11801
201706,SA,61835
201707,HO,2032
201507,JE,6722
201608,WZ,1799
201703,AS,162270
201704,EN,3611
201611,RS,137392
201512,PK,124635
201505,TD,5493
201610,BT,2817
201708,ZA,10076
201601,CT,2529
201702,GL,730
201707,KN,44322
201606,GM,74950
201703,OS,2666
201708,TS,3020
201706,DR,1740
201601,CE,21685
201602,KT,105
201508,EC,6069
201705,GQ,2313
201510,CG,1420
201510,AC,1245
201603,CW,611
201504,DJ,4685
201509,SE,1362
201706,CN,332
201707,MB,69
201503,FK,26
201504,NT,8
201601,HQ,3
201701,BY,3548
201702,SZ,21714
201702,KU,7134
201507,AL,3922
201611,SF,72277
201512,NH,836
201510,TU,93040
201606,GH,30559
201606,WE,8443
201605,HA,4540
201607,BX,15655
201704,GQ,2598
201703,WZ,1615
201604,BA,7347
201609,RB,4264
201504,GA,4919
201507,BO,7402
201509,LY,14093
201603,NH,685
201607,NP,14665
201704,GT,3961
201708,RQ,1841
201608,CB,10231
201610,EC,5546
201608,DJ,1505
201606,PG,108
201604,AA,337
201612,KV,1449
201603,MR,1420
201505,HR,3276
201709,RE,283
201506,CN,80
201506,SH,86
201504,WQ,9
201602,PK,111222
201609,RP,94174
201702,SW,21123
201508,QA,11156
201611,ES,2443
201611,SW,17893
201604,YM,17465
201508,PO,5082
201604,BH,4597
201607,PM,5065
201503,NG,4813
201512,SI,1342
201612,BO,7598
201612,LE,13365
201705,BC,3527
201511,LU,3667
201704,VQ,618
201503,BY,2100
201602,GP,137
201612,TU,85372
201705,NP,10493
201708,CG,2104
201504,FI,5614
201604,TO,940
201707,RN,24
201706,BY,1712
201504,RM,626
201604,KT,110
201701,YI,140
201505,TO,680
201608,MH,158
201610,NE,49
201511,CW,739
201502,TK,3
201510,MF,34
201512,NF,4
201502,QA,5411
201502,CB,3300
201502,VE,4579
201608,JA,60990
201507,HK,8373
201708,CH,144899
201603,IZ,62973
201603,TS,12525
201707,BM,7462
201507,HU,7793
201511,LE,22763
201703,GL,768
201610,IN,276484
201605,JM,9859
201601,SN,16376
201705,RM,647
201504,PP,1883
201601,CM,4830
201511,VQ,358
201601,CV,227
201509,VC,435
201509,UY,1708
201611,AJ,11819
201609,SZ,23140
201609,LO,5804
201607,TS,7168
201707,LU,1580
201509,MG,2010
201601,OD,5442
201605,MF,99
201708,BP,1274
201503,EK,508
201708,MR,850
201511,AC,1043
201506,BU,8822
201705,MB,156
201604,FG,123
201508,ID,27025
201508,BA,5110
201507,GZ,3180
201512,EG,38593
201512,NO,9929
201611,SO,18232
201611,HU,9721
201707,VE,19063
201707,TD,5178
201706,KE,31900
201510,MY,40929
201512,NU,2253
201503,GH,26500
201612,JA,66620
201609,HK,10578
201604,RS,123347
201504,GT,3273
201506,MK,3645
201703,KN,47348
201706,CM,3644
201603,KT,77
201607,IR,56712
201503,MY,47452
201611,BA,7172
201610,UG,19723
201609,,148970
201612,LY,13192
201604,KE,34975
201708,MC,903
201604,NU,1471
201601,RO,8154
201503,RQ,1793
201704,WI,409
201601,NC,146
201509,TT,748
201507,CJ,1389
201506,TN,545
201707,SB,2
201508,FK,16
201610,CW,549
201705,TP,18
201510,LQ,1
201706,SN,15187
201601,IN,215982
201601,AR,9203
201611,IT,40690
201608,FJ,5793
201701,SF,60303
201701,PK,103524
201701,CO,8680
201707,SY,68647
201604,MV,2559
201607,CE,19268
201610,AC,1396
201511,IR,64783
201612,SA,33417
201703,HK,9420
201706,AA,353
201601,RE,475
201510,ML,2528
201511,SA,36480
201511,WS,1510
201601,GK,912
201504,NU,1732
201701,IV,4551
201506,MC,627
201512,BA,5566
201611,AV,213
201706,SC,160
201607,WI,611
201508,MZ,3306
201607,ML,3837
201703,GG,4608
201603,KS,35297
201603,TT,770
201701,VE,7782
201608,MI,6539
201705,EN,3802
201506,FG,137
201508,SM,116
201709,BP,567
201503,JQ,6
201602,FG,141
201508,PC,33
201509,YI,64
201507,KV,1664
201508,NI,133140
201508,PM,4234
201502,BY,715
201701,EI,55141
201701,SW,13146
201608,EN,2542
201606,CH,176016
201606,TH,27017
201706,BA,11987
201503,UV,1143
201510,RS,172922
201510,VM,25894
201703,BY,2055
201709,AR,5408
201610,HA,22962
201601,UP,21073
201505,GV,2472
201601,NR,495
201707,WI,287
201708,VI,210
201608,MU,4532
201702,RS,168079
201611,AF,52304
201503,TZ,7674
201705,NO,10652
201703,RI,4178
201505,VE,7007
201609,PK,144178
201609,AR,8216
201709,,88239
201612,AO,3678
201509,BC,3959
201704,VC,461
201609,BO,8920
201512,BO,7286
201607,GA,3919
201608,BY,3101
201709,PC,22
201504,AY,462
201511,CN,167
201512,SH,117
201601,MF,5
201707,JQ,5
201704,TL,38
201505,TL,20
201505,HQ,4
201609,IO,9
201610,TE,3
201701,KN,14333
201702,OS,2453
201611,MO,14452
201611,ET,10362
201503,ID,38406
201707,RM,844
201606,SY,88373
201706,JO,10619
201702,KG,4125
201509,HA,4761
201503,QA,12240
201611,MC,840
201606,LE,14558
201702,AY,914
201605,MJ,1153
201612,OC,308
201603,UV,2616
201704,CM,3553
201607,CI,5113
201601,LA,3975
201612,MR,862
201507,FG,81
201509,SO,13680
201704,MG,1424
201601,OS,2948
201607,BM,9500
201601,DJ,3523
201708,CJ,840
201606,BN,2555
201703,FG,383
201605,KR,417
201603,GK,740
201604,PS,356
201505,CT,2301
201512,ST,787
201701,KR,168
201604,AV,283
201502,CV,32
201705,WQ,66
201505,KR,209
201504,NE,15
201507,LQ,1
201508,TH,36096
201508,BF,7341
201502,BG,13041
201507,CW,782
201512,RS,140360
201606,FR,88518
201706,ZA,8412
201612,US,1767492
201509,NH,378
201611,GL,891
201606,VM,31780
201505,LE,19451
201604,IC,8224
201601,ET,13910
201612,GG,2401
201512,TN,496
201709,SB,3
201502,,47004
201703,SO,22297
201706,NI,133835
201503,MK,3253
201509,BH,3420
201707,AQ,129
201701,BD,1458
201603,AV,178
201608,GB,1974
201506,UG,13427
201608,CW,653
201508,SH,18
201507,NF,6
201702,AF,54334
201707,SZ,14735
201705,VE,17214
201609,SG,2342
201707,AY,986
201607,RQ,2791
201707,SE,991
201509,BO,9721
201510,JA,56399
201510,PL,15118
201702,CU,13597
201508,KN,17147
201603,SA,47280
201510,GY,5666
201502,AJ,4466
201509,MF,22
201709,BL,1078
201607,NR,642
201510,WZ,1286
201512,MN,955
201512,WZ,1158
201709,HK,5041
201604,FI,4818
201705,GL,985
201706,MO,8522
201608,RO,7900
201612,KU,5687
201603,TH,23537
201703,DO,443
201702,MN,784
201609,CJ,1274
201502,LG,1303
201502,WA,1911
201504,MZ,4365
201701,SM,71
201605,GP,57
201506,NE,91
201610,IM,48
201601,SM,29
201503,WQ,6
201507,YM,19944
201502,VM,6059
201608,LU,1518
201507,GH,25679
201512,RQ,3410
201503,YM,46158
201603,GZ,2458
201706,PK,85020
201512,NS,342
201509,HO,2172
201705,MY,30177
201611,IV,1579
201509,ET,9591
201602,BH,4025
201701,GJ,1202
201607,MT,5839
201705,PM,6669
201701,HR,2888
201709,ES,1610
201505,BY,19376
201706,,136024
201702,MJ,1364
201707,TN,559
201604,NZ,29352
201603,ET,11589
201607,MG,5826
201708,PP,3182
201604,RI,4095
201705,NS,293
201509,CS,2663
201703,OC,910
201706,LO,1621
201604,SM,91
201608,CN,81
201602,BP,694
201605,MC,631
201708,UV,2558
201606,PS,372
201604,FP,262
201503,BU,7920
201506,DR,3700
201506,KU,11335
201606,BK,1289
201608,AA,283
201506,AQ,320
201701,CH,155936
201701,SO,17694
201611,RP,79216
201708,BR,14552
201603,LH,3067
201707,JA,43755
201606,RS,110217
201507,GK,871
201707,DJ,2358
201511,YM,14831
201509,NZ,32990
201605,JE,6834
201705,SN,14185
201510,SI,7196
201605,BR,26349
201505,TS,6573
201706,AV,313
201612,CJ,810
201511,ZA,9112
201511,UY,1213
201510,NF,16
201506,PA,1014
201608,FM,732
201702,CT,1531
201707,DA,4372
201609,LY,18780
201607,KE,45423
201608,QA,7437
201510,BN,2504
201705,EC,4098
201504,BG,29466
201604,BT,4420
201602,CQ,21
201504,UY,1715
201505,DR,2138
201606,BP,1174
201601,PA,605
201502,MC,171
201504,AO,3605
201709,MD,1986
201511,SV,191
201606,AV,221
201703,PU,299
201505,NE,35
201505,KQ,7
201704,WF,2
201507,UG,18407
201508,LS,144
201502,TU,23768
201502,GG,1369
201611,KN,11381
201702,HK,8268
201603,EZ,8149
201706,KV,1545
201511,SP,27233
201511,HK,8112
201511,CS,3698
201701,HO,3435
201503,UZ,3971
201606,IZ,60424
201605,BF,6329
201609,RO,9462
201704,UV,1097
201704,JE,5028
201510,BX,6640
201604,WI,981
201502,FM,188
201511,JQ,2
201508,GA,4366
201611,AL,3988
201706,BP,741
201509,LH,4271
201503,AR,10805
201510,CI,8115
201606,CF,4062
201605,TS,6848
201709,PL,10012
201709,HU,5424
201704,GA,4403
201602,GL,1121
201610,UZ,3570
201505,RQ,1883
201503,BN,2389
201506,MZ,3476
201703,YI,123
201702,KT,93
201705,CN,149
201607,MH,119
201507,GM,83565
201607,GM,82254
201702,EG,34323
201512,NL,17414
201512,GA,4223
201611,PK,120283
201503,BG,31806
201603,ID,32341
201706,CO,9027
201511,FI,5078
201509,ZI,23427
201510,PC,80
201611,GA,5285
201606,BX,9217
201612,IN,235271
201609,ZA,7900
201602,PL,15239
201709,SN,10434
201704,GI,4018
201705,PA,1001
201709,DJ,1297
201703,SP,29064
201707,CH,153130
201601,SZ,36711
201609,LU,2992
201507,TN,1051
201602,TD,6020
201610,SO,18749
201502,WZ,725
201505,BF,5471
201504,SL,4596
201507,AY,798
201506,BK,2915
201602,NE,33
201504,TL,38
201704,TP,202
201512,NE,45
201502,BE,4791
201701,SG,10733
201701,TI,2488
201701,EG,31851
201603,TU,126465
201511,IN,208375
201611,AU,12225
201708,KU,6005
201708,BN,2144
201603,CT,2881
201603,NO,10828
201603,LE,22016
201511,VE,9010
201511,SW,17084
201511,BU,9034
201503,JO,17648
201705,OD,7399
201705,GV,2053
201702,GG,3094
201606,MT,5830
201605,NL,19561
201612,KZ,8301
201602,YM,13665
201709,IZ,30680
201612,NU,1825
201512,BD,1837
201706,RQ,3231
201510,BD,2243
201510,MP,1169
201602,GJ,1144
201709,FG,32
201702,FJ,5977
201703,BK,1759
201703,BO,10923
201609,AF,54476
201709,GT,3108
201602,SL,4186
201504,NI,138890
201610,BD,2142
201505,PP,2077
201505,DJ,3766
201709,MA,919
201612,VI,287
201709,OC,368
201507,MR,831
201505,RB,3565
201702,AN,44
201704,EK,509
201708,TL,34
201508,NF,15
201507,UK,273022
201508,TT,1062
201611,CA,154575
201708,BK,625
201603,EI,52291
201707,OS,2116
201506,IN,206140
201510,AY,665
201604,NI,138658
201612,OS,3534
201709,AV,1518
201605,BD,2106
201607,FI,5065
201607,HA,4228
201604,OC,584
201610,RQ,2542
201609,EN,3058
201704,FP,403
201504,OD,5299
201610,KG,4396
201608,FO,187
201706,TH,18179
201605,SZ,24634
201602,BE,23343
201704,BR,15615
201604,DJ,3511
201510,CN,129
201511,GK,887
201709,AA,186
201511,MH,151
201509,TV,442
201506,BM,11664
201705,PC,47
201607,KR,287
201704,MB,114
201603,NF,18
201704,PF,10
201601,TP,11
201508,RB,4286
201502,LA,771
201701,LY,14375
201608,GA,3115
201602,PE,6585
201707,QA,42216
201708,ES,2489
201603,MY,43870
201603,MU,5499
201511,JA,52631
201701,MR,1978
201709,FJ,4424
201609,GJ,1069
201612,PM,5644
201602,BK,1847
201708,BB,2992
201606,WZ,1756
201509,ZA,9936
201610,IZ,90316
201611,TS,3894
201611,GP,61
201610,VQ,594
201706,BM,8231
201509,BB,2355
201510,BG,29227
201612,BX,5115
201605,TL,63
201705,AY,799
201610,NP,12457
201601,PP,2117
201603,CV,317
201609,PU,353
201605,TV,379
201612,BH,3242
201508,GL,883
201708,MI,5664
201509,NF,35
201609,KT,55
201505,IV,1932
201505,IO,32
201609,SB,2
201611,KE,34418
201603,BK,4164
201603,OC,526
201705,CF,3679
201507,PP,2515
201511,RB,4844
201509,SU,17307
201503,EC,3539
201601,WZ,1155
201510,ZI,23167
201606,JA,52124
201605,ET,10573
201612,SW,13145
201602,KV,2179
201603,GL,915
201505,AS,141180
201510,MI,4865
201702,PC,36
201705,BH,5640
201601,BX,5610
201504,PK,120374
201702,BH,3405
201701,CM,4826
201606,TX,1991
201605,AE,19662
201612,VM,25263
201705,MU,3820
201504,ER,2169
201608,UY,1491
201611,ST,1011
201506,KT,128
201503,LU,2817
201502,PG,22
201606,AA,438
201611,RN,87
201502,BD,600
201502,TN,483
201608,CA,135609
201702,GQ,2911
201703,TW,12444
201703,NL,40578
201703,GZ,1964
201507,ET,20004
201511,AS,156056
201512,LI,6068
201512,IV,1743
201611,YM,13184
201611,BN,2905
201611,DR,1985
201708,KZ,5595
201708,HO,2164
201708,IV,1035
201707,BX,3703
201612,FR,72609
201510,RI,6279
201611,RO,8392
201602,GA,3957
201605,GH,27142
201609,CT,2087
201609,VT,1999
201607,WZ,1643
201504,YM,69095
201706,GL,773
201509,OS,3999
201612,MV,1513
201606,CY,5338
201610,PA,880
201505,PM,3185
201504,LA,2586
201506,GQ,2809
201603,VC,478
201707,MA,747
201511,TX,6116
201606,RO,9540
201709,PE,4394
201512,AJ,13724
201604,BK,1696
201609,MC,821
201505,BA,6929
201605,UV,1501
201707,PU,330
201705,NF,10
201505,MZ,3862
201506,BN,2581
201609,MR,609
201506,UY,1211
201609,AC,1620
201707,AV,237
201606,FO,98
201510,MH,74
201609,PC,62
201611,MB,96
201504,TK,15
201502,NR,270
201608,SN,24248
201512,BU,8414
201512,KR,765
201708,NL,15373
201603,SP,27771
201603,JA,51411
201707,GM,87585
201706,ZI,18182
201510,BR,14203
201511,KE,37917
201509,IN,220752
201612,GA,13335
201605,WZ,1595
201609,ET,12357
201504,WE,6422
201708,FP,195
201606,PA,1597
201708,EC,2020
201504,GV,2572
201502,PO,1965
201506,CI,5497
201602,TZ,11270
201603,BT,1801
201601,FJ,5326
201704,CF,3282
201604,ER,1430
201507,SC,314
201507,PU,350
201509,AV,256
201509,FO,113
201602,PC,49
201506,GB,591
201704,FG,251
201506,IM,61
201612,JN,1
201602,AS,151147
201608,SA,43037
201608,GV,1584
201703,BL,2303
201707,BT,4580
201612,IS,126887
201503,OD,7133
201605,US,2041741
201705,ID,32723
201511,UZ,5880
201602,TI,3660
201704,IN,236523
201705,AJ,10475
201601,CY,6820
201503,SI,1210
201511,RM,520
201610,EK,1394
201506,WI,409
201502,NH,85
201706,NZ,26269
201509,RI,13065
201510,TW,10853
201605,GR,34025
201709,MV,1260
201604,NO,12709
201607,GG,3815
201702,UV,1052
201604,CM,5891
201612,AJ,13603
201708,UZ,3231
201504,UV,1420
201505,AO,4347
201505,GR,28596
201602,NS,232
201708,BT,3830
201607,NE,67
201509,SH,62
201508,BV,2
201608,RQ,3521
201703,NU,2002
201703,JO,19471
201702,GT,3394
201503,GM,81015
201603,TI,3588
201707,IZ,46369
201511,AU,18983
201512,ES,2678
201705,CY,5803
201612,GZ,1376
201509,TW,12144
201610,VM,32540
201601,HU,7556
201601,NU,2137
201610,AY,991
201503,EZ,7652
201509,DO,1741
201608,FP,141
201512,UY,1081
201601,GB,756
201506,IZ,63378
201507,FI,6329
201703,DR,2447
201703,SL,5558
201605,NP,17188
201703,TX,2312
201603,DR,2983
201706,MP,1601
201706,DJ,2332
201703,LG,2748
201612,KT,74
201602,MR,906
201505,KZ,5321
201705,SE,646
201604,MG,1969
201504,CV,188
201505,DO,364
201504,CR,1
201707,PC,47
201708,SB,9
201507,CG,1289
201508,BB,2331
201502,RM,171
201502,IC,659
201701,LT,1268
201512,SF,50654
201707,EK,430
201702,BC,3939
201705,KN,46507
201606,DR,2499
201703,HO,3332
201610,KE,37053
201609,RS,151241
201706,KG,3395
201510,MA,1061
201610,MX,41167
201601,AE,21874
201602,GI,745
201509,RP,58830
201503,KZ,6415
201612,UZ,4512
201709,KN,60608
201704,SI,990
201605,LI,7841
201601,TU,85346
201604,DA,8802
201708,BY,1963
201606,LG,2693
201608,LT,1291
201604,LT,1242
201610,AJ,15079
201505,ET,12150
201609,BP,853
201506,LY,18622
201703,EK,527
201505,GZ,2092
201607,MP,1393
201504,CG,1433
201512,TL,42
201706,MB,124
201605,VC,531
201610,SM,97
201502,SH,13
201506,DQ,8
201701,DA,8410
201701,MT,9047
201702,UK,290755
201702,MT,8745
201703,PK,103046
201512,IT,37793
201611,FI,5238
201603,PO,5214
201707,RB,3088
201511,BX,9404
201511,JO,20372
201703,CM,4328
201509,GY,6464
201503,PM,4533
201610,RP,88775
201510,EZ,8480
201510,WS,1572
201604,AF,56132
201605,BO,8763
201612,DJ,1659
201709,BO,7347
201704,ML,2638
201510,RE,402
201610,FM,302
201612,PS,195
201504,IC,2865
201505,GT,3653
201504,GB,597
201702,ES,2917
201706,NL,16470
201703,TT,665
201609,NL,19670
201706,ST,726
201604,BB,2584
201605,DR,2440
201612,UY,1678
201605,SE,1029
201602,MD,2606
201704,GK,852
201605,FM,266
201509,PG,57
201605,FG,108
201705,SV,160
201510,PF,20
201507,JQ,2
201601,SB,12
201502,MR,288
201701,AY,1440
201608,RP,85577
201702,NG,3034
201507,PL,11617
201507,TD,7454
201512,HU,7803
201512,YI,199
201611,CB,9238
201611,GM,75750
201503,RP,75008
201607,GT,2358
201601,AS,120397
201503,AJ,10554
201612,YM,13435
201612,CS,1895
201601,IV,2648
201503,CY,5281
201507,OC,871
201508,OC,966
201506,RB,4234
201511,BK,2196
201505,LO,1599
201601,CD,3479
201704,BF,5148
201607,LE,13775
201509,MR,682
201705,BL,1400
201601,LG,2184
201608,LO,1813
201709,JQ,3
201709,IM,23
201505,CE,24383
201609,OC,427
201605,CQ,23
201612,MH,92
201608,NF,17
201605,SV,128
201609,FK,56
201606,IO,19
201708,NT,7
201510,WQ,8
201701,NZ,23128
201701,MN,622
201709,VQ,1823
201709,TD,3451
201605,ML,2740
201605,JA,75646
201605,SN,20392
201505,VT,2089
201702,ET,9093
201609,AE,16787
201608,KV,2138
201703,HU,9137
201704,SZ,15606
201503,IS,144395
201505,AG,5539
201512,IN,218645
201606,HK,9530
201606,OD,4891
201503,LE,20475
201611,CM,3753
201507,HA,7152
201706,GB,762
201510,GB,532
201601,GQ,3001
201511,VI,273
201504,HR,2889
201601,NS,237
201707,SC,171
201704,AE,16620
201603,NR,720
201606,CD,4697
201703,DJ,1838
201607,MY,38005
201602,TN,982
201503,CF,3521
201504,EC,3044
201504,BK,2261
201505,EN,3148
201503,CN,146
201502,SE,559
201502,NZ,10382
201610,US,2039450
201611,LH,3008
201603,CH,153110
201707,OD,5412
201509,IC,4319
201509,CD,4469
201505,SY,70382
201605,FJ,6489
201612,MA,1724
201707,GJ,1633
201705,OC,444
201604,GA,5448
201503,GT,3688
201511,KR,398
201608,SU,17165
201603,FI,5307
201706,ER,2453
201604,FM,606
201504,EI,39154
201708,SE,689
201607,UZ,2288
201707,DO,301
201505,CG,1054
201606,MD,2351
201701,TK,70
201608,PS,333
201608,AV,196
201606,FM,273
201607,SH,123
201508,PK,138992
201502,UK,84034
201502,RW,2312
201608,CH,163429
201602,UK,273216
201702,CD,3572
201703,ER,1372
201507,SZ,18902
201512,UG,18251
201512,PL,13806
201611,FR,83158
201702,UY,1160
201511,WE,11613
201611,LT,1507
201612,SF,54125
201609,JM,10744
201704,CY,6103
201706,AO,3786
201707,LG,2818
201704,UZ,3959
201601,GR,27361
201601,MI,6168
201610,ML,3812
201504,WA,5683
201511,TN,658
201507,VC,328
201511,CV,315
201502,LH,1502
201701,ES,2797
201509,BU,9107
201511,CT,8325
201705,FI,5117
201605,LY,20486
201610,LY,14707
201706,NS,287
201607,UG,23944
201704,AU,9146
201604,LA,3183
201708,AY,506
201705,ER,1331
201604,VQ,1008
201607,TX,2074
201607,IO,81
201506,DJ,1605
201506,MJ,603
201504,MJ,445
201709,FP,156
201610,NF,34
201702,PF,59
201508,IV,2112
201608,UP,30959
201702,GJ,917
201611,GR,27334
201708,RP,73629
201707,GA,3988
201706,EI,47263
201602,CU,33950
201703,BN,2749
201705,BO,7020
201606,ID,31208
201606,AJ,13463
201606,NP,14661
201605,SA,41086
201609,BA,7059
201612,MT,8285
201604,SA,64860
201602,KU,7543
201504,IZ,60639
201704,UY,1900
201505,NL,19046
201511,FK,39
201508,AV,261
201701,AQ,164
201610,,149137
201606,MN,1179
201607,SN,20284
201607,RE,512
201708,NH,693
201707,AA,194
201510,MB,113
201512,BK,1557
201609,PS,313
201503,CJ,1387
201504,BH,3365
201506,CT,1305
201507,GB,637
201510,NE,174
201709,RB,2044
201708,SC,145
201507,NC,125
201506,PS,530
201509,SM,167
201608,SV,150
201508,SU,28715
201508,TS,4951
201508,AY,589
201701,SU,16881
201703,FR,88391
201703,ET,10183
201506,GT,3437
201512,CH,149506
201611,CO,11174
201708,BM,11273
201708,UG,14664
201603,FJ,7202
201603,GY,5952
201706,HQ,14
201510,IZ,58401
201510,AF,80538
201511,NL,20155
201511,MO,8219
201512,BL,1900
201512,CO,9805
201705,JE,5781
201705,DJ,1532
201510,NZ,30266
201610,LE,13825
201609,OD,8332
201509,CY,6291
201705,SW,15745
201607,BP,1334
