MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201512,18,BM,179
201610,18,GV,14
201604,18,GI,2
201508,18,WI,4
201510,19,MC,10
201510,18,GG,32
201704,19,AQ,7
201610,20,ER,2
201510,18,BT,9
201705,20,HK,1
201509,18,DR,4
201603,20,TH,3
201603,01,TV,17
201605,02,KQ,1
201708,03,GP,9
201612,01,KT,12
201506,20,MD,2
201605,03,TL,5
201704,01,MF,1
201508,02,SM,6
201612,01,FO,6
201509,20,NO,8
201503,19,MD,32
201509,20,OS,4
201602,20,WE,4
201503,01,TK,1
201604,01,PF,5
201504,20,YI,1
201611,20,HR,4
201610,20,EZ,2
201601,18,PS,2
201601,19,FO,1
201705,02,GH,3075
201701,03,YM,960
201701,02,KE,3068
201701,02,IR,4913
201510,01,CB,1180
201510,03,VM,2716
201709,03,IC,240
201709,02,NP,495
201709,03,IS,4268
201601,03,EI,2972
201605,01,SW,2489
201508,01,CB,1295
201508,03,RP,4227
201505,01,QA,1497
201706,03,GM,5633
201702,01,IC,365
201707,01,BT,589
201609,01,CO,1620
201507,03,GR,8631
201604,03,BU,1118
201607,01,AS,26540
201704,03,PM,344
201706,01,BO,965
201602,03,SA,6820
201603,01,CA,20907
201511,03,CH,15876
201511,01,GA,750
201705,03,KN,2909
201709,03,SN,928
201510,01,BM,1583
201702,02,VE,719
201703,03,GI,152
201703,01,WE,1008
201706,02,HU,346
201512,02,GR,1919
201708,01,UP,2715
201604,03,AJ,3730
201604,02,BO,658
201607,02,MI,671
201607,03,BR,1250
201606,01,TW,1762
201606,03,EG,1998
201509,01,NI,23141
201603,02,LT,139
201705,01,AL,477
201601,03,LE,1031
201607,03,NO,832
201709,02,ET,338
201502,01,AS,9591
201508,02,MO,421
201610,02,ZI,1955
201703,03,CE,1510
201611,02,ES,154
201601,01,RW,814
201701,01,RI,528
201601,01,GY,1103
201607,03,MI,469
201606,02,UG,1424
201702,02,HA,318
201709,02,WA,250
201505,01,MR,121
201609,01,MG,147
201609,02,PM,411
201512,03,MN,84
201502,02,AM,325
201504,02,IC,138
201609,02,ST,106
201606,01,GZ,167
201701,02,UY,51
201706,02,VQ,75
201609,01,GJ,143
201504,02,KV,97
201512,01,MC,113
201505,01,CS,276
201605,02,MP,113
201604,03,MK,405
201605,01,GK,173
201704,03,ER,77
201608,02,GK,65
201512,01,DO,105
201506,03,,9529
201606,02,RP,5359
201601,02,SY,6824
201511,03,CS,218
201510,02,AL,298
201605,03,BN,181
201701,02,BU,348
201606,01,BP,156
201602,02,MJ,48
201607,02,MH,11
201602,01,DJ,303
201611,01,MJ,147
201703,01,MG,125
201703,03,BM,569
201611,01,TO,67
201508,01,TX,377
201601,02,AM,529
201603,01,VI,54
201604,03,MH,36
201509,01,VQ,65
201703,03,FG,31
201603,02,SC,31
201508,01,AQ,36
201511,03,VQ,18
201703,03,NG,211
201504,03,MR,44
201509,02,MG,122
201504,01,IM,6
201504,03,RM,39
201604,01,DO,44
201610,01,FO,11
201502,03,KG,91
201512,03,OC,14
201602,03,CN,14
201507,03,AN,3
201511,03,GP,11
201503,01,CW,107
201701,01,PS,23
201611,01,RN,12
201504,02,MB,4
201607,01,FG,5
201704,03,FP,42
201612,03,RE,18
201508,19,MN,56
201701,19,JO,994
201701,18,SF,877
201702,19,TS,789
201701,19,SN,405
201703,18,IN,5922
201703,19,KZ,166
201702,19,BG,2367
201509,19,SW,570
201503,18,AF,1794
201705,19,JE,352
201612,19,SO,2540
201612,19,CI,339
201701,19,EZ,211
201512,19,CF,248
201605,19,AQ,19
201607,19,NZ,1045
201608,19,UP,3611
201612,18,CE,256
201701,19,SW,487
201610,18,MR,36
201602,19,CO,718
201605,18,CT,85
201601,18,PM,22
201505,19,NI,6666
201705,19,AL,134
201705,19,FI,205
201504,19,JE,372
201504,19,SF,5947
201704,19,ID,1262
201507,18,PL,140
201602,18,CU,173
201509,18,SU,379
201508,20,WE,10
201508,18,EC,160
201611,19,CT,431
201606,18,HK,143
201503,19,AN,27
201702,19,CD,255
201508,19,GL,31
201704,18,GT,58
201504,19,HK,216
201709,20,KN,25
201604,19,SG,112
201506,18,LY,590
201505,18,IR,962
201702,18,BK,16
201705,19,AA,19
201702,20,TU,39
201506,19,NP,558
201705,19,MG,64
201604,18,BD,7
201706,19,LG,66
201509,19,HR,1351
201504,19,US,103493
201602,18,SN,92
201605,19,EZ,222
201609,20,MX,8
201606,20,LH,5
201704,18,OD,181
201707,19,MA,29
201703,19,GV,64
201602,19,GL,13
201707,19,AO,84
201703,19,BT,16
201512,18,VC,6
201605,20,ID,17
201703,20,KE,15
201704,18,LI,42
201505,19,HA,153
201510,19,TT,21
201611,03,TL,5
201507,20,NI,54
201605,19,RM,26
201505,18,CB,132
201608,18,BK,22
201704,19,SH,7
201607,18,GI,8
201607,20,ZI,13
201509,18,KR,5
201507,19,GK,30
201707,20,MY,1
201601,19,MU,93
201612,20,WA,4
201702,20,CD,1
201505,19,GK,22
201601,20,BU,2
201504,03,IP,2
201701,20,SF,22
201605,18,SI,4
201509,20,SP,9
201503,18,MC,1
201510,18,PS,4
201510,20,GV,4
201512,18,GV,17
201612,03,SC,5
201702,18,SV,2
201612,19,CV,1
201503,01,WQ,1
201507,02,TP,1
201505,18,BT,3
201504,20,MU,2
201601,20,TZ,1
201602,20,GG,5
201504,20,ZA,1
201703,18,CN,1
201610,20,MO,1
201705,20,IC,1
201607,01,NZ,4075
201608,01,BF,897
201602,03,RW,582
201602,01,MY,5764
201703,03,UG,877
201703,01,UK,53521
201702,03,AR,518
201702,01,NG,422
201503,01,IZ,10688
201705,01,GY,817
201703,01,IZ,7811
201709,01,FR,6684
201709,01,CO,1383
201507,03,GH,1570
201609,01,BE,2623
201609,03,NI,7761
201611,01,GH,6591
201702,01,HK,1221
201605,01,SA,5029
201606,03,VM,2094
201708,02,IN,17260
201708,01,RO,760
201702,01,TH,2638
201707,01,CB,983
201608,01,NP,1960
201605,02,SP,1868
201604,01,BG,6725
201604,03,UP,1958
201510,01,EI,8298
201609,03,SU,913
201604,03,CB,547
201603,02,GR,3559
201505,01,KE,3845
201605,03,AV,9
201709,01,ZI,2048
201706,03,IN,18230
201706,03,IS,6062
201606,03,TH,2437
201504,02,UK,15750
201704,01,EC,573
201706,01,PM,1144
201612,03,UK,18418
201701,02,CF,228
201608,03,PM,441
201507,03,PA,880
201503,01,GA,601
201607,01,ML,464
201708,02,GG,154
201511,01,UG,3033
201703,01,DR,321
201610,03,LY,689
201506,03,TZ,722
201503,02,CO,454
201701,03,RQ,190
201604,03,ET,956
201709,03,ZI,628
201506,02,NP,1315
201701,02,MV,113
201709,01,TZ,886
201709,01,GY,527
201612,03,RQ,159
201703,03,GP,5
201505,02,KV,156
201702,02,RW,457
201610,02,PL,1079
201703,03,NE,9
201509,02,GZ,136
201502,03,NI,2277
201502,01,BX,192
201705,01,BD,330
201701,01,SL,489
201612,02,MU,226
201611,02,CQ,5
201608,03,GT,156
201703,02,KG,231
201705,03,VC,35
201706,01,GK,157
201603,02,FP,35
201512,01,HR,415
201505,02,NR,69
201702,02,OS,138
201601,02,LY,1373
201610,02,TW,955
201612,02,CA,10441
201706,02,MP,119
201612,03,BN,209
201701,02,SN,1295
201604,03,CI,447
201704,03,BF,360
201508,01,TN,119
201709,01,BP,71
201505,03,MO,528
201706,02,OC,19
201610,02,MC,93
201703,01,NS,55
201709,01,RM,56
201508,02,BN,164
201611,02,RN,7
201505,01,SV,10
201508,01,PC,7
201506,01,GV,265
201505,02,OC,23
201602,02,TO,27
201504,03,SV,2
201505,02,FM,23
201508,03,SC,19
201506,03,RM,10
201510,03,PA,34
201506,03,PU,38
201505,03,KR,9
201703,02,VC,20
201508,19,BY,1194
201508,18,NP,366
201508,19,AO,79
201701,19,US,118920
201608,18,IT,443
201702,19,WE,820
201512,18,CE,480
201512,19,PL,605
201706,19,CA,6617
201506,19,TS,4915
201705,18,GM,966
201602,19,ET,616
201607,18,OD,354
201612,19,RB,233
201602,18,FJ,96
201706,20,SU,27
201609,19,KU,247
201704,18,CE,248
201503,18,NO,106
201612,19,SA,2779
201602,19,CS,76
201707,20,IZ,37
201707,19,BU,213
201509,19,BY,617
201509,19,AG,193
201511,19,SU,1091
201511,19,LT,86
201611,18,BO,42
201509,18,MY,419
201506,19,PK,10576
201605,19,UV,106
201612,19,NP,462
201611,19,HU,365
201505,19,EI,2334
201606,19,PO,207
201506,18,CE,415
201706,19,LI,139
201706,19,DR,52
201508,18,KU,163
201507,18,NP,228
201506,19,KN,577
201707,18,MI,51
201605,19,DJ,110
201504,18,NH,10
201506,19,,8826
201612,18,DA,75
201609,19,AG,275
201609,18,CS,8
201608,19,RM,20
201707,19,YI,2
201606,20,VE,5
201706,18,CG,71
201702,20,EI,2
201511,18,UG,320
201509,19,MU,122
201504,18,ZA,57
201503,18,IC,17
201503,18,MZ,62
201605,19,FP,7
201607,19,BL,114
201505,19,AN,10
201612,19,MN,30
201703,18,UZ,51
201602,19,TP,5
201602,20,BM,7
201504,19,RM,47
201605,20,PE,11
201701,20,KS,12
201503,18,SB,4
201507,18,EK,6
201612,20,DA,7
201709,19,GI,15
201508,20,BE,4
201502,19,AO,26
201708,19,TN,30
201705,20,GZ,1
201709,20,KS,2
201705,20,TZ,1
201709,01,PU,12
201705,03,YI,2
201705,03,FO,3
201606,02,GP,5
201607,03,SV,3
201601,03,AN,2
201505,03,NE,3
201703,18,GL,4
201608,18,PC,3
201601,20,JO,8
201707,20,ES,5
201502,20,JO,1
201611,18,FP,1
201606,20,SN,1
201702,02,AS,12722
201707,03,MX,1967
201708,01,CU,1323
201709,03,CA,6767
201709,01,JO,874
201604,02,NI,11047
201604,03,LY,1331
201701,03,CE,1198
201701,03,BR,1464
201509,03,US,155218
201509,03,ID,2440
201510,01,KE,3740
201511,02,NL,1275
201601,03,CI,565
201601,02,VM,1750
201512,02,NI,12148
201703,01,OS,380
201706,01,KS,3342
201702,01,EN,526
201709,01,CB,1056
201708,03,GG,331
201508,03,RB,252
201508,02,NL,1137
201510,01,ES,370
201603,03,UG,886
201708,03,JO,1285
201612,03,SY,9360
201604,02,RB,243
201606,02,CB,744
201506,03,IZ,2951
201604,02,AL,301
201702,03,YM,902
201707,02,RM,62
201508,03,IZ,2607
201508,01,RW,1160
201509,01,SW,2207
201704,02,MV,149
201603,01,YM,2428
201606,01,ER,723
201706,02,PE,416
201510,01,PE,1351
201612,02,NP,870
201604,01,RB,608
201704,01,UG,2596
201603,01,CM,602
201510,01,JM,2094
201608,01,CU,1593
201509,03,QA,1135
201606,01,LI,1274
201604,03,TW,1003
201502,01,AE,777
201512,03,IS,5358
201609,03,WZ,94
201704,03,AL,373
201508,03,AM,515
201511,03,GZ,61
201612,02,EN,271
201507,02,WE,343
201504,03,VC,32
201706,03,CF,166
201505,03,PM,281
201507,03,OS,214
201706,03,WS,177
201604,03,WZ,112
201609,02,AY,46
201508,01,RE,347
201606,02,GK,71
201704,03,SE,95
201503,01,PA,147
201503,02,WZ,176
201608,03,CD,240
201602,01,PG,46
201707,03,HR,292
201709,01,UY,99
201705,01,PP,526
201510,02,BM,622
201605,01,DR,296
201507,01,DR,445
201709,02,NH,40
201604,03,GP,4
201607,02,BT,102
201602,03,CF,262
201510,03,BL,197
201604,01,KR,46
201504,01,WS,313
201506,03,SL,233
201607,03,EK,46
201502,02,UV,20
201511,03,BP,32
201509,02,AA,25
201601,02,UZ,95
201507,01,PF,2
201603,02,MF,5
201609,03,AQ,19
201503,01,EK,47
201705,03,GP,8
201508,01,PS,22
201507,02,MH,16
201504,03,TN,35
201706,19,MX,2536
201607,19,ZI,1225
201702,19,TI,104
201507,19,IZ,11096
201703,18,LE,314
201608,19,CS,85
201607,19,HO,419
201703,20,IZ,64
201508,19,RS,5786
201511,19,SA,2891
201704,19,EI,1574
201510,19,JO,1260
201706,18,AG,62
201603,19,MK,1211
201507,18,RB,144
201605,18,AS,2674
201503,18,VM,220
201503,18,SZ,343
201602,19,BU,384
201602,19,RO,191
201507,18,SY,2611
201609,19,BR,1091
201512,19,GR,1486
201503,20,CH,21
201609,18,WZ,38
201506,20,TX,41
201706,18,HR,28
201707,19,CD,223
201509,19,BB,33
201704,19,HA,124
201508,19,IC,163
201504,19,AL,132
201601,20,KE,47
201708,20,LY,20
201602,19,MU,60
201611,19,VQ,33
201502,20,AJ,96
201505,19,BR,582
201505,19,HO,172
201609,18,BD,8
201606,18,HO,84
201706,18,VE,278
201707,18,DJ,36
201706,19,MD,25
201709,20,MX,4
201611,18,GQ,46
201612,20,RP,36
201611,20,TU,15
201709,18,GI,4
201609,18,BA,75
201504,20,RB,49
201507,18,PA,59
201505,18,KU,59
201503,20,RB,55
201709,19,MV,37
201608,20,UG,27
201704,19,UV,73
201508,19,PO,259
201603,20,US,418
201601,18,DA,175
201706,19,PP,97
201503,19,ER,91
201709,19,HR,66
201611,18,CD,65
201603,18,EC,27
201602,18,BP,4
201703,20,CA,16
201703,18,DJ,32
201503,19,PA,99
201706,18,BP,6
201703,18,NR,9
201701,18,ER,47
201709,20,CY,3
201506,19,EN,200
201510,18,GK,14
201601,18,MD,77
201709,18,OS,11
201503,18,ZA,83
201603,20,IR,9
201502,18,NU,20
201705,18,PA,27
201704,18,DO,2
201608,20,ZA,7
201505,18,MD,18
201709,18,AV,6
201601,20,CM,2
201603,19,NC,8
201510,19,WQ,1
201601,20,EI,10
201708,02,CV,4
201512,02,TL,4
201609,02,NF,6
201505,03,EK,19
201611,02,MF,4
201602,02,FO,3
201506,02,SV,11
201503,01,FK,2
201605,20,NZ,3
201605,18,GL,14
201507,18,MD,6
201509,19,SV,6
201707,03,HQ,1
201612,18,BP,4
201706,19,AA,1
201609,18,MD,10
201702,20,UG,5
201503,20,SW,1
201603,20,MD,1
201507,20,BO,3
201509,19,NE,3
201507,20,CB,1
201705,01,NO,1393
201609,02,AF,2883
201708,01,IS,10722
201708,02,FR,3647
201709,03,JE,261
201709,03,RS,6674
201603,01,US,306379
201604,01,NO,1770
201701,03,CA,11621
201505,01,NI,20082
201709,01,AC,506
201605,03,AU,1521
201604,01,WE,886
201602,02,JA,2986
201509,01,PP,462
201607,01,AE,2077
201611,01,SZ,2794
201601,02,TU,4538
201705,02,SN,948
201705,02,HU,586
201603,01,AS,26652
201505,01,IR,9347
201605,02,GZ,117
201605,01,PE,1023
201606,03,MH,13
201704,02,US,141732
201502,01,AF,2696
201503,02,RP,7316
201603,01,SZ,4247
201511,02,IR,3637
201708,03,ZI,1271
201704,03,AS,10370
201601,01,LI,1179
201512,03,NO,737
201507,03,KE,4569
201610,01,CB,1463
201606,02,CS,165
201604,01,YM,1893
201602,01,KE,3888
201612,01,AU,1854
201702,03,WZ,98
201508,01,NO,1250
201609,01,GA,519
201706,02,LG,140
201607,02,KU,377
201611,01,MH,28
201605,02,LT,157
201609,03,YM,518
201701,03,TZ,675
201608,01,NO,2007
201610,01,RM,151
201502,01,RP,3622
201506,03,GH,1522
201512,01,UG,2479
201508,02,WA,465
201703,03,CS,308
201702,03,GZ,55
201601,03,KN,2234
201612,03,EZ,475
201610,03,SU,1028
201605,03,CJ,125
201610,01,GK,158
201504,03,LU,317
201703,03,IV,130
201502,03,ZA,220
201504,03,EZ,606
201512,03,GG,273
201602,03,GL,308
201607,03,GZ,70
201602,01,KV,256
201606,03,MC,60
201511,02,AV,30
201612,03,WQ,5
201609,03,ER,96
201709,01,VC,47
201510,03,EC,359
201706,02,MJ,45
201512,03,FO,7
201505,02,KR,8
201707,03,BE,1468
201707,02,AE,913
201508,01,IR,14087
201704,01,TX,143
201607,03,AU,993
201509,01,IV,229
201510,02,BK,69
201512,02,BK,142
201708,01,SI,122
201609,02,IO,1
201502,01,BB,185
201608,02,EK,26
201608,03,FP,14
201612,01,PG,16
201510,01,CV,25
201509,01,NH,63
201507,01,TN,118
201601,02,SE,36
201506,03,CQ,10
201505,03,SE,127
201603,02,GP,6
201603,03,PF,10
201608,03,FK,3
201512,02,TT,22
201507,03,FM,21
201708,03,LS,23
201503,02,IO,3
201510,19,MV,159
201604,18,ID,954
201709,19,KE,1389
201709,19,AO,263
201607,19,SF,4819
201705,19,VM,1530
201703,19,KN,4537
201601,19,IC,156
201701,19,DA,316
201503,19,TH,967
201608,18,NR,116
201508,18,LE,501
201609,18,YM,407
201512,18,LY,425
201605,18,JO,236
201607,19,BD,46
201606,19,KS,1227
201509,20,IN,39
201705,19,UV,68
201504,19,HU,251
201507,18,BY,110
201507,18,ET,241
201608,18,KV,54
201502,18,ZI,112
201610,19,WS,78
201702,18,TS,146
201508,18,BM,138
201507,18,HU,59
201701,19,LO,44
201504,19,SI,29
201509,19,UZ,249
201601,18,GZ,197
201609,19,UV,63
201503,19,MT,218
201507,18,BO,25
201702,18,LI,59
201706,20,CT,8
201603,18,BX,15
201502,18,NP,70
201704,19,KU,278
201705,18,RQ,25
201610,19,UY,77
201611,19,AC,42
201610,19,AR,322
201604,19,BK,119
201601,19,ET,822
201508,18,GY,56
201508,18,YI,5
201602,19,NR,43
201706,18,AO,23
201702,19,TN,16
201702,20,PK,33
201509,19,EK,11
201504,18,SE,3
201606,18,CJ,6
201602,20,BK,11
201604,20,AL,2
201506,18,AJ,69
201508,19,MJ,23
201609,18,VE,95
201602,18,AA,1
201510,18,CV,1
201602,18,BC,36
201610,20,TH,23
201709,19,MK,55
201609,20,ZA,4
201511,20,RI,5
201602,18,PC,2
201608,20,VM,3
201704,03,PG,10
201510,03,NC,14
201603,01,RN,2
201604,01,CQ,6
201706,03,AN,4
201709,01,PG,2
201503,03,RN,2
201706,18,KR,5
201709,20,PE,2
201702,20,,11
201603,19,SB,2
201611,20,VE,2
201610,20,EI,3
201505,20,AU,3
201603,18,MH,1
201709,20,WA,2
201611,20,BY,2
201709,18,CW,1
201701,03,NI,8049
201702,02,RS,11585
201707,02,GM,4916
201705,01,OD,996
201609,02,US,151260
201609,02,IN,23777
201609,03,TZ,923
201708,01,US,258783
201610,03,HA,1580
201709,01,RP,7003
201709,02,MY,1776
201707,03,AF,1776
201707,01,CF,473
201504,01,LI,1303
201504,02,ID,5261
201606,03,MY,2275
201606,03,KV,126
201605,01,JM,1801
201610,02,MZ,190
201606,01,ET,1545
201511,02,IS,7061
201512,01,HK,1099
201703,02,SN,1364
201703,01,UG,2069
201706,02,TU,2715
201608,03,SA,3248
201701,01,TZ,1148
201508,03,TU,5157
201510,01,CE,3083
201704,03,GM,4795
201609,01,SU,2041
201611,02,MP,120
201706,01,AM,1513
201608,02,VM,2035
201606,01,AG,489
201702,02,CT,101
201604,02,GV,81
201706,02,SG,99
201706,02,UV,110
201611,01,AA,39
201503,03,QA,1139
201707,02,FM,14
201705,02,JO,817
201504,03,JO,1156
201610,02,GG,248
201603,02,MP,67
201502,01,BO,551
201502,02,GI,20
201502,02,RP,2803
201608,02,MC,41
201509,03,TW,1488
201709,03,GG,157
201704,03,TW,834
201512,01,UY,168
201610,01,MK,301
201505,02,BH,170
201612,01,MO,760
201705,01,WA,733
201510,03,ZA,634
201610,03,OS,210
201703,03,TD,395
201505,01,YM,3788
201507,03,JM,637
201610,03,SI,158
201503,01,SL,1360
201705,03,RE,33
201505,02,BC,309
201511,03,PM,370
201505,03,TO,20
201509,03,IV,137
201704,02,BD,84
201503,03,CI,454
201603,01,FM,49
201708,02,SI,42
201610,03,PU,21
201708,01,UY,132
201504,02,GQ,256
201509,01,WZ,366
201703,01,SV,12
201606,01,PF,3
201707,02,AN,3
201705,02,BH,298
201601,02,SZ,2382
201612,01,CF,711
201709,01,SO,1393
201709,03,AU,445
201609,01,CF,696
201609,02,SO,1072
201709,02,BB,194
201703,02,MJ,124
201506,02,IT,3255
201503,01,CE,3745
201512,02,BF,577
201704,01,PO,954
201601,02,CD,234
201509,01,CG,225
201510,02,MI,444
201706,01,RE,38
201502,03,LO,43
201606,02,CT,159
201512,03,HR,254
201610,02,AL,214
201602,01,NU,177
201610,02,TK,6
201503,01,SV,98
201602,02,TX,102
201503,02,MG,94
201507,01,TT,47
201505,03,SL,286
201601,03,BP,50
201502,01,NE,1
201511,02,BP,37
201504,02,PG,19
201709,01,NC,20
201509,03,TT,49
201603,03,TP,14
201604,03,TO,36
201508,19,US,131413
201509,19,FR,3908
201708,19,PK,8224
201708,18,CH,1127
201709,19,RP,4503
201709,19,ET,401
201706,19,VM,1070
201706,19,LE,1274
201607,19,SA,4016
201608,19,AE,876
201703,18,IZ,1541
201506,19,OS,163
201507,18,MO,80
201703,19,BL,86
201703,18,CH,1224
201701,19,NG,268
201701,18,RS,1889
201503,19,IR,6266
201607,19,ID,1557
201604,19,WE,1067
201503,19,BE,928
201503,19,LY,4333
201705,19,SO,2918
201605,19,SP,2043
201609,19,CU,631
201611,19,JO,1251
201704,19,BR,821
201511,19,EI,1812
201508,18,SF,1452
201707,18,EG,806
201702,19,SU,1075
201506,18,FJ,37
201606,20,IN,179
201601,18,YM,1021
201610,19,EZ,160
201609,18,CU,140
201609,18,AE,165
201608,20,FR,71
201603,18,MX,785
201709,19,VT,19
201708,19,GY,254
201611,19,MO,365
201504,20,FR,80
201609,20,NP,2
201610,18,LI,105
201601,19,HA,345
201603,18,UY,73
201706,20,BG,6
201706,18,MD,9
201505,19,MN,50
201610,18,AM,53
201703,18,JE,82
201507,18,HR,166
201612,18,PO,84
201609,18,OD,117
201510,18,FJ,76
201608,19,DJ,113
201608,19,SG,65
201505,18,,3980
201706,19,AR,275
201511,19,BA,181
201510,19,TZ,313
201612,18,ET,92
201610,18,FI,70
201505,18,BB,9
201709,18,IV,16
201701,18,ZA,62
201608,18,IV,28
201609,18,BO,36
201511,20,SP,7
201708,19,GV,44
201510,18,KV,36
201510,20,NO,13
201605,18,GQ,28
201707,19,TT,27
201502,20,LH,3
201509,18,BK,20
201704,20,KZ,2
201706,18,IC,25
201508,20,AF,12
201507,19,RM,8
201603,19,PA,34
201601,18,DR,21
201601,20,RI,2
201608,18,MA,5
201601,20,SZ,11
201502,18,CN,1
201602,18,BX,8
201512,19,KT,5
201505,20,QA,1
201610,02,MB,8
201706,01,CR,13
201612,03,FK,1
201506,02,NC,8
201510,03,FO,12
201708,20,SW,4
201702,20,LY,3
201610,20,HK,2
201601,18,NU,23
201601,18,VQ,4
201603,19,TV,2
201512,18,MC,3
201612,03,RN,7
201508,02,IO,1
201708,20,GQ,3
201605,19,TK,2
201610,18,LU,1
201605,19,AN,1
201609,19,SH,1
201703,18,EK,2
201506,19,CW,5
201706,20,JE,2
201504,20,BO,2
201506,20,LH,1
201508,20,CY,1
201502,20,NO,2
201707,20,BY,2
201708,20,SG,1
201701,02,AS,11114
201701,03,RS,11458
201701,02,TW,1164
201509,02,QA,608
201705,01,AU,1288
201705,03,SP,2356
201703,01,KG,540
201509,03,AF,2406
201507,02,AU,848
201609,01,LE,1588
201611,03,RS,10211
201509,03,RP,4311
201605,01,AL,535
201606,01,PK,14309
201708,02,BF,482
201605,02,SO,971
201707,01,BY,346
201702,02,VM,1806
201606,02,FR,6174
201705,01,MJ,146
201601,01,AV,34
201604,01,CA,22297
201510,01,NZ,4782
201510,01,IS,17593
201603,02,SO,818
201603,01,GQ,388
201610,02,IN,20263
201610,03,KE,2448
201706,03,IT,2644
201706,01,VM,2689
201607,01,MR,207
201703,02,FI,453
201707,02,SU,800
201508,02,SP,1936
201708,01,TO,112
201704,02,IR,2993
201707,01,HK,1480
201707,01,MK,252
201504,02,CI,488
201611,01,RO,1038
201512,01,UZ,324
201506,01,LU,596
201506,03,PL,1362
201702,02,MP,112
201602,01,AR,1136
201708,01,CS,318
201611,03,SO,743
201706,01,SI,172
201703,02,MT,762
201603,03,SZ,2326
201503,01,FJ,924
201610,03,KZ,524
201611,02,BC,309
201612,03,SN,1782
201604,01,IC,1098
201608,02,EG,1886
201609,02,MG,100
201709,03,UG,616
201603,02,GJ,80
201512,01,MZ,326
201604,01,GI,148
201612,03,ZA,493
201505,01,MV,356
201605,03,VT,174
201510,03,WE,625
201705,03,ML,266
201705,01,EK,95
201611,02,VQ,61
201610,03,GL,128
201607,02,TI,104
201610,03,EZ,434
201707,03,ER,80
201502,03,BH,67
201601,03,CO,667
201609,01,AO,514
201612,01,MA,188
201706,03,VQ,47
201701,01,WZ,253
201504,02,GV,165
201705,01,NH,90
201508,02,BA,355
201503,01,MR,104
201601,02,LA,153
201609,02,RE,20
201508,01,MJ,44
201507,01,OC,158
201704,01,AQ,41
201611,01,LS,45
201607,01,ST,235
201610,02,GP,6
201510,03,PU,14
201702,01,AC,107
201509,01,BK,192
201612,01,CA,18298
201507,03,AO,345
201708,03,AJ,528
201704,02,MI,489
201609,02,EI,4674
201503,03,RW,428
201709,03,BF,375
201509,01,ES,493
201503,01,UY,295
201705,03,BX,267
201507,02,CT,103
201706,03,KU,630
201507,02,LG,177
201510,03,CT,266
201511,03,ES,171
201507,01,TO,61
201507,03,DJ,67
201504,03,GK,58
201510,03,BH,226
201507,02,BT,173
201504,03,BC,172
201602,02,BP,59
201707,02,NH,60
201502,03,TX,31
201608,01,LS,78
201604,02,CW,47
201510,03,GB,38
201508,01,FP,9
201701,03,NR,42
201505,01,LS,30
201705,01,MC,97
201510,02,TT,19
201608,03,IM,6
201612,01,NS,48
201505,02,DO,17
201506,02,LO,145
201611,01,GP,6
201504,01,SH,2
201612,03,SV,4
201507,19,LY,2249
201508,18,NG,75
201508,19,BM,731
201508,20,UZ,21
201608,19,PM,117
201507,19,CH,5449
201507,19,SP,1757
201512,19,CD,638
201611,19,IN,15294
201507,19,BO,236
201503,18,YM,1261
201705,18,IZ,1468
201511,18,IR,753
201605,18,ES,38
201602,19,NO,361
201612,18,MY,365
201703,18,BM,178
201512,18,PE,94
201706,19,JA,2424
201706,19,NS,9
201708,18,SA,414
201510,19,HK,275
201605,19,MN,54
201509,18,RS,977
201704,18,VM,331
201601,19,RE,99
201601,19,GH,799
201704,19,FJ,107
201708,19,CY,144
201708,19,ID,974
201511,18,TH,275
201611,19,LH,99
201708,19,GH,878
201705,18,AR,105
201511,18,IN,2952
201509,18,UP,389
201509,19,TS,341
201605,18,CO,201
201605,19,SW,733
201604,18,CY,38
201505,19,TS,927
201503,19,MV,127
201703,18,ML,80
201512,19,BP,12
201504,19,MI,206
201707,19,GB,21
201708,18,SZ,135
201706,19,GV,70
201708,19,GA,93
201708,18,AJ,85
201612,18,TH,245
201610,18,MU,35
201702,18,CM,91
201510,18,AL,114
201702,18,,4168
201602,19,BF,246
201610,19,CI,158
201604,18,TO,11
201510,18,UV,62
201705,18,CI,95
201703,19,TT,38
201709,18,VT,15
201604,19,AN,10
201704,18,ES,74
201606,18,GZ,126
201704,20,EI,6
201705,18,LH,22
201604,18,CJ,6
201604,18,AG,75
201609,20,ET,61
201709,19,CS,41
201503,19,GY,229
201701,19,CV,13
201504,19,GB,31
201608,19,SV,12
201611,20,CO,8
201504,20,CE,16
201508,19,NS,7
201604,18,RE,4
201511,19,PS,5
201709,19,BT,20
201512,18,MB,3
201507,18,DO,3
201502,19,LG,38
201703,20,FI,5
201512,18,VT,8
201503,19,TT,36
201702,19,GP,3
201509,18,MJ,4
201604,20,CG,5
201511,20,GT,2
201508,03,NF,3
201609,03,MH,6
201611,01,HQ,2
201709,01,NF,2
201609,20,SP,4
201508,02,LS,10
201609,20,LA,1
201707,20,RI,1
201602,19,RN,1
201604,19,PC,1
201610,20,PM,4
201507,18,GB,1
201505,19,RN,5
201505,18,FK,1
201705,02,CQ,1
201611,02,SH,1
201507,20,NG,1
201603,19,PF,1
201507,18,OC,2
201705,01,IN,30599
201602,03,VM,1969
201703,01,QA,1164
201703,02,MY,3322
201705,02,KZ,420
201702,03,AS,11529
201509,01,NL,2667
201503,03,TU,4066
201509,01,AJ,1810
