ActionGeo_CountryCode,MentionTimeDate,count
NS,201702,672
AQ,201708,597
MB,201509,225
KR,201705,999
AQ,201503,893
SM,201709,380
BB,201711,39
KU,201511,26696
SH,201601,23
SH,201602,68
HQ,201701,104
TS,201503,153414
JM,201506,31276
RW,201506,36948
EI,201507,153029
SL,201509,17105
TS,201510,19369
SN,201511,143992
JO,201511,122428
AY,201602,3081
FO,201603,228
UK,201607,1461598
NH,201607,2393
KR,201609,3433
RP,201610,328428
PM,201610,18093
CF,201610,16048
BF,201701,15798
BT,201701,4701
MX,201702,303961
MV,201706,5717
NU,201706,6278
FP,201706,721
NL,201707,39348
MX,201707,134263
US,201708,9056768
EK,201708,1644
LG,201709,4092
PU,201505,601
SM,201605,144
RE,201612,319
MH,201510,159
PF,201608,214
CG,201511,4850
SY,201612,944592
CJ,201704,1158
FK,201504,20
PG,201703,54
FK,201502,8
DR,201505,8794
MD,201505,8226
SG,201506,8471
BF,201507,25534
MK,201507,8265
CT,201509,21506
CD,201511,26052
NU,201511,6271
EN,201512,4812
GZ,201603,7731
HA,201606,20884
GZ,201606,3405
NR,201609,4725
NU,201609,5378
AU,201701,40450
NG,201702,8993
SE,201703,1436
LH,201703,6306
AS,201704,776307
HA,201704,32105
EN,201707,18356
BY,201707,12142
TH,201708,97635
MZ,201708,5867
GA,201708,9232
SP,201710,2583
LA,201502,1597
AV,201509,393
FG,201701,163
CW,201711,4
PU,201606,635
FG,201703,2457
RN,201509,160
BG,201510,136285
AO,201701,7956
BN,201701,6079
AO,201702,9285
ST,201705,1796
NF,201609,505
SH,201603,20
AL,201711,12
CV,201711,3
SB,201612,1
NZ,201502,47536
IT,201502,48746
TH,201502,37173
MO,201503,35193
GM,201505,293640
BX,201505,20729
ZI,201506,66532
BE,201506,118954
AN,201506,236
TW,201508,43373
RI,201508,32676
JE,201510,19561
LS,201510,845
LA,201512,6974
FM,201602,975
VQ,201602,1530
AQ,201602,5999
SZ,201603,108516
IC,201605,8638
AF,201607,348683
AU,201607,37599
WZ,201607,4163
HK,201607,36320
SL,201608,17026
PO,201609,19698
WE,201609,31692
ID,201610,107952
BY,201702,11994
IS,201705,636748
KU,201705,11238
MY,201706,92438
AL,201706,12099
WS,201707,3851
VI,201707,886
TO,201708,3301
EG,201709,72281
HU,201709,20082
SF,201710,2277
FG,201602,493
NZ,201710,1261
CV,201511,1134
FO,201705,130
PU,201607,803
JM,201711,68
TP,201506,60
PS,201612,449
,201610,1446797
ID,201612,182911
CE,201708,33560
GG,201710,8
HQ,201511,2
TT,201502,1748
VM,201505,108501
LU,201505,10194
IS,201506,449775
CM,201506,23200
AC,201506,2196
SO,201507,82737
IN,201508,1139904
AL,201509,9493
OC,201509,1418
WZ,201510,2900
SW,201511,90734
NP,201511,77907
WE,201512,36172
DJ,201601,13128
KT,201602,3565
AY,201603,2549
UK,201604,1231574
LH,201604,9730
TI,201604,6220
LH,201606,9038
TO,201606,2511
SG,201607,5299
AL,201607,21595
WA,201609,8879
CB,201609,39161
GK,201610,1685
TO,201611,1988
TW,201702,39302
FJ,201702,16296
MZ,201702,5820
LI,201703,21170
OS,201703,7630
EG,201706,99498
LG,201706,5449
RS,201708,426434
GZ,201707,7894
ET,201709,16880
FR,201710,3074
VQ,201510,942
CN,201511,318
NH,201511,3058
OS,201603,12981
TW,201606,49698
GA,201606,12203
AC,201607,2057
KE,201610,125627
SW,201703,46967
BF,201704,15540
PS,201508,423
WQ,201509,10
IM,201702,628
MV,201502,17649
WI,201503,1627
PC,201503,392
CI,201504,36858
TX,201505,8899
CI,201505,28845
UY,201507,3542
MT,201508,18428
CS,201508,7319
GP,201508,476
EC,201509,20226
VQ,201509,1846
AC,201510,3839
LU,201511,11857
CU,201512,96912
MO,201601,29142
SN,201605,82675
KN,201605,124829
TO,201605,2572
PU,201605,1181
QA,201606,64213
AV,201606,371
IS,201607,447316
UK,201608,1159256
CG,201607,5092
VI,201608,546
NZ,201609,96736
RQ,201701,20698
OC,201701,951
ER,201701,3843
KZ,201702,22491
OC,201702,922
OC,201705,2067
CB,201706,31481
PE,201706,18805
WE,201708,40212
SE,201708,1451
VM,201711,922
AE,201711,1118
PU,201506,786
VI,201607,493
AL,201510,11323
BT,201512,4783
EK,201605,1921
EC,201606,6956
PA,201607,3844
FM,201505,1178
PS,201502,66
LU,201502,1431
CJ,201502,1139
TU,201503,239198
VI,201503,915
AY,201503,4404
WS,201505,4412
CG,201505,3126
NI,201508,441625
CF,201508,13698
BF,201509,15174
DO,201509,4450
GZ,201512,9355
ZI,201602,78905
EI,201604,144411
PE,201606,53774
GY,201607,14909
KE,201608,117387
TN,201611,2773
BO,201702,27440
TO,201702,1453
GY,201704,14243
UK,201705,1306448
EN,201708,8172
IV,201709,3743
UP,201710,398
RN,201512,156
SC,201611,553
VC,201702,885
GZ,201708,7411
QA,201710,616
MH,201605,304
PS,201706,703
GL,201611,3097
MC,201611,2093
AO,201710,132
GV,201710,22
KV,201710,4
EC,201711,8
KQ,201503,4
WZ,201504,3824
MV,201505,19772
CS,201506,5635
CD,201506,37762
FP,201506,520
CO,201507,46025
IM,201507,375
BG,201507,87689
GP,201507,162
TV,201507,360
GH,201509,110785
NF,201603,40
EG,201604,176682
NC,201605,759
TZ,201606,36387
LU,201607,9202
MV,201607,6523
AU,201609,37484
BB,201610,9303
HR,201610,11039
LO,201701,6043
SL,201701,7061
WS,201701,4268
SI,201702,7281
VE,201704,98755
NO,201704,40804
MX,201705,184820
SI,201705,5572
RP,201706,396544
LT,201708,3461
AU,201708,26251
VT,201708,3001
TH,201709,41058
CN,201612,393
GP,201707,104
CO,201711,210
NF,201506,419
CQ,201611,73
BU,201601,21896
NE,201505,84
BV,201601,18
HQ,201608,16
MQ,201510,4
RQ,201502,2356
BK,201507,25620
ID,201508,177492
BE,201508,62728
LU,201509,24967
LG,201510,4159
GB,201510,2084
AY,201511,3911
PS,201511,373
BC,201601,10868
AF,201602,229587
PS,201604,1311
MO,201701,26784
TX,201701,6078
PG,201701,95
CE,201702,49218
AL,201703,11978
AM,201704,46721
GY,201707,9870
ZI,201708,87971
WZ,201708,3192
LT,201709,6941
VE,201711,126
CR,201504,2
GK,201710,24
PA,201602,1406
BB,201607,7018
KG,201611,12571
SO,201707,63156
CV,201502,91
TS,201711,31
MF,201706,55
PF,201609,53
IO,201704,2
BF,201503,19597
CD,201504,17895
GT,201504,11994
JE,201504,26452
TO,201505,2511
CJ,201506,3516
MR,201507,2024
MA,201508,4157
WI,201509,844
UP,201512,76043
VM,201601,106074
CI,201601,23722
UG,201603,43863
CI,201605,33083
FR,201606,338770
AY,201605,2458
MX,201607,145727
WS,201607,4820
LT,201608,3534
EN,201608,4580
UZ,201609,32236
KG,201609,13737
GL,201609,3119
IC,201610,18272
LG,201610,6582
EI,201611,175622
KN,201701,85451
SF,201705,199815
EZ,201707,15784
JE,201707,19917
VE,201709,35707
OD,201709,11206
SB,201503,82
ET,201710,447
VT,201710,5
RI,201711,58
RE,201506,623
YI,201506,644
GJ,201511,3021
BD,201512,5241
KR,201604,886
EK,201502,480
SW,201502,13801
ID,201503,236703
MZ,201502,2606
AV,201502,286
KR,201503,992
BH,201504,9342
ZI,201504,70431
MK,201506,11215
US,201507,10841261
MO,201507,19930
FJ,201507,16219
SI,201507,5193
NG,201508,14083
UG,201509,52019
VC,201510,927
MX,201511,152712
GI,201511,2482
AY,201601,2770
NU,201603,4413
UP,201603,79153
GI,201603,3468
TO,201607,1175
CE,201608,69601
TI,201609,6834
KV,201609,5976
VC,201609,3552
KZ,201611,17731
RB,201612,13764
SY,201701,549612
UV,201702,4158
CA,201703,520442
JM,201703,30572
WZ,201704,3098
NS,201704,680
EZ,201706,23118
CW,201706,1526
SC,201706,263
AR,201708,26927
ZA,201709,10057
PE,201709,14512
HR,201709,5593
MV,201709,3338
SI,201710,90
EI,201711,1168
GM,201711,1242
,201509,1597653
MY,201511,253898
IR,201612,286130
TU,201705,264871
NT,201512,74
BT,201710,80
MY,201503,207369
BH,201503,8801
SF,201504,268555
EZ,201504,24407
MK,201505,76212
NO,201506,35094
SP,201506,143580
MV,201509,16997
MA,201509,2282
ML,201512,21423
AC,201512,2522
PL,201601,60806
MP,201601,2072
NH,201601,2095
TN,201602,5399
BB,201604,6844
MG,201604,10094
BU,201605,41885
LE,201607,54630
FM,201609,3954
MU,201609,10942
BD,201610,9931
TV,201610,993
UV,201612,6834
YM,201702,172886
HK,201704,19528
ML,201704,9527
GM,201706,211151
WE,201706,35067
TL,201509,444
TP,201604,156
PG,201506,454
HQ,201707,324
IO,201706,150
GR,201710,598
MI,201512,17402
SO,201603,80443
SY,201705,328712
MI,201711,48
PC,201702,61
PF,201702,291
US,201504,9594309
PS,201503,1422
OC,201504,2205
FM,201504,3023
IS,201505,412848
AG,201505,25719
GL,201505,1519
PM,201506,12392
PP,201508,15740
JA,201512,257409
DA,201512,38745
MR,201512,1296
CO,201601,48209
MD,201601,21968
FG,201601,794
DJ,201602,17524
SL,201602,8771
IV,201605,8566
KS,201607,123552
BF,201607,20513
ES,201607,13308
ET,201608,37221
ZI,201609,103241
CD,201611,12319
SL,201611,10554
WZ,201701,3260
CS,201701,8358
UK,201703,1535869
AY,201702,1995
CT,201704,3562
GA,201706,11273
IN,201707,661318
SF,201707,143652
MU,201707,9225
AO,201708,14443
EI,201709,81220
KR,201709,751
WI,201510,980
PU,201603,709
FG,201610,203
AQ,201612,536
IT,201710,1562
KS,201711,464
SM,201608,166
LY,201601,80482
AA,201602,575
,201608,1558326
SN,201701,73229
UP,201705,54801
PF,201612,33
NI,201502,204347
MD,201503,4816
RQ,201504,13275
EC,201505,12873
VM,201506,76306
PS,201507,616
BB,201508,8841
SG,201508,18586
JA,201509,230351
MK,201509,56372
TD,201510,16717
US,201601,8921673
SG,201602,12737
HA,201604,17764
AQ,201604,798
MZ,201604,10078
RB,201606,11011
PL,201607,295986
PE,201608,42719
BG,201609,118849
SI,201609,9739
YM,201704,42319
AE,201704,66715
EG,201704,284787
GJ,201705,2290
BF,201707,11047
AS,201708,846962
NZ,201708,103050
UG,201710,431
CV,201512,284
SV,201609,371
NE,201704,342
RE,201601,1722
CQ,201603,1058
IM,201612,67
CA,201512,568337
LO,201605,3790
SP,201608,68432
TN,201707,1397
MJ,201708,11585
MF,201512,99
CN,201505,306
BV,201511,12
NE,201502,8
DO,201502,351
RS,201503,525264
HU,201504,27439
WA,201506,22039
YI,201507,850
AO,201512,11317
KN,201602,264065
KZ,201603,21738
FI,201603,15927
LA,201604,6575
JE,201604,17418
ML,201604,19383
MK,201605,16944
AO,201608,10992
KZ,201608,12184
JA,201609,215830
GH,201609,101957
LH,201609,7478
MI,201610,21076
AQ,201611,850
CB,201612,52432
JA,201701,242136
RI,201701,21315
MK,201702,9661
SW,201702,95006
PS,201703,308
MK,201704,22571
MT,201706,17280
GG,201707,5410
TS,201709,7015
BA,201710,108
GK,201502,1018
MH,201611,311
RN,201707,34
CB,201710,753
AC,201606,2163
TW,201607,58368
SO,201608,70060
BM,201611,49952
RM,201611,1395
TN,201702,3660
TN,201703,1798
CG,201502,1560
SH,201707,36
FP,201710,10
ST,201502,507
OS,201502,1941
MV,201504,10786
NI,201506,397694
RB,201507,18135
EN,201509,19906
TO,201509,3447
SE,201509,3939
CF,201510,18511
ST,201510,1695
BB,201510,4804
BO,201512,16535
SL,201601,17221
GM,201602,335019
LH,201602,8158
BO,201604,30649
PM,201605,51727
VC,201606,802
BU,201607,30162
YM,201607,44511
EG,201608,108008
IZ,201609,239785
CY,201612,14352
GI,201612,2802
UK,201701,1476770
HK,201702,33924
PU,201702,1237
FR,201703,483593
PL,201703,95187
GM,201704,234065
TS,201704,14688
GI,201705,3386
PP,201706,14945
GJ,201706,2708
KN,201707,244377
HR,201707,16061
CV,201708,790
SL,201709,5464
TI,201709,3635
FK,201709,23
ST,201604,1556
ST,201605,1906
NT,201608,20
LT,201711,24
FG,201504,101
SL,201711,32
IO,201610,6
WF,201503,8
PA,201502,863
WS,201502,1840
AO,201504,9738
KZ,201504,18794
BM,201505,76531
WZ,201505,4462
CI,201506,18209
RS,201507,376984
GQ,201507,7512
MI,201507,11723
PE,201509,28621
PM,201509,11067
TV,201509,1169
EC,201511,11628
CS,201601,10009
NU,201601,7064
MZ,201602,9402
UP,201604,98727
GY,201605,13097
BY,201605,9836
PK,201606,296823
NG,201608,13609
OD,201608,59897
DA,201609,33063
KZ,201610,21430
AY,201701,5628
PA,201702,2164
GR,201703,65641
FJ,201703,13314
AF,201707,171843
RP,201707,274482
ER,201707,3937
EI,201708,106730
KE,201709,91905
AE,201709,32938
WS,201709,4894
LA,201709,3369
EN,201710,113
RE,201702,616
FO,201709,102
BT,201602,5755
HR,201604,13315
GP,201512,261
AQ,201607,785
TK,201607,66
IV,201710,30
BB,201502,2643
CO,201502,11621
TN,201503,2033
BR,201505,56284
YM,201506,134339
AM,201506,42311
VQ,201507,1568
PO,201509,22544
SP,201510,111982
AE,201510,79175
WZ,201602,4596
MY,201604,144752
HK,201605,46249
VC,201605,1751
ST,201608,1803
UY,201609,15020
TO,201610,6328
GI,201610,2110
ZI,201611,71349
HR,201612,9419
SU,201701,48678
SC,201701,277
GL,201702,2380
TI,201702,4001
KG,201703,9998
WS,201703,2682
RO,201704,19908
EK,201706,1718
ML,201708,26940
NP,201709,21504
HO,201709,3414
KR,201502,126
GJ,201704,1799
SH,201510,42
CN,201602,580
CG,201510,4400
MU,201611,30261
SH,201504,354
YI,201602,296
SB,201611,5
NE,201606,92
SB,201509,8
WA,201503,22295
AL,201503,11105
JM,201504,56736
PM,201504,72706
CG,201504,5295
GH,201505,93184
KG,201505,8663
GG,201505,8949
TT,201505,2359
BH,201507,8845
PE,201508,30894
PA,201508,8638
TW,201509,32911
SW,201509,93899
LG,201509,9448
DR,201509,5859
ZA,201510,19152
NE,201510,933
KR,201510,1252
UP,201511,59068
AY,201512,2495
LI,201512,18948
WA,201601,12428
SA,201602,196535
GY,201602,14758
TI,201603,8683
UV,201604,4471
EZ,201607,23586
RS,201608,461035
DR,201608,6335
RE,201608,1306
BF,201609,13280
RP,201611,319181
BF,201611,10784
BO,201701,15071
VQ,201701,2486
GA,201703,15432
HR,201703,8007
TH,201703,76693
GT,201707,18100
DR,201707,5693
MV,201707,8285
MU,201708,9634
TD,201709,8539
DO,201709,10841
PS,201701,375
,201512,1655803
LH,201511,8652
TZ,201601,33531
SE,201601,2755
SY,201702,470328
NT,201511,16
KT,201504,1044
WQ,201607,10
TK,201601,16
WF,201509,12
PF,201706,8
CT,201504,6735
OD,201507,43613
BX,201508,16619
GL,201509,3593
AC,201511,3352
RE,201512,2689
AG,201602,15459
HU,201603,38328
NP,201604,57664
NR,201607,2502
ES,201609,5309
RB,201609,11982
TS,201609,10085
YM,201701,115899
VE,201701,32425
ZA,201701,19778
PK,201702,351038
KS,201703,342903
VQ,201704,1583
BN,201705,5352
AF,201706,268228
SU,201706,43573
NR,201708,3175
CG,201708,4751
BL,201708,5431
SI,201709,2937
GI,201709,1975
IC,201711,61
YI,201504,177
PU,201709,214
BO,201511,18707
CI,201611,22885
MK,201611,8057
MK,201612,21035
MG,201707,4263
FG,201507,170
TL,201504,72
TL,201704,84
PG,201503,42
SW,201503,54661
BT,201503,6328
NR,201504,10045
IV,201504,5606
DJ,201507,4226
MK,201508,49043
PL,201509,69989
UV,201509,73371
VI,201510,501
QA,201511,37963
DR,201511,6777
KE,201512,130328
AS,201601,1252055
UG,201601,56095
EK,201601,2872
BA,201601,74065
RI,201601,11868
FR,201602,316331
EI,201602,157100
NZ,201603,108171
RW,201603,23211
GQ,201603,9478
SL,201606,7059
GZ,201609,5240
MG,201609,6480
ZA,201610,14615
MX,201611,198458
IC,201611,13590
WZ,201611,2734
IV,201612,4535
BP,201701,3345
ZI,201702,79770
BX,201704,14001
RI,201708,9087
CE,201710,373
NE,201703,196
NF,201705,6
IO,201604,31
AC,201601,2919
AE,201604,66316
CS,201611,13031
LH,201611,17548
BL,201612,7972
MP,201705,9785
TU,201706,167606
SZ,201707,48270
ST,201708,1085
FK,201506,43
NC,201507,217
GH,201711,330
SV,201506,241
FK,201509,23
MJ,201711,4
IP,201504,8
RB,201502,2446
NR,201503,10950
CY,201503,15989
OS,201504,11066
IR,201505,379666
US,201509,9342263
GA,201508,18549
QA,201509,33626
AA,201509,762
HA,201511,17013
BN,201512,8653
WS,201512,3319
BE,201601,69112
CU,201602,170485
UZ,201602,5761
NI,201603,393918
FG,201603,90
VC,201603,1565
QA,201604,78765
FM,201606,732
DR,201607,7860
ES,201608,7312
CY,201609,15940
BP,201609,1684
CG,201610,8084
LY,201611,48338
SF,201612,173414
AG,201701,9778
CA,201702,563293
ML,201701,26822
EC,201703,6580
MO,201704,17566
NR,201704,2855
IV,201705,16330
MK,201707,5438
UK,201708,898295
YI,201707,128
JM,201708,23405
MN,201709,1449
RP,201710,4966
CQ,201507,170
NT,201507,126
ZA,201710,142
NS,201608,384
PU,201705,676
CN,201611,395
WA,201710,149
CN,201607,236
KT,201611,1308
RO,201604,31326
DR,201610,5982
BE,201706,89233
SV,201507,147
HU,201711,69
MF,201509,59
MD,201711,2
KN,201505,102627
SU,201506,86617
NP,201510,81577
SG,201510,6160
RB,201601,11516
WZ,201604,3379
ZI,201605,69355
ER,201606,19894
MB,201607,262
TN,201608,2936
JE,201610,23845
PM,201611,18365
BX,201611,9302
BU,201611,39121
IZ,201612,335902
AG,201612,19635
UP,201701,68004
CO,201702,37271
LT,201706,11110
BM,201707,23085
GQ,201707,8434
LU,201707,3970
PP,201707,6248
AO,201709,6537
ZI,201711,1970
CJ,201612,3044
FG,201512,485
PC,201705,522
NR,201512,1805
SE,201512,5035
LY,201612,87090
BO,201612,26039
TZ,201705,25247
RW,201707,21474
UP,201708,50704
MP,201708,2978
SZ,201709,36445
LE,201710,795
WZ,201711,12
FG,201609,88
NF,201607,5
IZ,201503,481748
LO,201503,5247
SZ,201507,63197
PL,201507,52772
GG,201507,5995
IS,201508,470209
NR,201508,13736
EI,201509,183655
NG,201509,13756
UY,201509,6125
LY,201510,91585
SG,201601,11905
UP,201602,87666
FI,201602,14476
RE,201603,2500
WS,201604,5159
AU,201605,75028
DJ,201606,4412
CB,201607,80484
IN,201609,995232
SA,201612,126960
TD,201612,17890
SZ,201612,88424
BB,201701,7478
AE,201702,70077
BA,201702,21873
CT,201703,7048
IZ,201705,232245
AC,201705,1346
FR,201708,268053
MX,201709,171679
NC,201608,368
PS,201607,689
NF,201709,75
TP,201610,29
BH,201710,53
BX,201603,15594
RO,201608,29845
VQ,201503,1062
MB,201601,164
TP,201503,65
HQ,201604,14
SB,201606,4
JM,201502,11733
MG,201502,3175
FO,201503,1101
BK,201504,13121
KS,201505,166533
AR,201506,23304
RQ,201506,12495
FP,201507,347
PP,201509,18651
MC,201602,1464
LU,201604,11163
SV,201604,194
RS,201606,373275
CO,201606,40983
RE,201607,1593
LI,201608,22692
NU,201608,8138
LU,201609,13032
FI,201610,23061
GZ,201612,3613
CU,201701,95235
CB,201702,46169
US,201704,8845977
EK,201704,1150
CB,201705,37774
QA,201705,33665
FI,201705,17441
NU,201705,6464
AU,201706,19672
PK,201708,310597
MC,201709,2297
BO,201709,13799
YI,201709,92
ID,201710,4361
YI,201503,186
YI,201705,84
IO,201502,12
SH,201610,110
UY,201511,4097
RO,201607,28305
KT,201606,319
MD,201710,41
SE,201502,1391
BC,201503,16655
MP,201503,15883
ID,201507,138126
CE,201507,61891
BC,201507,11738
CY,201507,24790
ER,201507,7867
VT,201508,5603
KS,201509,109818
IC,201510,10958
TO,201511,3529
UP,201601,53251
GQ,201601,12311
CJ,201602,4077
EG,201603,227504
BA,201605,18982
LY,201610,61480
MT,201611,13572
PE,201611,115262
EC,201702,10046
BN,201703,6786
CF,201704,11095
AN,201704,242
SU,201705,42010
ES,201705,12667
CT,201706,9008
IZ,201707,228422
LG,201708,6463
PU,201609,894
SC,201708,259
FQ,201604,10
AE,201601,81884
SB,201603,9
TL,201603,16
ID,201502,73213
PP,201502,1730
IC,201503,7816
BP,201506,2447
BR,201506,52954
BA,201507,30291
RQ,201508,24299
RB,201508,18446
MR,201508,5459
AF,201509,282873
DO,201510,1590
ER,201601,7511
QA,201602,51542
RP,201603,227268
CY,201605,18945
TU,201606,494495
DR,201606,7354
AM,201608,37221
TU,201608,637763
CO,201609,90357
MA,201609,6339
LA,201610,10205
GQ,201612,6520
SW,201612,45040
AE,201701,109755
GY,201702,15786
WZ,201702,2299
KZ,201703,23707
OD,201703,40888
PM,201703,15785
UP,201704,60109
NL,201705,42133
AL,201705,21731
AQ,201705,268
UK,201707,922354
FJ,201708,15236
MY,201709,80711
NC,201610,351
LS,201508,312
PC,201512,214
MB,201702,229
TK,201701,121
KT,201702,715
GG,201512,6668
AJ,201605,48744
MP,201706,3900
MF,201608,7
GA,201503,13117
BM,201504,26120
SE,201504,5085
KS,201507,107921
LO,201507,4520
AV,201507,701
AS,201508,1952787
SE,201508,7215
BK,201508,2263
SP,201509,147070
JE,201511,16381
WA,201511,16765
CM,201601,22761
VE,201601,32465
MJ,201601,1454
CE,201603,52648
BO,201603,19464
VQ,201603,3892
MO,201604,27861
GT,201606,12023
MD,201609,4803
IN,201610,883394
LG,201611,10726
IS,201701,739885
OD,201701,16837
NI,201702,367029
IZ,201702,349299
JO,201702,58357
RO,201702,68210
AA,201703,1184
CU,201704,33197
QA,201704,36698
KV,201704,7201
IS,201706,393443
ID,201706,80506
BD,201706,4726
FG,201707,114
IN,201708,739220
SA,201709,60241
GM,201710,1717
PG,201507,325
TP,201511,70
CV,201707,189
FP,201503,1191
GK,201603,1506
BN,201604,6211
BX,201612,13518
NC,201502,109
HQ,201506,2225
PF,201507,19
AJ,201711,131
JQ,201612,4
DR,201502,2957
LG,201503,14492
SN,201503,138594
MI,201505,10780
SN,201506,64190
FI,201507,26095
LH,201507,8404
AM,201508,27126
UG,201508,55006
BA,201508,21074
CW,201509,1126
QA,201510,38369
MX,201510,170220
JM,201511,37477
BB,201511,8584
RS,201512,521523
SY,201602,780118
EZ,201602,40495
MV,201603,11882
NR,201605,18911
TN,201609,2089
UK,201702,1143634
KS,201702,223875
RS,201703,1040735
CW,201703,860
BK,201705,1894
VC,201705,1066
AE,201706,77907
CU,201707,30165
GY,201711,134
GL,201511,1972
TN,201701,1508
TL,201507,94
HR,201502,2768
BA,201503,31462
LA,201503,6701
KU,201504,30630
LE,201504,70585
TD,201504,15577
PA,201505,11922
WS,201507,4971
GQ,201508,9105
DA,201509,52879
NO,201509,37184
EK,201509,1700
UG,201511,140718
AO,201511,17168
ST,201601,1616
RN,201602,138
DR,201605,9556
IT,201608,224032
EC,201609,9750
OS,201610,9353
AY,201612,8207
BB,201612,13383
GY,201701,17264
NP,201701,33245
UY,201701,2577
AG,201704,8926
KN,201706,180430
BA,201706,45580
CT,201707,6567
MB,201603,362
PG,201605,279
TV,201706,1055
SM,201705,260
VI,201710,12
SN,201603,81519
TH,201604,102780
BE,201701,65747
,201708,1252189
LI,201710,55
MO,201711,57
NT,201701,21
ES,201710,25
AU,201502,16888
VE,201502,22709
EZ,201503,29244
CD,201503,31508
MN,201504,2005
UG,201506,41600
ZA,201507,21422
EG,201508,390115
KS,201508,212778
SM,201509,382
RE,201511,9299
YM,201602,45465
SW,201603,46436
GZ,201604,5600
BP,201604,1690
GB,201606,1878
FM,201607,1369
UP,201607,68459
HU,201607,50956
CF,201608,25671
EG,201611,121645
GK,201612,1982
WI,201702,2173
IV,201702,7167
AJ,201704,19243
AQ,201704,1072
HO,201705,8226
GH,201706,98524
ZI,201706,58066
BY,201708,4908
BD,201708,2333
GR,201709,41449
NG,201709,6307
TK,201709,1216
AL,201512,12684
KU,201602,23692
SN,201608,111365
AL,201612,16735
,201705,1370069
SW,201709,29327
FO,201504,129
PC,201504,120
SH,201502,28
SV,201709,57
NR,201710,12
PF,201510,21
FQ,201606,4
BV,201605,1
AO,201502,2225
GI,201503,5365
BG,201504,119692
NI,201505,481828
IM,201505,326
BY,201507,48707
LE,201507,66949
YM,201509,160445
UZ,201509,8813
AY,201510,2447
TD,201511,17533
OC,201511,917
EG,201512,155715
PA,201512,3840
AN,201601,92
GI,201601,1451
CY,201604,20102
CD,201606,22374
WS,201606,5395
JA,201607,268422
GY,201608,13801
MK,201608,16203
IT,201609,152018
CE,201609,54084
CS,201610,5168
BH,201610,11794
DO,201612,992
AU,201702,30344
SE,201702,1437
WA,201703,8681
MT,201703,25865
MR,201705,3058
SI,201706,6932
JM,201707,22549
CA,201708,412569
MD,201709,5266
MO,201709,8150
AJ,201710,172
FG,201511,343
TV,201709,372
TP,201606,54
PC,201706,102
RO,201511,67085
MK,201511,66026
SO,201605,65552
TD,201701,14612
AO,201704,7767
YI,201604,324
AN,201602,278
BU,201711,103
MF,201702,41
GA,201502,6921
GJ,201504,2734
CH,201509,759721
NZ,201509,132108
CN,201509,313
TX,201509,3937
SL,201510,13322
PA,201510,2554
MX,201603,163268
CB,201605,43075
GM,201606,259972
AS,201606,824962
GR,201606,97076
JA,201606,228794
KS,201606,102544
CJ,201606,2475
EK,201608,856
GV,201608,4110
CV,201609,357
YM,201610,121733
ES,201610,7194
PA,201610,1274
SL,201612,7616
VQ,201612,2228
GA,201701,183330
PO,201701,52110
EI,201702,139612
BR,201702,80089
JA,201704,235253
FJ,201704,12913
HO,201707,6372
IZ,201708,151297
SA,201708,124083
EI,201710,2000
PO,201710,363
SY,201710,2831
VI,201605,2178
CW,201612,928
YI,201706,276
TP,201608,313
AR,201511,22736
CT,201512,46835
KR,201512,5177
AC,201604,1913
BM,201610,35129
CA,201611,589857
,201707,1103155
CF,201706,15340
AA,201603,936
MF,201602,56
MF,201708,28
MK,201711,37
PK,201503,490363
WE,201505,15395
TW,201505,41080
BN,201505,5215
GY,201506,12869
BN,201506,10222
ZI,201507,120049
UY,201508,2730
MO,201508,26365
OC,201508,6904
DR,201510,12643
LY,201511,58793
HR,201512,15479
TN,201601,1489
GZ,201601,8726
UY,201602,10337
VT,201602,5056
SE,201604,4911
IM,201604,509
IS,201605,550569
EG,201606,162627
WI,201607,2271
NH,201608,2482
CS,201608,7184
SF,201611,230824
UZ,201703,6148
LH,201704,8349
BO,201705,13223
RI,201705,6311
BH,201706,11175
IC,201708,6532
SF,201709,124346
AF,201709,83301
RI,201709,5738
CV,201612,541
RM,201710,23
SE,201511,5798
CG,201512,4301
TW,201604,62138
KU,201604,32384
RM,201608,1288
SE,201612,2834
NC,201708,548
JN,201612,4
RB,201505,13678
RB,201506,15002
NH,201507,2391
SY,201508,453297
RO,201508,23375
RS,201510,696269
WZ,201601,2802
SW,201602,89266
IS,201602,567044
WS,201602,6878
AU,201603,47745
DA,201604,30930
AL,201605,18460
CD,201605,34756
MP,201608,3266
CY,201610,14028
AA,201610,695
FK,201611,109
HR,201701,10770
AR,201702,18991
YI,201704,125
LE,201706,42355
IV,201707,8665
CI,201709,11644
CS,201709,6223
SC,201709,144
AS,201710,12604
SA,201710,1133
TK,201504,34
KT,201604,277
DQ,201606,155
KN,201711,813
KT,201605,238
SM,201601,139
FO,201704,125
RM,201605,993
EK,201606,872
GK,201607,1965
BE,201611,56366
CY,201705,14204
SW,201707,40600
LS,201608,4135
MT,201711,114
HR,201710,51
NF,201702,22
AG,201502,9678
ZA,201503,29833
CB,201503,68499
RI,201504,10121
SI,201504,2820
PM,201505,11907
GJ,201508,3069
KT,201510,1331
LU,201601,7051
KS,201603,166830
BK,201605,3725
BG,201606,166785
JO,201607,37272
MK,201607,6856
WZ,201610,5564
RI,201612,15690
SE,201704,9010
PO,201705,39459
DJ,201707,8064
RQ,201709,60295
YI,201702,191
TL,201512,83
LS,201511,578
