ActionGeo_CountryCode,MentionTimeDate,count
WA,201605,8780
MC,201605,1712
ID,201607,116581
JO,201609,81627
BH,201609,11042
AJ,201611,31352
GT,201612,9837
BP,201612,2776
TI,201703,3716
VC,201704,771
GL,201704,2503
HK,201705,26888
BH,201705,15213
GQ,201708,90540
SG,201708,6156
GJ,201708,2054
MT,201709,6739
PU,201602,473
NE,201511,445
RN,201604,147
NE,201509,57
HR,201608,15994
RM,201609,1416
PC,201602,278
NT,201704,22
CQ,201511,28
SH,201708,76
TI,201710,26
IO,201609,12
AR,201502,23394
GM,201503,373147
MG,201503,6827
TW,201504,33823
BX,201506,17423
KG,201507,20591
KU,201507,43748
AO,201507,10348
SM,201507,110
BF,201508,23759
PL,201510,83829
TX,201510,7428
WE,201511,32596
WZ,201512,3435
BP,201512,1228
NR,201601,7599
ES,201602,14802
MD,201602,5881
BH,201603,11344
NO,201604,58457
BM,201605,32965
AS,201608,972096
DO,201609,870
TW,201612,137470
ER,201612,4142
LG,201701,7910
DR,201702,11012
BH,201703,9477
ER,201703,4176
SF,201704,185845
FG,201704,1278
LI,201704,12622
KR,201704,504
AE,201705,64174
EC,201707,5332
JO,201708,59585
AM,201708,13641
IR,201708,218125
ZA,201708,29844
GZ,201709,4200
AN,201507,218
NC,201611,582
UG,201711,394
BC,201510,8776
BR,201605,135145
KV,201605,5397
TL,201605,280
WS,201710,114
RN,201701,74
YI,201609,141
KU,201502,13782
US,201505,10447002
EG,201505,224808
BD,201505,5540
AS,201506,1677109
JA,201506,280770
NL,201509,59816
GG,201509,4307
CJ,201509,4562
EN,201604,6025
WE,201606,41862
BO,201606,14535
BB,201606,7474
MA,201607,3883
IV,201610,10521
GT,201611,8706
OS,201611,9626
KR,201701,1503
UG,201701,40005
PL,201702,68067
MA,201702,1998
QA,201703,26128
KG,201705,6424
EN,201706,8075
GR,201708,41772
DA,201709,22786
GB,201708,849
MH,201607,173
TV,201708,263
MK,201512,27352
BA,201611,38462
PO,201612,24846
EK,201602,1688
TL,201703,42
GI,201711,5
TK,201708,4
ST,201711,12
LH,201502,4418
ET,201502,8316
CM,201502,7357
FJ,201504,16225
IZ,201510,246795
WA,201512,10881
SP,201601,96569
NL,201602,66597
CG,201604,3108
ER,201604,4128
TN,201604,1821
LI,201606,39934
CE,201606,56374
NO,201606,47252
IR,201607,203427
ID,201609,112285
HR,201609,14265
CB,201611,45479
BN,201611,8287
IT,201612,295171
TU,201701,503056
BL,201701,6221
SO,201702,90010
GK,201703,1897
KN,201704,568196
TX,201707,2666
VT,201707,5729
LI,201708,11516
VC,201709,480
JM,201710,244
MH,201506,215
HA,201710,106
BM,201511,285360
TT,201610,3120
PC,201604,152
NT,201706,22
KG,201710,41
FK,201705,32
AG,201711,42
PF,201506,10
SB,201704,8
BE,201502,18248
BU,201502,7867
UZ,201503,16635
KT,201503,427
SY,201504,368826
BL,201505,4469
GJ,201505,3127
RN,201505,109
DA,201507,18739
AY,201507,3137
BH,201508,10946
MR,201511,2433
PE,201511,26648
TX,201511,19990
LO,201512,6242
IS,201601,444576
BB,201601,7446
JA,201603,227019
LA,201605,14340
HO,201605,16851
WZ,201605,3341
HU,201606,27465
SZ,201607,69127
HO,201607,22778
RQ,201608,21812
AS,201609,943126
GB,201610,3433
AC,201610,2752
NI,201703,392601
EZ,201703,16863
WI,201704,1083
US,201706,8265008
SE,201705,2043
GT,201706,8887
SN,201707,46772
ET,201708,15733
KZ,201709,23270
AS,201711,5152
AE,201710,776
OS,201711,42
NR,201703,1839
MB,201512,167
KG,201601,6896
BL,201606,6126
MC,201610,4274
HQ,201603,8
SA,201503,241516
VC,201504,1080
FI,201505,30387
ML,201505,33249
RW,201505,35388
BO,201505,31989
FM,201507,501
MZ,201507,10934
KR,201507,3102
AR,201508,22191
LI,201509,22759
CO,201510,33405
TO,201510,2392
GY,201511,11428
MJ,201511,3007
GR,201607,117934
JM,201610,46723
ID,201611,142867
MV,201612,4108
JO,201701,54305
UZ,201702,8001
ZI,201703,74969
VT,201704,5688
FG,201706,232
BC,201708,13473
KS,201709,233864
BG,201710,2612
WI,201705,1101
HU,201710,206
SV,201703,372
NF,201505,727
GA,201604,21413
BA,201612,58680
AQ,201609,609
SM,201606,266
TP,201611,68
NE,201701,30
GV,201711,28
IO,201701,5
BA,201505,40240
BR,201507,61408
SW,201508,100697
BT,201508,4006
BT,201510,5656
UV,201601,105913
BF,201602,19588
BP,201602,1424
GB,201602,1768
BH,201605,9632
PK,201607,423522
AF,201609,227277
EZ,201610,23045
BT,201610,9051
KZ,201612,37217
BC,201702,8063
EC,201705,15714
FJ,201709,10466
VC,201508,873
SV,201704,308
FO,201602,55
WZ,201710,18
GJ,201510,2472
SY,201511,917732
,201605,1791621
HR,201606,14533
AJ,201607,29970
LY,201608,102029
AL,201701,11325
SE,201710,30
ZI,201503,70431
CS,201503,7244
MY,201505,303364
PS,201505,663
MO,201506,23844
AL,201506,21437
NU,201506,4856
KV,201508,6016
SP,201508,139134
PU,201509,2320
WI,201511,3485
MA,201512,2806
GV,201601,6690
TI,201602,7986
PO,201603,15495
ES,201606,8187
CE,201607,64961
IC,201607,7627
VC,201607,1263
BY,201607,19536
CM,201608,8578
VT,201609,6254
GZ,201610,6869
GI,201701,1390
CF,201702,17708
LA,201702,5549
RE,201703,562
CS,201703,5362
MY,201704,86961
PK,201705,340364
IZ,201706,190496
BB,201707,7751
NG,201708,11668
VC,201706,893
TV,201504,720
NF,201608,65
PS,201704,238
GK,201605,2269
BY,201611,12122
TK,201604,30
IP,201706,2
AM,201504,141622
CF,201504,10541
AY,201506,1597
BB,201507,10917
GI,201507,2299
FJ,201510,13640
TD,201512,14786
PP,201512,36814
NL,201512,62446
EZ,201604,23480
MI,201605,15528
YM,201605,86787
GB,201605,2042
MT,201607,14926
KN,201609,200287
HA,201609,22059
BX,201609,36998
NC,201609,1048
NU,201612,3995
IR,201701,475568
GK,201702,2149
IT,201704,162075
GR,201706,54866
WA,201707,6062
MZ,201707,4119
YM,201709,22274
IS,201709,231406
OS,201709,5525
EC,201709,14160
CT,201709,4839
AY,201709,1100
AV,201506,489
KT,201508,6707
DJ,201508,5394
OC,201502,488
TV,201601,100
MB,201508,322
TZ,201706,23904
MH,201701,185
CI,201711,40
SH,201505,86
BV,201610,8
PG,201509,128
TN,201710,28
SG,201505,11598
TH,201507,140233
RE,201507,8158
FI,201509,41009
IT,201601,175292
IN,201603,826983
LE,201604,125147
NU,201604,4965
PP,201606,33860
CV,201606,370
BM,201608,31881
CH,201609,854572
SG,201609,8257
FR,201611,351171
GM,201612,498101
PG,201612,82
FR,201701,380448
GH,201701,124071
RQ,201705,21586
GZ,201705,7693
UK,201706,1857141
WZ,201705,2920
KG,201706,8068
BG,201708,127889
BM,201708,36870
EZ,201708,12809
LS,201708,245
AA,201708,3571
BT,201709,3281
JA,201711,1817
MH,201610,210
CA,201604,665440
TZ,201711,98
CV,201505,709
MF,201607,24
SZ,201503,144009
MY,201504,154800
MO,201504,25114
CO,201504,41469
MK,201504,10184
ST,201505,1095
AE,201506,57822
NI,201509,368004
AO,201509,10793
NZ,201510,118134
ZI,201512,60944
PS,201512,761
EI,201601,124564
TU,201601,366303
IN,201602,964637
LG,201603,4559
UZ,201608,21126
MZ,201610,8476
IZ,201611,473664
KE,201611,108868
QA,201701,27533
RB,201701,15671
AG,201703,11503
BH,201704,8958
EI,201705,120461
TN,201709,1333
MV,201711,23
NF,201605,442
TP,201703,131
NT,201609,56
SP,201607,152986
BT,201607,4243
TZ,201707,18653
NC,201709,341
AN,201512,384
LQ,201701,2
WQ,201603,4
FQ,201612,4
LS,201710,1
DJ,201502,1538
GB,201502,255
UG,201503,41225
LU,201503,8969
TS,201505,36283
CO,201506,31909
LI,201507,26122
AL,201507,10374
MZ,201509,14825
ET,201509,21769
BB,201512,5648
KG,201512,7608
CH,201602,662435
LA,201602,9372
IC,201603,4908
OC,201603,2055
RB,201605,16548
TD,201605,19788
PO,201606,19765
MP,201607,4295
BG,201608,215334
AL,201609,9667
ER,201611,3396
AG,201702,11018
OS,201704,15632
GR,201705,74374
AY,201705,4159
HA,201709,12473
WE,201709,13875
CQ,201706,61
CN,201704,163
BA,201511,23158
MU,201512,10121
TW,201603,39665
ST,201606,1819
VQ,201711,117
TL,201601,42
BM,201502,13810
GI,201502,798
MN,201503,7703
KS,201504,172221
CE,201504,72853
SY,201505,469364
QA,201507,37058
JA,201508,344744
BU,201509,26466
HR,201510,76159
UK,201601,989990
SW,201601,104387
GT,201601,17673
JM,201603,32251
PC,201603,627
NG,201604,8574
KE,201606,133228
KR,201606,1674
GL,201607,2406
AU,201608,31325
SN,201609,100026
ET,201609,47800
CD,201609,14100
SU,201609,70316
SW,201610,72687
FI,201701,17760
AR,201703,16007
BR,201706,63953
KZ,201707,12989
NS,201708,591
SC,201503,462
IM,201509,223
ES,201511,15412
LY,201602,94399
MI,201611,18468
TP,201709,53
PF,201708,8
JE,201502,10050
BR,201502,23846
GZ,201502,2744
SW,201505,45323
AS,201510,1814697
RE,201510,1583
DA,201511,34736
SF,201512,195433
CO,201512,48435
PP,201601,8612
NS,201601,447
TP,201602,151
HK,201604,30812
MD,201604,4955
LT,201605,3386
CU,201607,55581
IR,201608,277479
MZ,201608,15916
NI,201609,414298
WE,201611,42028
UZ,201612,14377
TW,201701,87551
JM,201701,34593
NS,201701,1752
SA,201702,92733
KN,201703,277728
HK,201703,42475
KG,201704,16493
PP,201704,8872
OD,201705,31952
WE,201705,50284
CU,201706,98656
FI,201706,11717
LI,201709,8960
SV,201512,589
HK,201710,430
SV,201612,671
MU,201510,17642
GA,201602,15532
GQ,201607,6192
LO,201607,8206
SO,201611,73584
NF,201611,220
MJ,201706,3443
CE,201707,45867
BR,201711,170
NF,201601,62
KQ,201505,10
SM,201602,225
AN,201702,76
MF,201504,28
CT,201711,41
NF,201704,50
SH,201710,12
WF,201512,8
TO,201502,1399
RO,201504,28189
RB,201504,14424
ML,201504,27996
CS,201505,6427
LG,201505,19297
MT,201506,16700
IV,201506,5312
ML,201507,12126
GM,201508,375608
ZI,201508,185025
NP,201508,87747
SL,201508,21387
WA,201508,24493
TU,201509,366370
SI,201510,57083
KE,201511,171224
KN,201601,211278
ET,201601,45330
OC,201601,1518
UV,201603,11463
TN,201603,2106
CI,201604,22580
TT,201607,1537
FJ,201608,14521
HO,201608,14477
SF,201610,282657
KV,201610,6532
TN,201610,1413
AS,201611,1001095
MT,201612,43789
MJ,201612,3879
AF,201702,224761
BH,201702,9170
PG,201702,86
BB,201703,7209
AM,201703,40085
UV,201704,3722
GK,201705,2119
TO,201705,2084
BN,201706,6577
BP,201709,1120
KT,201509,1903
KE,201711,443
KT,201506,668
KZ,201711,53
GP,201606,94
RN,201503,116
GP,201610,128
FI,201710,463
GK,201604,3196
GR,201605,196699
CA,201610,583298
GI,201702,1846
SO,201711,426
AN,201608,148
NT,201606,17
KT,201707,176
JN,201708,9
TK,201510,28
HQ,201503,2
JQ,201511,4
IO,201601,12
SY,201503,447832
ES,201503,9953
NU,201503,8292
IT,201505,195772
NZ,201505,146512
WA,201507,20748
MP,201508,5608
EZ,201509,63177
NI,201510,388817
MZ,201510,9274
LO,201510,6182
SZ,201511,63996
LI,201511,21708
RW,201512,50953
SU,201601,54019
AM,201601,21169
NZ,201605,107630
LG,201606,4924
BU,201606,22285
RI,201606,22809
AR,201606,25539
RQ,201607,14708
CJ,201608,2715
IC,201612,12254
AR,201701,21207
WS,201702,2777
CN,201702,129
DA,201704,25780
AU,201705,39552
JE,201708,13128
LY,201708,46429
IN,201709,469496
CH,201710,9111
TP,201509,197
AF,201512,374495
EI,201607,188446
DO,201603,926
GP,201612,225
GR,201502,105472
SL,201502,7821
BU,201504,23189
BB,201504,7643
MZ,201504,15534
NS,201505,1398
BM,201506,40333
FM,201506,1874
EG,201507,278823
LA,201511,8015
BP,201511,1341
SB,201601,12
PG,201603,239
FJ,201605,16137
DO,201605,816
MU,201607,11431
OS,201607,12442
VM,201608,100812
FI,201608,12026
TO,201608,2283
CI,201609,17042
NH,201609,1700
MN,201609,2413
KV,201611,7266
OS,201701,7953
NG,201703,11811
RP,201705,396410
UY,201705,2662
QA,201707,190341
KZ,201710,230
KU,201512,24803
TV,201512,12684
SO,201602,95309
BN,201603,13100
ZA,201711,41
SH,201706,12
DJ,201503,15709
MU,201505,17838
TI,201505,12528
ST,201508,2712
KE,201509,95030
LY,201509,53666
UK,201511,1245267
SL,201511,14619
DJ,201512,15884
EZ,201601,25985
PU,201601,967
CQ,201601,80
DA,201602,37170
MT,201603,15785
SF,201604,228831
MJ,201604,2084
TU,201605,331545
MP,201605,5773
MO,201606,30139
CF,201606,14414
SI,201607,12374
IC,201608,7774
CW,201608,1026
LU,201608,5088
NG,201609,17235
IN,201701,879028
MK,201701,8648
GQ,201701,7124
MV,201702,3673
BL,201703,7607
AE,201703,80677
RM,201703,1078
MU,201705,10162
PM,201707,21758
MR,201509,2051
EZ,201710,153
PF,201605,175
CJ,201710,5
PC,201612,143
AE,201608,78786
BN,201612,7997
LU,201701,5557
TN,201705,2793
AF,201711,2345
YI,201606,172
CQ,201704,83
BY,201711,6
CT,201502,2126
QA,201502,21138
LH,201503,13258
NS,201503,2218
TZ,201504,19989
TD,201507,24020
GA,201507,24367
TZ,201507,23277
ET,201508,52886
TO,201508,5226
DJ,201511,23156
VM,201512,63524
MZ,201601,10030
AM,201603,30700
CU,201604,98405
MA,201604,4095
ZA,201606,19505
SU,201606,49671
MD,201607,5490
LH,201608,4420
KG,201608,12502
MC,201608,2561
SY,201609,781065
SN,201610,85756
TS,201610,11217
BH,201611,10621
NC,201612,391
EN,201612,8976
KV,201612,5948
MI,201701,14729
LG,201702,7920
TI,201704,5164
UG,201705,50071
CU,201705,38567
BX,201705,17147
MB,201706,251
RP,201708,331007
NI,201709,244141
NO,201711,317
PE,201711,46
WS,201711,64
ER,201711,66
FK,201607,167
VI,201612,532
CS,201512,13584
AE,201606,65377
CG,201611,4415
CQ,201705,28
DO,201710,56
BO,201711,30
SB,201507,6
DQ,201704,4
PO,201711,194
GI,201710,6
CB,201502,16978
IN,201503,1019937
UP,201503,204094
LE,201503,75691
SP,201503,182740
NC,201503,806
EK,201505,1779
UV,201506,2952
WA,201510,17434
ID,201511,138559
PL,201511,66574
PP,201511,11287
GB,201511,861
BY,201512,102721
JA,201601,197803
CV,201601,774
SV,201601,152
TT,201604,4690
MD,201606,4896
MU,201606,10442
JE,201609,30692
CW,201609,1120
CH,201610,669642
CV,201611,485
LI,201612,23562
BT,201703,2966
DR,201703,11338
JO,201703,86903
KZ,201704,11700
BG,201707,79127
UG,201708,43604
KN,201709,377381
PG,201604,163
VQ,201512,1882
FK,201603,121
SM,201511,108
NH,201512,1878
RW,201701,18139
PG,201707,63
CT,201710,114
NS,201710,4
PO,201502,8881
PE,201503,25009
MA,201503,2735
KU,201505,29529
MN,201506,4574
RI,201506,19531
FR,201507,373090
ES,201507,13470
GT,201508,37966
AS,201509,1690643
IT,201509,226737
IN,201510,940539
IC,201511,7740
WA,201603,12328
GG,201603,7476
HU,201604,24923
IR,201605,298625
CA,201605,772495
CG,201605,8820
TD,201606,16173
FI,201606,19693
SG,201606,10674
MR,201606,2205
MA,201606,8430
VQ,201607,2394
EZ,201608,20081
EN,201609,5963
WA,201610,9626
SE,201610,4784
NG,201611,13874
TK,201612,59
SZ,201701,145011
ET,201701,35638
KV,201702,8171
LY,201703,49378
VQ,201703,2180
WA,201705,9670
UY,201706,1740
KS,201710,3353
NI,201710,1290
PU,201612,447
MB,201610,121
NZ,201711,1024
SY,201512,797962
DR,201601,9141
CH,201707,608340
NC,201706,262
KT,201704,253
IO,201705,8
AR,201503,37013
TU,201504,350454
PL,201504,63151
SZ,201506,95165
BD,201506,5378
CB,201508,40685
UZ,201508,10150
SY,201509,844249
JE,201509,17802
TU,201510,509141
GY,201510,16607
NU,201510,3512
IV,201510,11184
KN,201511,57623
SF,201511,176676
RB,201512,22023
KT,201512,1012
SF,201601,157092
ID,201601,251587
VT,201601,6067
IR,201604,300065
MY,201605,134996
NS,201605,861
BM,201606,29810
AM,201606,108654
CI,201606,25408
CA,201608,568273
MD,201608,7768
JM,201609,39680
DJ,201609,2759
AJ,201610,50201
EK,201610,7151
IT,201611,144715
EN,201611,10978
HU,201701,28682
UG,201704,53037
UY,201704,6763
TW,201704,32157
GB,201705,756
MR,201506,6360
BG,201511,192390
CB,201601,30114
BN,201607,5402
AF,201612,247160
ST,201704,1544
FK,201505,16
CF,201503,14564
PA,201503,2642
SA,201504,302436
GR,201504,165867
NP,201505,312136
GK,201505,1844
PP,201506,9653
NC,201506,733
BR,201509,50740
RQ,201511,13925
VT,201511,16407
DR,201512,4394
PE,201602,17967
AL,201603,22121
CO,201604,37985
OD,201606,13921
JM,201606,29279
TI,201608,10289
BD,201608,4265
BR,201609,99538
ZI,201610,84585
AN,201610,180
LI,201611,26344
LO,201611,5539
NH,201701,2270
WE,201702,53023
GB,201702,1573
SF,201703,202908
CO,201703,24837
LO,201708,3896
VC,201708,996
MU,201709,7967
PK,201709,174249
EN,201709,8590
BP,201507,2250
QA,201711,593
NE,201610,119
PU,201511,154
KG,201610,11803
,201704,1314904
WF,201608,28
MZ,201711,28
RN,201710,36
CE,201503,145125
FJ,201503,18263
CM,201504,14456
DA,201504,32161
GZ,201505,8768
BH,201505,9304
SA,201506,223248
TI,201506,15796
GG,201506,20882
JM,201507,30678
IC,201508,7760
GK,201508,2098
OD,201509,28482
UG,201510,55562
AG,201511,24021
IV,201601,11788
FI,201601,18809
CM,201603,18757
IC,201604,44697
ES,201604,15794
UZ,201604,7133
SI,201608,2602
BE,201608,54058
RE,201609,1846
GQ,201610,7089
BR,201612,77100
WA,201612,9129
OC,201612,990
MV,201703,11044
KS,201704,357333
JO,201705,62221
FJ,201705,16898
RE,201706,839
DA,201707,11238
CA,201710,7613
TV,201607,254
GP,201609,72
VC,201703,931
IR,201511,218380
MC,201512,2277
AG,201609,35432
BX,201710,106
HK,201711,112
PM,201710,105
CN,201711,8
PK,201505,417894
RM,201505,1924
MZ,201506,10513
HO,201506,8036
LT,201507,5060
UG,201507,64791
NP,201507,75962
AM,201507,34752
KZ,201511,14691
TU,201512,444288
GQ,201512,7392
AU,201601,62941
GY,201603,15221
NZ,201606,86627
US,201607,11892983
PM,201607,15608
ID,201608,126021
GL,201608,4663
SF,201609,244489
HO,201609,5952
PL,201611,70995
AS,201701,838960
BH,201701,8696
HR,201702,9233
ZI,201704,52648
MI,201705,14293
ML,201705,15271
IR,201706,281049
PO,201706,55350
AC,201707,1520
TO,201709,9596
VI,201603,789
FG,201709,211
RI,201710,57
BL,201602,17597
NR,201611,17229
CG,201612,18623
LT,201703,2949
MJ,201505,1270
MJ,201701,1826
AN,201606,168
NT,201702,26
BL,201711,12
AG,201503,33916
CM,201503,37488
TU,201505,230514
UP,201505,119416
RO,201506,56416
RQ,201507,14433
TN,201507,3992
SI,201508,2552
HU,201509,390410
SH,201509,166
AJ,201510,31167
VE,201510,31678
SC,201511,744
IC,201512,7649
CH,201601,686358
CY,201601,20882
DO,201601,1136
FO,201604,199
NG,201605,17777
BE,201606,136740
LT,201607,8083
CO,201608,58194
GY,201609,13562
BL,201609,5305
OC,201609,1299
IR,201610,212487
SZ,201610,79356
SN,201611,71354
HO,201610,7769
EI,201612,176625
LA,201701,9353
CG,201701,3276
AA,201701,1028
FR,201702,357913
BX,201702,14696
SI,201703,4177
AJ,201703,24383
KR,201707,727
RE,201708,1165
TX,201709,3359
IN,201711,4546
FP,201505,3266
TL,201607,61
SC,201703,556
CG,201710,22
BE,201703,99757
SP,201706,82865
CE,201706,44814
SB,201511,103
SH,201703,8
AM,201502,16112
MD,201502,2893
RE,201503,591
DJ,201504,25073
MI,201504,15013
GT,201505,19308
LA,201505,4070
BU,201507,24064
VT,201509,24871
CH,201510,714800
BR,201510,49299
EN,201510,6117
GM,201512,269706
TI,201511,14573
IN,201512,906454
SA,201512,260213
KN,201604,190099
BK,201604,4457
CT,201604,8276
IZ,201605,429516
WI,201605,3763
AJ,201609,28924
MV,201610,9722
EN,201702,13831
NI,201704,369268
IT,201705,231440
RN,201704,113
OC,201708,1207
VM,201709,41257
FO,201512,255
GP,201608,507
CW,201705,728
PC,201709,56
NF,201508,192
,201602,1470120
BL,201604,9667
YI,201607,234
OS,201608,8475
SY,201611,479752
MA,201711,8
RB,201710,119
SB,201607,5
PP,201503,10355
FP,201504,245
NR,201505,9296
CG,201506,3836
BN,201507,10491
SZ,201601,175445
IV,201603,63798
VM,201604,82072
UG,201605,81212
SE,201606,2347
MG,201608,4442
PS,201608,634
DA,201611,41777
AM,201701,25211
UY,201703,5820
LG,201704,7441
BU,201705,16815
CI,201705,19956
PK,201706,308615
AC,201706,1342
UG,201707,29512
VC,201707,645
GB,201611,1133
MB,201709,864
LU,201710,186
FK,201706,112
DR,201602,8799
SI,201602,7650
CE,201612,49610
BE,201705,175289
MB,201707,103
JO,201503,68183
TT,201503,5929
AS,201507,1686181
CB,201507,37809
BY,201508,36302
BD,201510,9782
KV,201511,9663
GG,201601,5100
MY,201603,195282
SC,201602,763
MI,201608,17346
TI,201610,6387
RI,201611,10071
GI,201611,2005
BT,201611,6343
JM,201612,30427
MD,201612,5305
HO,201612,11838
MO,201702,20733
BU,201702,13396
NZ,201703,96574
MU,201703,11183
CI,201704,13184
IV,201704,3583
BT,201704,8914
BY,201705,4994
CF,201705,16866
KE,201706,77619
RM,201708,2614
RW,201708,31744
BM,201709,89246
GB,201505,1088
CN,201510,372
FK,201610,80
VI,201508,537
MN,201510,2117
ML,201711,170
GL,201710,42
CN,201508,142
GL,201510,1833
MV,201601,16567
BR,201607,67207
GQ,201609,15378
BG,201612,139931
SP,201708,358880
CU,201711,593
NE,201709,143
NT,201612,20
WQ,201701,8
NF,201507,8
FQ,201706,5
ZI,201502,24787
IT,201503,223255
QA,201504,31088
SU,201504,74970
CW,201505,1330
SC,201505,817
CH,201506,886649
HK,201507,31290
HU,201507,36058
SE,201507,3789
EK,201508,669
AU,201509,237256
PL,201602,70471
CB,201602,40222
CD,201602,17204
NS,201602,559
SC,201604,527
FP,201605,528
GQ,201606,10091
LH,201607,6642
GB,201607,1240
PP,201608,10359
HA,201610,151892
UV,201611,3978
WA,201611,10078
IS,201612,722282
MZ,201612,14049
EK,201612,2617
BR,201701,125295
OS,201702,7059
KN,201702,253601
NL,201704,48560
GV,201704,5910
WA,201704,6875
GY,201706,8588
MD,201707,5714
AE,201708,50226
GK,201708,1340
JM,201709,16938
MG,201709,4961
VI,201610,709
TP,201704,523
SH,201704,206
MX,201711,983
HR,201605,15421
SO,201606,98986
SE,201611,2791
SP,201703,80687
CH,201704,714392
NH,201508,1335
YI,201605,127
MR,201710,76
MF,201503,4
MV,201503,20682
BB,201503,8895
AF,201504,248158
CF,201505,21997
LE,201505,85336
GB,201507,2074
MG,201510,8578
AE,201512,82826
CN,201512,286
CO,201602,51164
CH,201605,694085
BB,201605,8144
KG,201605,10376
MH,201606,249
CS,201607,7042
PK,201608,624558
NG,201610,23981
FJ,201610,15549
GA,201610,17623
PP,201611,11202
NZ,201702,97317
RQ,201703,8386
DR,201705,6395
PA,201705,2028
VT,201706,10715
NI,201707,367047
LU,201708,2502
MN,201708,2571
BX,201709,2451
LT,201506,3731
KT,201502,308
PC,201608,298
TP,201603,83
SV,201610,124
SW,201711,327
CQ,201708,45
IR,201512,241640
AL,201702,13518
MC,201703,4609
CE,201711,219
TL,201606,38
PF,201509,7
EN,201503,10125
KZ,201503,26362
CH,201504,675667
GI,201504,1769
CE,201505,98102
UY,201505,7550
QA,201506,38280
HR,201506,9170
NS,201508,919
CI,201508,27181
CT,201508,24801
TV,201508,404
NC,201511,1074
UV,201511,10256
ST,201511,2061
RI,201512,15755
BX,201601,15333
RQ,201602,18310
CG,201602,3676
BU,201603,28255
UP,201605,69060
WE,201605,57810
PS,201605,1279
BP,201608,1325
TZ,201609,31884
SA,201610,166213
NP,201610,51286
NU,201610,4814
FO,201611,87
PE,201612,38943
CF,201701,16725
GL,201703,2867
MO,201703,22071
TX,201704,3328
NP,201706,22018
PU,201708,419
AM,201709,13793
PO,201709,9707
CW,201502,319
SO,201604,58332
BC,201605,10515
TU,201708,139924
SH,201605,116
UV,201710,75
KE,201506,110039
SZ,201509,71238
MR,201510,2065
UG,201512,58375
GB,201512,1260
OD,201601,18953
NI,201602,379619
FJ,201609,19204
EZ,201611,21673
MT,201701,27568
IN,201703,801139
GJ,201703,2546
SZ,201704,52440
SG,201704,8307
BO,201707,12838
CB,201708,47686
LS,201505,360
VI,201504,292
RQ,201711,151
SI,201711,14
BD,201710,42
,201511,1756802
BT,201605,4419
BM,201612,46033
CQ,201512,121
FQ,201605,1
BA,201711,78
UK,201503,1151188
CQ,201503,176
CY,201504,23183
SZ,201505,83827
IC,201505,6792
MG,201505,32559
GY,201507,17434
HK,201508,35822
BN,201508,14598
TT,201508,3633
OD,201511,28798
HO,201512,8210
LU,201512,11262
RO,201601,34586
CS,201603,7500
CF,201604,20111
CN,201605,1545
VE,201606,39784
CG,201606,5217
HK,201609,41178
ZA,201609,18924
GG,201610,16111
DO,201610,1434
US,201612,9765762
IS,201611,387555
NO,201611,34419
UK,201612,1214851
SF,201702,204530
IS,201703,473432
MV,201704,17907
MN,201704,2896
LS,201705,286
GG,201705,6985
OD,201707,22613
EZ,201711,47
JE,201711,102
FG,201606,199
MH,201612,211
NE,201612,44
FO,201707,99
BY,201604,22450
TT,201611,582
TS,201612,73612
CS,201612,5194
CJ,201705,1859
NF,201502,268
TD,201503,15441
AF,201503,301689
TO,201506,1592
AG,201507,18213
BF,201510,66251
RE,201602,500
TV,201604,859
NI,201605,497825
NP,201605,67742
IS,201606,477128
TS,201606,12672
TH,201607,97306
SY,201608,583823
TU,201610,341212
IN,201612,929838
GA,201702,35916
BB,201704,7736
NU,201704,3263
GL,201705,2116
FI,201709,10093
KG,201709,4922
IS,201710,3166
PF,201607,872
CN,201609,2516
AA,201705,775
VI,201602,487
ST,201512,1660
GQ,201608,9117
CJ,201709,1487
FQ,201503,16
NF,201512,2
IN,201502,363780
SG,201502,2414
AU,201504,31833
PA,201504,2784
MY,201507,205888
IS,201507,563828
GT,201507,15371
AM,201509,36664
AU,201511,70267
GA,201601,12823
NP,201601,42642
BA,201603,20517
CW,201603,1138
NG,201606,26533
SC,201607,445
CB,201608,38025
SW,201608,46486
AY,201608,1693
LE,201611,44601
GM,201611,327643
MP,201612,3893
WS,201704,3184
JE,201706,17958
CI,201707,11902
PU,201707,639
LA,201708,11069
US,201710,85435
MR,201709,1935
IR,201710,3746
LY,201711,113
WI,201709,359
AQ,201504,593
IO,201511,50
FO,201706,184
TH,201605,118328
AJ,201606,39041
PO,201611,26680
TT,201709,1297
BG,201711,556
PC,201502,32
LT,201710,54
HQ,201611,12
SH,201511,22
PF,201502,8
CN,201710,4
KN,201502,19443
MK,201503,12270
AA,201503,3999
UV,201504,6530
GV,201505,11975
AQ,201506,1564
LA,201506,4457
KN,201507,57291
NG,201507,12806
EG,201509,202098
VC,201511,722
LG,201511,5166
PM,201511,12203
BF,201512,17850
AV,201512,682
EN,201602,4585
NR,201603,10613
GH,201604,88693
MR,201605,3800
TI,201605,19559
MG,201606,16195
IN,201611,928968
TD,201611,18533
UV,201701,3173
LG,201705,7347
HR,201706,9226
ES,201708,6919
KT,201709,28
YM,201710,266
TV,201503,1084
NH,201705,1806
CD,201710,800
WQ,201511,39
RO,201510,36323
BX,201604,19040
SI,201604,2187
LY,201607,78916
CH,201703,676018
MG,201705,3881
CH,201706,580901
CH,201709,382507
MB,201605,177
TE,201602,2
JN,201709,4
