MentionSourceName,ActionGeo_CountryCode,Number_Mentions
onlinenigeria.com,WE,34
indiatimes.com,NC,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,LY,2065
onlinenigeria.com,BN,2566
theguardian.com,LA,132
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,MU,856
france24.com,WA,35
france24.com,BB,14
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,HK,530
onlinenigeria.com,WA,97
france24.com,AQ,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,IN,5085
indiatimes.com,CI,657
france24.com,KS,1944
onlinenigeria.com,RS,4629
indiatimes.com,SB,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,UP,1398
theguardian.com,EC,356
indiatimes.com,AO,130
washingtonpost.com,FP,47
france24.com,MD,69
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
indiatimes.com,TH,4043
france24.com,SL,118
washingtonpost.com,TZ,501
washingtonpost.com,HU,1855
france24.com,AJ,182
washingtonpost.com,AQ,76
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,VE,2678
theguardian.com,ET,894
france24.com,CV,14
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,KU,610
washingtonpost.com,UV,451
indiatimes.com,AL,135
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,ES,1083
indiatimes.com,SP,3186
washingtonpost.com,KS,4929
indiatimes.com,CO,982
theguardian.com,BN,44
theguardian.com,GY,56
theguardian.com,GT,380
theguardian.com,IO,28
washingtonpost.com,DO,37
france24.com,CJ,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,IT,5637
indiatimes.com,GT,276
france24.com,ID,1390
onlinenigeria.com,CY,144
washingtonpost.com,MA,93
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,BE,3413
france24.com,MY,940
france24.com,NU,112
onlinenigeria.com,YI,5
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,FR,16084
theguardian.com,TH,1670
