MentionSourceName,ActionGeo_CountryCode,Number_Mentions
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
kenyastar.com,KE,63635
washingtonpost.com,IN,6489
chinadaily.com.cn,US,35604
gulfnews.com,FR,12954
france24.com,KS,2469
rt.com,EG,1148
chinadaily.com.cn,SW,391
chinadaily.com.cn,VE,321
kenyastar.com,RI,7
japantimes.co.jp,CD,139
japantimes.co.jp,SL,99
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,UP,1736
thejakartapost.com,KS,2371
thejakartapost.com,TT,311
gulfnews.com,SO,1510
japantimes.co.jp,GM,4105
gulfnews.com,SP,2373
gulfnews.com,AO,164
timesofisrael.com,BK,59
rt.com,KS,942
thehindu.com,PM,298
rt.com,PE,125
chinadaily.com.cn,GA,174
rt.com,CB,51
theguardian.com,EC,473
washingtonpost.com,FP,50
chinadaily.com.cn,PP,77
france24.com,MD,100
japantimes.co.jp,AV,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
gulfnews.com,AF,7948
dailytelegraph.com.au,GR,5157
dailytelegraph.com.au,SY,12654
thehindu.com,SY,5629
kenyastar.com,AM,454
kenyastar.com,HR,9
rt.com,SN,59
chinadaily.com.cn,NS,15
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
japantimes.co.jp,ID,1846
washingtonpost.com,TZ,641
gulfnews.com,CN,133
washingtonpost.com,HU,2330
dailytelegraph.com.au,SZ,1421
thehindu.com,ES,43
timesofisrael.com,MO,534
thejakartapost.com,NP,338
timesofisrael.com,VE,196
france24.com,AJ,235
thejakartapost.com,TV,5
washingtonpost.com,AQ,94
france24.com,SL,155
dailytelegraph.com.au,BH,98
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,VE,3385
thehindu.com,BR,907
theguardian.com,ET,1180
chinadaily.com.cn,SA,1741
gulfnews.com,RS,14790
timesofisrael.com,LE,2414
chinadaily.com.cn,EG,2476
chinadaily.com.cn,RE,36
france24.com,CV,15
thehindu.com,MJ,19
japantimes.co.jp,RM,52
japantimes.co.jp,MA,21
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,KU,733
rt.com,IS,8043
gulfnews.com,IZ,12505
gulfnews.com,AM,313
washingtonpost.com,UV,603
dailytelegraph.com.au,BE,2584
gulfnews.com,CB,465
japantimes.co.jp,JO,676
thehindu.com,RM,32
timesofisrael.com,SE,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,KS,6346
rt.com,GR,2463
washingtonpost.com,ES,1410
chinadaily.com.cn,BX,1902
thehindu.com,RW,197
theguardian.com,GT,463
thehindu.com,VE,330
dailytelegraph.com.au,HA,327
gulfnews.com,ES,114
gulfnews.com,BF,95
timesofisrael.com,OS,96
theguardian.com,IO,38
theguardian.com,BN,53
washingtonpost.com,DO,47
france24.com,CJ,6
theguardian.com,GY,67
thehindu.com,GP,2
timesofisrael.com,MG,5
japantimes.co.jp,FM,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
thejakartapost.com,JA,4249
dailytelegraph.com.au,HK,908
theguardian.com,IT,7069
thehindu.com,TI,63
dailytelegraph.com.au,TZ,192
france24.com,ID,1809
timesofisrael.com,HU,1481
washingtonpost.com,MA,121
kenyastar.com,GT,90
thehindu.com,KV,16
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,BE,4241
thejakartapost.com,RP,4038
france24.com,MY,1236
rt.com,BE,1537
dailytelegraph.com.au,AG,220
france24.com,NU,154
dailytelegraph.com.au,TX,38
chinadaily.com.cn,SG,81
kenyastar.com,CU,158
dailytelegraph.com.au,SE,21
timesofisrael.com,NS,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,FR,20393
chinadaily.com.cn,AF,1906
theguardian.com,TH,2155
thejakartapost.com,EG,1259
kenyastar.com,LI,220
gulfnews.com,MZ,272
kenyastar.com,AF,206
thehindu.com,ZA,47
dailytelegraph.com.au,BD,66
rt.com,CF,36
thejakartapost.com,NG,17
dailytelegraph.com.au,LI,21
chinadaily.com.cn,GQ,57
japantimes.co.jp,MT,85
france24.com,AV,11
kenyastar.com,KU,17
rt.com,GB,4
theguardian.com,VC,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
dailytelegraph.com.au,RO,345
japantimes.co.jp,KS,6491
washingtonpost.com,ET,1512
gulfnews.com,NP,1704
theguardian.com,GV,251
dailytelegraph.com.au,PP,1307
gulfnews.com,BM,1339
rt.com,LG,284
washingtonpost.com,VQ,99
chinadaily.com.cn,MU,75
washingtonpost.com,,33415
thehindu.com,MG,221
kenyastar.com,GR,180
thejakartapost.com,MU,111
gulfnews.com,MP,45
timesofisrael.com,CM,22
thejakartapost.com,UZ,21
france24.com,WI,31
thehindu.com,TV,5
gulfnews.com,FP,3
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
kenyastar.com,QA,40
japantimes.co.jp,SF,505
thejakartapost.com,CJ,2
france24.com,VE,3077
japantimes.co.jp,TS,436
thehindu.com,NO,478
france24.com,PL,2029
theguardian.com,AV,38
gulfnews.com,EK,59
chinadaily.com.cn,GL,29
dailytelegraph.com.au,SH,37
timesofisrael.com,CV,13
thejakartapost.com,ZA,11
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
thejakartapost.com,US,15668
gulfnews.com,BA,3661
france24.com,CU,2108
theguardian.com,RB,289
timesofisrael.com,KS,503
thejakartapost.com,TW,1036
chinadaily.com.cn,ET,462
kenyastar.com,IS,1797
france24.com,MA,108
thehindu.com,AR,219
gulfnews.com,CV,10
kenyastar.com,OS,24
gulfnews.com,LU,275
rt.com,CM,55
gulfnews.com,PP,195
thehindu.com,NG,58
chinadaily.com.cn,YI,14
theguardian.com,IM,6
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,SG,532
timesofisrael.com,PL,2627
washingtonpost.com,TX,132
gulfnews.com,KS,3523
japantimes.co.jp,NL,665
theguardian.com,MN,143
thejakartapost.com,,7159
timesofisrael.com,CF,31
washingtonpost.com,WI,60
france24.com,VI,23
theguardian.com,AN,6
dailytelegraph.com.au,CG,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,TU,13261
theguardian.com,MY,1620
france24.com,AF,4284
washingtonpost.com,HA,1941
dailytelegraph.com.au,VT,54
gulfnews.com,MK,239
timesofisrael.com,SG,43
thehindu.com,NS,20
chinadaily.com.cn,MT,61
dailytelegraph.com.au,GP,7
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
dailytelegraph.com.au,BB,73
france24.com,UG,614
france24.com,TI,87
japantimes.co.jp,GL,35
thejakartapost.com,BY,50
japantimes.co.jp,BP,5
timesofisrael.com,BX,17
theguardian.com,AA,5
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,UG,1613
timesofisrael.com,DA,471
timesofisrael.com,ET,798
thejakartapost.com,TU,2798
gulfnews.com,VT,189
kenyastar.com,MZ,258
rt.com,RI,309
rt.com,WE,302
theguardian.com,TO,9
rt.com,GG,123
chinadaily.com.cn,FJ,126
thejakartapost.com,WI,6
thejakartapost.com,UY,54
kenyastar.com,NH,9
dailytelegraph.com.au,AV,6
chinadaily.com.cn,DO,3
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,SY,16342
france24.com,SA,5019
gulfnews.com,GH,276
chinadaily.com.cn,DA,755
gulfnews.com,HU,617
theguardian.com,CT,291
timesofisrael.com,EZ,406
rt.com,EI,749
france24.com,LH,254
theguardian.com,RQ,316
gulfnews.com,LA,176
chinadaily.com.cn,HO,26
washingtonpost.com,IC,301
gulfnews.com,TX,106
chinadaily.com.cn,AL,77
washingtonpost.com,FO,8
chinadaily.com.cn,EK,27
chinadaily.com.cn,GB,23
france24.com,WZ,4
rt.com,GY,5
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
kenyastar.com,UK,4139
thehindu.com,FR,7063
gulfnews.com,SA,18998
washingtonpost.com,GL,212
theguardian.com,KZ,257
timesofisrael.com,RP,278
gulfnews.com,TP,7
kenyastar.com,IV,868
chinadaily.com.cn,PM,191
gulfnews.com,TN,23
timesofisrael.com,VI,10
kenyastar.com,LO,9
dailytelegraph.com.au,AN,4
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
gulfnews.com,IS,16049
rt.com,SY,12032
thejakartapost.com,UK,3419
france24.com,IV,621
chinadaily.com.cn,IC,70
france24.com,BO,287
thehindu.com,BD,18
thehindu.com,AJ,56
kenyastar.com,AR,36
theguardian.com,FJ,141
thejakartapost.com,NS,18
france24.com,RN,5
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,JA,4650
theguardian.com,CY,372
france24.com,HR,472
france24.com,TX,111
rt.com,TH,244
dailytelegraph.com.au,TT,170
japantimes.co.jp,UZ,103
theguardian.com,EK,32
japantimes.co.jp,MJ,24
japantimes.co.jp,DR,65
thehindu.com,SM,16
france24.com,SH,2
thejakartapost.com,IM,3
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,JE,996
gulfnews.com,PK,22077
gulfnews.com,JO,2638
japantimes.co.jp,TU,3965
france24.com,NZ,572
washingtonpost.com,SL,290
theguardian.com,RP,1903
france24.com,NO,877
rt.com,ER,60
thejakartapost.com,OC,78
japantimes.co.jp,ES,99
japantimes.co.jp,TT,37
timesofisrael.com,LO,110
timesofisrael.com,SL,28
theguardian.com,YI,18
thejakartapost.com,BT,36
japantimes.co.jp,MF,6
thejakartapost.com,LI,10
thejakartapost.com,MJ,15
gulfnews.com,MB,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
dailytelegraph.com.au,NZ,8734
thehindu.com,ZI,126
timesofisrael.com,AJ,309
france24.com,BL,249
rt.com,BL,72
washingtonpost.com,LS,32
dailytelegraph.com.au,EN,72
thejakartapost.com,FG,5
dailytelegraph.com.au,LS,1
kenyastar.com,MN,3
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
theguardian.com,SL,451
washingtonpost.com,RO,1890
japantimes.co.jp,FR,6184
japantimes.co.jp,AS,3855
thehindu.com,KU,458
theguardian.com,LE,950
timesofisrael.com,ID,284
rt.com,ID,317
japantimes.co.jp,DA,345
washingtonpost.com,HR,681
theguardian.com,MC,56
theguardian.com,PG,15
japantimes.co.jp,FJ,43
gulfnews.com,MT,210
kenyastar.com,EI,190
gulfnews.com,MA,69
dailytelegraph.com.au,WI,12
dailytelegraph.com.au,PS,13
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
thejakartapost.com,TH,2948
theguardian.com,IZ,7030
chinadaily.com.cn,OD,397
dailytelegraph.com.au,AU,950
japantimes.co.jp,PP,23
theguardian.com,VE,821
timesofisrael.com,CG,2
thejakartapost.com,PA,16
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,US,756514
japantimes.co.jp,CA,2204
washingtonpost.com,SF,3321
washingtonpost.com,MK,907
gulfnews.com,BY,491
theguardian.com,EZ,498
dailytelegraph.com.au,VM,2369
france24.com,DA,685
theguardian.com,TW,541
theguardian.com,DJ,163
gulfnews.com,TD,34
washingtonpost.com,KR,49
dailytelegraph.com.au,EK,26
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,IS,13440
chinadaily.com.cn,AJ,169
thejakartapost.com,MP,18
gulfnews.com,SE,74
france24.com,CF,723
france24.com,HU,1240
washingtonpost.com,GY,184
washingtonpost.com,AN,27
thejakartapost.com,KR,19
timesofisrael.com,BO,135
rt.com,BD,5
theguardian.com,EN,174
dailytelegraph.com.au,BT,49
rt.com,LT,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
thejakartapost.com,YM,703
washingtonpost.com,PM,855
washingtonpost.com,TS,1503
gulfnews.com,PM,318
theguardian.com,MG,129
dailytelegraph.com.au,LA,237
timesofisrael.com,MK,49
dailytelegraph.com.au,WS,242
chinadaily.com.cn,AY,46
washingtonpost.com,BC,45
washingtonpost.com,VC,33
kenyastar.com,WI,8
japantimes.co.jp,YI,8
thehindu.com,CV,3
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,MX,14577
dailytelegraph.com.au,TH,3578
theguardian.com,KT,114
japantimes.co.jp,GG,50
chinadaily.com.cn,ZA,127
timesofisrael.com,LS,2
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,SP,3804
thehindu.com,NZ,653
thejakartapost.com,AS,4712
chinadaily.com.cn,PK,2660
washingtonpost.com,ML,1450
france24.com,GB,318
theguardian.com,MA,174
rt.com,SP,1096
thehindu.com,PL,536
thehindu.com,LO,46
dailytelegraph.com.au,BU,197
kenyastar.com,ER,55
dailytelegraph.com.au,GZ,33
japantimes.co.jp,VQ,6
theguardian.com,NC,32
france24.com,NH,18
japantimes.co.jp,GY,17
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,CD,983
timesofisrael.com,EI,345
washingtonpost.com,SN,1098
dailytelegraph.com.au,JE,360
timesofisrael.com,PM,89
rt.com,SI,44
japantimes.co.jp,BT,91
thejakartapost.com,BN,9
thejakartapost.com,CM,21
france24.com,AY,44
rt.com,NH,4
dailytelegraph.com.au,TO,6
gulfnews.com,PS,10
kenyastar.com,PA,5
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
washingtonpost.com,BG,3766
japantimes.co.jp,NI,1376
theguardian.com,SF,3605
theguardian.com,CA,7000
france24.com,IT,4755
gulfnews.com,RI,226
japantimes.co.jp,BL,81
dailytelegraph.com.au,BK,90
france24.com,OS,171
dailytelegraph.com.au,IC,327
thehindu.com,GI,18
kenyastar.com,CY,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
thehindu.com,US,32081
washingtonpost.com,JA,9713
kenyastar.com,MK,15
gulfnews.com,NO,954
kenyastar.com,AE,466
timesofisrael.com,FI,79
theguardian.com,AY,120
chinadaily.com.cn,UV,48
thejakartapost.com,AO,37
kenyastar.com,ST,3
thejakartapost.com,BL,28
rt.com,MA,9
washingtonpost.com,AV,9
kenyastar.com,KG,5
france24.com,KT,3
gulfnews.com,NS,1
MentionSourceName,ActionGeo_CountryCode,Number_Mentions
france24.com,SF,2377
rt.com,FR,6450
thehindu.com,MP,461
chinadaily.com.cn,SZ,1480
timesofisrael.com,GY,6
