MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,PA,36742,117
washingtonpost.com,PA,36742,215
washingtonpost.com,TD,182840,123
theguardian.com,TD,182840,74
indiatimes.com,TD,182840,62
onlinenigeria.com,TD,182840,19
france24.com,TD,182840,9
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,RP,2214262,2375
france24.com,RP,2214262,2143
theguardian.com,RP,2214262,1489
washingtonpost.com,RP,2214262,3544
onlinenigeria.com,RP,2214262,490
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,AG,154645,506
france24.com,AG,154645,461
indiatimes.com,AG,154645,493
theguardian.com,AG,154645,224
onlinenigeria.com,AG,154645,79
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,DJ,73618,282
washingtonpost.com,DJ,73618,276
theguardian.com,DJ,73618,120
france24.com,DJ,73618,179
onlinenigeria.com,DJ,73618,44
theguardian.com,MC,26049,48
washingtonpost.com,MC,26049,55
indiatimes.com,MC,26049,50
onlinenigeria.com,MC,26049,15
france24.com,MC,26049,24
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,HA,186385,400
washingtonpost.com,HA,186385,1544
indiatimes.com,HA,186385,250
france24.com,HA,186385,517
onlinenigeria.com,HA,186385,96
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,BA,223321,405
washingtonpost.com,BA,223321,935
france24.com,BA,223321,493
indiatimes.com,BA,223321,613
onlinenigeria.com,BA,223321,103
indiatimes.com,JO,472375,729
washingtonpost.com,JO,472375,2534
theguardian.com,JO,472375,822
onlinenigeria.com,JO,472375,310
france24.com,JO,472375,678
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,ET,346913,892
indiatimes.com,ET,346913,428
washingtonpost.com,ET,346913,1126
france24.com,ET,346913,380
onlinenigeria.com,ET,346913,302
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,SG,92422,422
indiatimes.com,SG,92422,127
theguardian.com,SG,92422,204
france24.com,SG,92422,355
onlinenigeria.com,SG,92422,262
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,EI,1444767,5162
washingtonpost.com,EI,1444767,1761
indiatimes.com,EI,1444767,1433
france24.com,EI,1444767,595
onlinenigeria.com,EI,1444767,934
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,BF,202491,87
washingtonpost.com,BF,202491,308
theguardian.com,BF,202491,161
onlinenigeria.com,BF,202491,52
france24.com,BF,202491,39
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,CU,656232,1628
indiatimes.com,CU,656232,1891
theguardian.com,CU,656232,1563
onlinenigeria.com,CU,656232,628
washingtonpost.com,CU,656232,5313
theguardian.com,IT,1332785,5555
indiatimes.com,IT,1332785,5189
washingtonpost.com,IT,1332785,6050
france24.com,IT,1332785,3675
onlinenigeria.com,IT,1332785,1594
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,FO,3265,16
france24.com,FO,3265,11
washingtonpost.com,FO,3265,7
indiatimes.com,FO,3265,3
onlinenigeria.com,FO,3265,1
indiatimes.com,MV,75490,1180
washingtonpost.com,MV,75490,359
theguardian.com,MV,75490,352
onlinenigeria.com,MV,75490,51
france24.com,MV,75490,77
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,SE,38478,25
indiatimes.com,SE,38478,253
theguardian.com,SE,38478,23
washingtonpost.com,SE,38478,54
onlinenigeria.com,SE,38478,8
washingtonpost.com,VM,889210,2389
france24.com,VM,889210,587
theguardian.com,VM,889210,1036
indiatimes.com,VM,889210,1931
onlinenigeria.com,VM,889210,265
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,BG,1044479,2738
theguardian.com,BG,1044479,1623
indiatimes.com,BG,1044479,12206
france24.com,BG,1044479,1999
onlinenigeria.com,BG,1044479,320
indiatimes.com,FJ,192385,104
theguardian.com,FJ,192385,114
france24.com,FJ,192385,41
onlinenigeria.com,FJ,192385,30
washingtonpost.com,FJ,192385,65
washingtonpost.com,WS,59593,37
theguardian.com,WS,59593,25
indiatimes.com,WS,59593,13
france24.com,WS,59593,15
onlinenigeria.com,WS,59593,5
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,KU,224156,642
indiatimes.com,KU,224156,969
france24.com,KU,224156,573
theguardian.com,KU,224156,162
onlinenigeria.com,KU,224156,48
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,UK,8607150,129984
indiatimes.com,UK,8607150,31629
washingtonpost.com,UK,8607150,16974
onlinenigeria.com,UK,8607150,27482
france24.com,UK,8607150,9891
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,CJ,37779,4
washingtonpost.com,CJ,37779,42
onlinenigeria.com,CJ,37779,8
theguardian.com,CJ,37779,37
indiatimes.com,CJ,37779,23
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,CW,18004,2
washingtonpost.com,CW,18004,2
theguardian.com,CW,18004,1
france24.com,CW,18004,3
onlinenigeria.com,CW,18004,1
washingtonpost.com,FM,9874,24
theguardian.com,FM,9874,17
indiatimes.com,FM,9874,9
onlinenigeria.com,FM,9874,2
france24.com,LO,63445,115
theguardian.com,LO,63445,142
washingtonpost.com,LO,63445,179
indiatimes.com,LO,63445,152
onlinenigeria.com,LO,63445,39
theguardian.com,MH,4280,8
washingtonpost.com,MH,4280,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,MU,144663,730
washingtonpost.com,MU,144663,233
france24.com,MU,144663,142
theguardian.com,MU,144663,72
onlinenigeria.com,MU,144663,71
indiatimes.com,OS,98179,268
washingtonpost.com,OS,98179,330
onlinenigeria.com,OS,98179,96
theguardian.com,OS,98179,256
france24.com,OS,98179,133
washingtonpost.com,PE,255247,1036
indiatimes.com,PE,255247,552
theguardian.com,PE,255247,736
onlinenigeria.com,PE,255247,194
france24.com,PE,255247,466
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,HQ,375,1
indiatimes.com,LS,5461,30
france24.com,LS,5461,11
onlinenigeria.com,LS,5461,8
theguardian.com,LS,5461,28
washingtonpost.com,LS,5461,26
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
onlinenigeria.com,MZ,101496,223
washingtonpost.com,MZ,101496,192
theguardian.com,MZ,101496,157
france24.com,MZ,101496,186
indiatimes.com,MZ,101496,401
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,LG,90849,121
washingtonpost.com,LG,90849,125
france24.com,LG,90849,81
onlinenigeria.com,LG,90849,25
theguardian.com,LG,90849,144
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,DO,17168,25
onlinenigeria.com,DO,17168,10
washingtonpost.com,DO,17168,37
indiatimes.com,DO,17168,12
france24.com,DO,17168,4
theguardian.com,LE,541157,730
indiatimes.com,LE,541157,633
washingtonpost.com,LE,541157,2104
onlinenigeria.com,LE,541157,268
france24.com,LE,541157,1064
france24.com,QA,454165,1307
indiatimes.com,QA,454165,2658
onlinenigeria.com,QA,454165,225
washingtonpost.com,QA,454165,1542
theguardian.com,QA,454165,641
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,TH,762752,3503
washingtonpost.com,TH,762752,2819
theguardian.com,TH,762752,1646
france24.com,TH,762752,1205
onlinenigeria.com,TH,762752,521
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,EG,1305465,2568
washingtonpost.com,EG,1305465,8931
france24.com,EG,1305465,2831
indiatimes.com,EG,1305465,3237
onlinenigeria.com,EG,1305465,1030
indiatimes.com,SH,1094,2
washingtonpost.com,SH,1094,1
france24.com,SH,1094,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,CS,81145,183
indiatimes.com,CS,81145,72
onlinenigeria.com,CS,81145,43
france24.com,CS,81145,110
washingtonpost.com,CS,81145,179
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,MF,727,8
onlinenigeria.com,MF,727,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,GY,172683,146
theguardian.com,GY,172683,54
france24.com,GY,172683,25
indiatimes.com,GY,172683,39
onlinenigeria.com,GY,172683,32
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,FP,7546,42
indiatimes.com,FP,7546,19
theguardian.com,FP,7546,31
onlinenigeria.com,FP,7546,5
france24.com,FP,7546,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,CE,627960,5181
theguardian.com,CE,627960,511
washingtonpost.com,CE,627960,640
france24.com,CE,627960,339
onlinenigeria.com,CE,627960,49
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,VC,15258,26
indiatimes.com,VC,15258,3
theguardian.com,VC,15258,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,RN,2509,5
indiatimes.com,RN,2509,14
onlinenigeria.com,RN,2509,3
washingtonpost.com,RN,2509,2
france24.com,RN,2509,5
indiatimes.com,SN,557909,4793
washingtonpost.com,SN,557909,840
theguardian.com,SN,557909,560
onlinenigeria.com,SN,557909,262
france24.com,SN,557909,423
indiatimes.com,TX,79110,266
washingtonpost.com,TX,79110,105
france24.com,TX,79110,96
theguardian.com,TX,79110,50
onlinenigeria.com,TX,79110,13
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,CB,307824,573
washingtonpost.com,CB,307824,1169
theguardian.com,CB,307824,559
france24.com,CB,307824,335
onlinenigeria.com,CB,307824,116
indiatimes.com,NZ,901577,1212
france24.com,NZ,901577,450
theguardian.com,NZ,901577,1932
washingtonpost.com,NZ,901577,892
onlinenigeria.com,NZ,901577,626
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,BT,64534,1292
washingtonpost.com,BT,64534,43
france24.com,BT,64534,26
theguardian.com,BT,64534,79
onlinenigeria.com,BT,64534,32
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,HU,301139,1781
indiatimes.com,HU,301139,926
france24.com,HU,301139,972
theguardian.com,HU,301139,955
onlinenigeria.com,HU,301139,333
france24.com,KN,842757,2262
theguardian.com,KN,842757,2181
indiatimes.com,KN,842757,4812
washingtonpost.com,KN,842757,6067
onlinenigeria.com,KN,842757,897
france24.com,YM,640973,3079
theguardian.com,YM,640973,1365
indiatimes.com,YM,640973,3161
washingtonpost.com,YM,640973,3493
onlinenigeria.com,YM,640973,392
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,KE,1082267,2000
washingtonpost.com,KE,1082267,2672
indiatimes.com,KE,1082267,1713
france24.com,KE,1082267,1087
onlinenigeria.com,KE,1082267,1106
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,CY,199517,625
indiatimes.com,CY,199517,378
france24.com,CY,199517,418
theguardian.com,CY,199517,284
onlinenigeria.com,CY,199517,111
theguardian.com,SI,55544,122
indiatimes.com,SI,55544,193
france24.com,SI,55544,83
onlinenigeria.com,SI,55544,67
washingtonpost.com,SI,55544,192
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,ML,135277,1061
indiatimes.com,ML,135277,776
theguardian.com,ML,135277,344
france24.com,ML,135277,847
onlinenigeria.com,ML,135277,224
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,EZ,216133,698
indiatimes.com,EZ,216133,586
france24.com,EZ,216133,342
theguardian.com,EZ,216133,407
onlinenigeria.com,EZ,216133,116
france24.com,GP,4087,34
washingtonpost.com,GP,4087,20
indiatimes.com,GP,4087,12
onlinenigeria.com,GP,4087,6
theguardian.com,GP,4087,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,UG,567017,1196
theguardian.com,UG,567017,954
indiatimes.com,UG,567017,441
france24.com,UG,567017,467
onlinenigeria.com,UG,567017,256
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,GA,169894,457
onlinenigeria.com,GA,169894,893
france24.com,GA,169894,448
theguardian.com,GA,169894,367
indiatimes.com,GA,169894,82
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,AS,4644073,55572
indiatimes.com,AS,4644073,7983
washingtonpost.com,AS,4644073,5302
france24.com,AS,4644073,2651
onlinenigeria.com,AS,4644073,9712
washingtonpost.com,BE,717021,3083
france24.com,BE,717021,2785
theguardian.com,BE,717021,3349
indiatimes.com,BE,717021,3578
onlinenigeria.com,BE,717021,1334
france24.com,MA,34738,88
washingtonpost.com,MA,34738,93
theguardian.com,MA,34738,150
onlinenigeria.com,MA,34738,36
indiatimes.com,MA,34738,116
theguardian.com,WZ,47943,57
washingtonpost.com,WZ,47943,18
onlinenigeria.com,WZ,47943,49
indiatimes.com,WZ,47943,12
france24.com,WZ,47943,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,AC,30773,10
washingtonpost.com,AC,30773,61
theguardian.com,AC,30773,29
onlinenigeria.com,AC,30773,23
indiatimes.com,AC,30773,29
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,AN,3156,8
washingtonpost.com,AN,3156,27
france24.com,AN,3156,10
theguardian.com,AN,3156,5
onlinenigeria.com,AN,3156,2
indiatimes.com,KS,1003571,5744
theguardian.com,KS,1003571,1595
france24.com,KS,1003571,1843
washingtonpost.com,KS,1003571,4675
onlinenigeria.com,KS,1003571,639
onlinenigeria.com,NI,4335693,148033
indiatimes.com,NI,4335693,2822
washingtonpost.com,NI,4335693,3337
theguardian.com,NI,4335693,2298
france24.com,NI,4335693,2287
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,KG,125448,73
indiatimes.com,KG,125448,181
theguardian.com,KG,125448,109
washingtonpost.com,KG,125448,89
onlinenigeria.com,KG,125448,7
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,TT,20420,47
theguardian.com,TT,20420,64
indiatimes.com,TT,20420,36
france24.com,TT,20420,18
onlinenigeria.com,TT,20420,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,BO,262184,230
indiatimes.com,BO,262184,313
washingtonpost.com,BO,262184,447
france24.com,BO,262184,221
onlinenigeria.com,BO,262184,64
washingtonpost.com,NO,341364,1044
theguardian.com,NO,341364,1252
indiatimes.com,NO,341364,1005
france24.com,NO,341364,654
onlinenigeria.com,NO,341364,250
theguardian.com,SY,3452009,10664
washingtonpost.com,SY,3452009,19650
france24.com,SY,3452009,12647
indiatimes.com,SY,3452009,10723
onlinenigeria.com,SY,3452009,3834
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,ER,68819,580
washingtonpost.com,ER,68819,245
france24.com,ER,68819,128
indiatimes.com,ER,68819,86
onlinenigeria.com,ER,68819,35
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,CO,319338,1024
indiatimes.com,CO,319338,808
washingtonpost.com,CO,319338,2278
france24.com,CO,319338,1979
onlinenigeria.com,CO,319338,216
theguardian.com,IM,2014,5
onlinenigeria.com,IM,2014,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,IZ,1890111,13615
theguardian.com,IZ,1890111,5438
indiatimes.com,IZ,1890111,6779
france24.com,IZ,1890111,5709
onlinenigeria.com,IZ,1890111,2221
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,UY,46870,139
washingtonpost.com,UY,46870,267
france24.com,UY,46870,87
indiatimes.com,UY,46870,58
onlinenigeria.com,UY,46870,15
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
indiatimes.com,OC,15392,259
washingtonpost.com,OC,15392,36
france24.com,OC,15392,14
theguardian.com,OC,15392,8
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,NG,120271,333
onlinenigeria.com,NG,120271,1879
france24.com,NG,120271,411
theguardian.com,NG,120271,268
indiatimes.com,NG,120271,135
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,JE,188996,743
indiatimes.com,JE,188996,123
theguardian.com,JE,188996,213
onlinenigeria.com,JE,188996,91
france24.com,JE,188996,40
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,AR,251922,633
washingtonpost.com,AR,251922,1476
france24.com,AR,251922,730
indiatimes.com,AR,251922,690
onlinenigeria.com,AR,251922,201
theguardian.com,CF,121180,371
washingtonpost.com,CF,121180,945
onlinenigeria.com,CF,121180,195
france24.com,CF,121180,525
indiatimes.com,CF,121180,223
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,RM,18152,77
indiatimes.com,RM,18152,39
france24.com,RM,18152,30
theguardian.com,RM,18152,64
onlinenigeria.com,RM,18152,7
washingtonpost.com,TK,1163,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,LU,85835,261
indiatimes.com,LU,85835,376
theguardian.com,LU,85835,431
washingtonpost.com,LU,85835,162
onlinenigeria.com,LU,85835,47
theguardian.com,NF,769,35
indiatimes.com,SZ,685031,4034
onlinenigeria.com,SZ,685031,686
theguardian.com,SZ,685031,2023
washingtonpost.com,SZ,685031,2164
france24.com,SZ,685031,1775
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,IS,3522487,17388
indiatimes.com,IS,3522487,8274
france24.com,IS,3522487,10104
theguardian.com,IS,3522487,6171
onlinenigeria.com,IS,3522487,1528
indiatimes.com,MP,43659,991
washingtonpost.com,MP,43659,40
theguardian.com,MP,43659,74
onlinenigeria.com,MP,43659,25
france24.com,MP,43659,10
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,AF,1766832,10990
indiatimes.com,AF,1766832,9141
france24.com,AF,1766832,3212
theguardian.com,AF,1766832,4029
onlinenigeria.com,AF,1766832,1151
indiatimes.com,JA,1717682,13218
washingtonpost.com,JA,1717682,7167
theguardian.com,JA,1717682,3591
france24.com,JA,1717682,3042
onlinenigeria.com,JA,1717682,895
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
onlinenigeria.com,BB,86287,41
washingtonpost.com,BB,86287,55
france24.com,BB,86287,14
indiatimes.com,BB,86287,17
theguardian.com,BB,86287,91
washingtonpost.com,CQ,1424,9
indiatimes.com,CQ,1424,1
theguardian.com,CQ,1424,1
france24.com,CQ,1424,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,PP,84482,522
france24.com,PP,84482,40
washingtonpost.com,PP,84482,91
indiatimes.com,PP,84482,82
onlinenigeria.com,PP,84482,39
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
onlinenigeria.com,CD,136753,375
washingtonpost.com,CD,136753,716
france24.com,CD,136753,285
indiatimes.com,CD,136753,263
theguardian.com,CD,136753,245
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,AO,120988,335
washingtonpost.com,AO,120988,238
indiatimes.com,AO,120988,126
onlinenigeria.com,AO,120988,97
france24.com,AO,120988,181
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,ST,25057,5
indiatimes.com,ST,25057,1
washingtonpost.com,ST,25057,3
onlinenigeria.com,ST,25057,1
france24.com,ST,25057,4
