MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
rt.com,ZI,681718,88
france24.com,ZI,681718,353
japantimes.co.jp,ZI,681718,84
timesofisrael.com,ZI,681718,19
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,GR,970467,4669
france24.com,GR,970467,3335
gulfnews.com,GR,970467,2134
dailytelegraph.com.au,GR,970467,1765
theguardian.com,GR,970467,4345
japantimes.co.jp,GR,970467,1046
rt.com,GR,970467,1826
thejakartapost.com,GR,970467,909
thehindu.com,GR,970467,756
chinadaily.com.cn,GR,970467,778
timesofisrael.com,GR,970467,1068
kenyastar.com,GR,970467,138
rt.com,UP,895054,3900
dailytelegraph.com.au,UP,895054,541
gulfnews.com,UP,895054,884
washingtonpost.com,UP,895054,3133
france24.com,UP,895054,2123
japantimes.co.jp,UP,895054,1066
theguardian.com,UP,895054,1388
thejakartapost.com,UP,895054,210
timesofisrael.com,UP,895054,739
chinadaily.com.cn,UP,895054,317
thehindu.com,UP,895054,410
kenyastar.com,UP,895054,144
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,GI,34212,60
rt.com,GI,34212,34
dailytelegraph.com.au,GI,34212,17
timesofisrael.com,GI,34212,14
theguardian.com,GI,34212,154
japantimes.co.jp,GI,34212,21
washingtonpost.com,GI,34212,67
gulfnews.com,GI,34212,19
chinadaily.com.cn,GI,34212,9
kenyastar.com,GI,34212,2
thehindu.com,GI,34212,16
thejakartapost.com,GI,34212,6
washingtonpost.com,PA,36742,215
japantimes.co.jp,PA,36742,88
france24.com,PA,36742,65
theguardian.com,PA,36742,171
gulfnews.com,PA,36742,47
thehindu.com,PA,36742,18
thejakartapost.com,PA,36742,12
timesofisrael.com,PA,36742,38
rt.com,PA,36742,28
dailytelegraph.com.au,PA,36742,29
kenyastar.com,PA,36742,5
chinadaily.com.cn,PA,36742,2
theguardian.com,TD,182840,74
gulfnews.com,TD,182840,17
washingtonpost.com,TD,182840,123
chinadaily.com.cn,TD,182840,21
kenyastar.com,TD,182840,11
france24.com,TD,182840,9
japantimes.co.jp,TD,182840,5
dailytelegraph.com.au,TD,182840,11
timesofisrael.com,TD,182840,12
rt.com,TD,182840,1
thehindu.com,TD,182840,13
thejakartapost.com,TD,182840,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
japantimes.co.jp,RP,2214262,3116
dailytelegraph.com.au,RP,2214262,890
france24.com,RP,2214262,2143
chinadaily.com.cn,RP,2214262,1431
gulfnews.com,RP,2214262,8166
washingtonpost.com,RP,2214262,3544
theguardian.com,RP,2214262,1489
thehindu.com,RP,2214262,890
timesofisrael.com,RP,2214262,222
thejakartapost.com,RP,2214262,3060
rt.com,RP,2214262,785
kenyastar.com,RP,2214262,201
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
kenyastar.com,AG,154645,37
washingtonpost.com,AG,154645,506
theguardian.com,AG,154645,224
gulfnews.com,AG,154645,632
thehindu.com,AG,154645,130
timesofisrael.com,AG,154645,173
france24.com,AG,154645,461
japantimes.co.jp,AG,154645,83
dailytelegraph.com.au,AG,154645,66
rt.com,AG,154645,107
chinadaily.com.cn,AG,154645,45
thejakartapost.com,AG,154645,32
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
rt.com,DJ,73618,54
thehindu.com,DJ,73618,155
theguardian.com,DJ,73618,120
france24.com,DJ,73618,179
washingtonpost.com,DJ,73618,276
japantimes.co.jp,DJ,73618,129
timesofisrael.com,DJ,73618,124
kenyastar.com,DJ,73618,90
gulfnews.com,DJ,73618,271
chinadaily.com.cn,DJ,73618,124
dailytelegraph.com.au,DJ,73618,36
thejakartapost.com,DJ,73618,39
chinadaily.com.cn,MC,26049,312
theguardian.com,MC,26049,48
gulfnews.com,MC,26049,8
france24.com,MC,26049,24
washingtonpost.com,MC,26049,55
thehindu.com,MC,26049,16
japantimes.co.jp,MC,26049,25
dailytelegraph.com.au,MC,26049,10
rt.com,MC,26049,4
thejakartapost.com,MC,26049,27
timesofisrael.com,MC,26049,1
kenyastar.com,MC,26049,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,HA,186385,400
washingtonpost.com,HA,186385,1544
thejakartapost.com,HA,186385,66
france24.com,HA,186385,517
kenyastar.com,HA,186385,63
dailytelegraph.com.au,HA,186385,118
gulfnews.com,HA,186385,206
timesofisrael.com,HA,186385,80
thehindu.com,HA,186385,42
japantimes.co.jp,HA,186385,118
chinadaily.com.cn,HA,186385,30
rt.com,HA,186385,69
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thejakartapost.com,BA,223321,102
gulfnews.com,BA,223321,2239
france24.com,BA,223321,493
washingtonpost.com,BA,223321,935
thehindu.com,BA,223321,239
timesofisrael.com,BA,223321,269
rt.com,BA,223321,511
japantimes.co.jp,BA,223321,152
theguardian.com,BA,223321,405
chinadaily.com.cn,BA,223321,37
dailytelegraph.com.au,BA,223321,62
kenyastar.com,BA,223321,18
gulfnews.com,JO,472375,1716
washingtonpost.com,JO,472375,2534
theguardian.com,JO,472375,822
rt.com,JO,472375,235
france24.com,JO,472375,678
thehindu.com,JO,472375,353
japantimes.co.jp,JO,472375,480
thejakartapost.com,JO,472375,190
timesofisrael.com,JO,472375,2584
kenyastar.com,JO,472375,61
chinadaily.com.cn,JO,472375,154
dailytelegraph.com.au,JO,472375,288
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
japantimes.co.jp,ET,346913,152
washingtonpost.com,ET,346913,1126
timesofisrael.com,ET,346913,620
france24.com,ET,346913,380
theguardian.com,ET,346913,892
gulfnews.com,ET,346913,521
chinadaily.com.cn,ET,346913,179
rt.com,ET,346913,66
kenyastar.com,ET,346913,343
thehindu.com,ET,346913,230
thejakartapost.com,ET,346913,59
dailytelegraph.com.au,ET,346913,58
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,SG,92422,422
france24.com,SG,92422,355
gulfnews.com,SG,92422,231
theguardian.com,SG,92422,204
japantimes.co.jp,SG,92422,44
dailytelegraph.com.au,SG,92422,77
timesofisrael.com,SG,92422,41
thehindu.com,SG,92422,111
kenyastar.com,SG,92422,36
chinadaily.com.cn,SG,92422,37
thejakartapost.com,SG,92422,26
rt.com,SG,92422,17
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,EI,1444767,5162
washingtonpost.com,EI,1444767,1761
timesofisrael.com,EI,1444767,284
dailytelegraph.com.au,EI,1444767,600
gulfnews.com,EI,1444767,854
france24.com,EI,1444767,595
japantimes.co.jp,EI,1444767,244
rt.com,EI,1444767,619
chinadaily.com.cn,EI,1444767,183
thejakartapost.com,EI,1444767,128
thehindu.com,EI,1444767,493
kenyastar.com,EI,1444767,104
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,BF,202491,39
washingtonpost.com,BF,202491,308
gulfnews.com,BF,202491,61
thejakartapost.com,BF,202491,18
theguardian.com,BF,202491,161
chinadaily.com.cn,BF,202491,9
dailytelegraph.com.au,BF,202491,104
timesofisrael.com,BF,202491,7
thehindu.com,BF,202491,24
japantimes.co.jp,BF,202491,21
rt.com,BF,202491,19
kenyastar.com,BF,202491,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
rt.com,CU,656232,557
france24.com,CU,656232,1628
washingtonpost.com,CU,656232,5313
theguardian.com,CU,656232,1563
gulfnews.com,CU,656232,1069
chinadaily.com.cn,CU,656232,921
dailytelegraph.com.au,CU,656232,545
thejakartapost.com,CU,656232,324
japantimes.co.jp,CU,656232,726
timesofisrael.com,CU,656232,513
kenyastar.com,CU,656232,74
thehindu.com,CU,656232,540
washingtonpost.com,IT,1332785,6050
gulfnews.com,IT,1332785,3006
theguardian.com,IT,1332785,5555
dailytelegraph.com.au,IT,1332785,1545
thehindu.com,IT,1332785,1577
france24.com,IT,1332785,3675
rt.com,IT,1332785,1486
japantimes.co.jp,IT,1332785,1888
thejakartapost.com,IT,1332785,758
timesofisrael.com,IT,1332785,1524
chinadaily.com.cn,IT,1332785,925
kenyastar.com,IT,1332785,235
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,FO,3265,7
theguardian.com,FO,3265,16
rt.com,FO,3265,9
france24.com,FO,3265,11
japantimes.co.jp,FO,3265,4
thehindu.com,FO,3265,1
chinadaily.com.cn,FO,3265,5
washingtonpost.com,FO,3265,7
dailytelegraph.com.au,FO,3265,2
washingtonpost.com,MV,75490,359
theguardian.com,MV,75490,352
thehindu.com,MV,75490,816
dailytelegraph.com.au,MV,75490,102
thejakartapost.com,MV,75490,48
japantimes.co.jp,MV,75490,102
gulfnews.com,MV,75490,242
france24.com,MV,75490,77
rt.com,MV,75490,28
chinadaily.com.cn,MV,75490,44
timesofisrael.com,MV,75490,15
kenyastar.com,MV,75490,20
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
japantimes.co.jp,SE,38478,25
washingtonpost.com,SE,38478,54
gulfnews.com,SE,38478,53
theguardian.com,SE,38478,23
france24.com,SE,38478,25
kenyastar.com,SE,38478,15
chinadaily.com.cn,SE,38478,18
thehindu.com,SE,38478,74
thejakartapost.com,SE,38478,14
dailytelegraph.com.au,SE,38478,6
timesofisrael.com,SE,38478,4
washingtonpost.com,VM,889210,2389
gulfnews.com,VM,889210,772
france24.com,VM,889210,587
japantimes.co.jp,VM,889210,1190
dailytelegraph.com.au,VM,889210,597
theguardian.com,VM,889210,1036
chinadaily.com.cn,VM,889210,1087
timesofisrael.com,VM,889210,146
kenyastar.com,VM,889210,98
rt.com,VM,889210,209
thejakartapost.com,VM,889210,984
thehindu.com,VM,889210,590
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thejakartapost.com,BG,1044479,995
washingtonpost.com,BG,1044479,2738
theguardian.com,BG,1044479,1623
thehindu.com,BG,1044479,6596
gulfnews.com,BG,1044479,3433
france24.com,BG,1044479,1999
japantimes.co.jp,BG,1044479,1357
rt.com,BG,1044479,177
kenyastar.com,BG,1044479,172
timesofisrael.com,BG,1044479,347
chinadaily.com.cn,BG,1044479,334
dailytelegraph.com.au,BG,1044479,460
gulfnews.com,FJ,192385,52
japantimes.co.jp,FJ,192385,39
theguardian.com,FJ,192385,114
chinadaily.com.cn,FJ,192385,68
dailytelegraph.com.au,FJ,192385,221
france24.com,FJ,192385,41
thejakartapost.com,FJ,192385,42
thehindu.com,FJ,192385,81
washingtonpost.com,FJ,192385,65
timesofisrael.com,FJ,192385,8
rt.com,FJ,192385,15
kenyastar.com,FJ,192385,1
dailytelegraph.com.au,WS,59593,52
theguardian.com,WS,59593,25
washingtonpost.com,WS,59593,37
france24.com,WS,59593,15
gulfnews.com,WS,59593,7
japantimes.co.jp,WS,59593,8
rt.com,WS,59593,4
chinadaily.com.cn,WS,59593,3
timesofisrael.com,WS,59593,1
thehindu.com,WS,59593,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,KU,224156,3647
washingtonpost.com,KU,224156,642
timesofisrael.com,KU,224156,235
thehindu.com,KU,224156,346
theguardian.com,KU,224156,162
thejakartapost.com,KU,224156,83
france24.com,KU,224156,573
dailytelegraph.com.au,KU,224156,103
rt.com,KU,224156,143
japantimes.co.jp,KU,224156,111
chinadaily.com.cn,KU,224156,35
kenyastar.com,KU,224156,14
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,UK,8607150,129984
rt.com,UK,8607150,12598
chinadaily.com.cn,UK,8607150,5826
kenyastar.com,UK,8607150,917
washingtonpost.com,UK,8607150,16974
dailytelegraph.com.au,UK,8607150,9164
thehindu.com,UK,8607150,9065
timesofisrael.com,UK,8607150,7928
gulfnews.com,UK,8607150,17120
thejakartapost.com,UK,8607150,2496
france24.com,UK,8607150,9891
japantimes.co.jp,UK,8607150,5063
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,CJ,37779,42
france24.com,CJ,37779,4
dailytelegraph.com.au,CJ,37779,22
rt.com,CJ,37779,8
theguardian.com,CJ,37779,37
timesofisrael.com,CJ,37779,3
chinadaily.com.cn,CJ,37779,2
japantimes.co.jp,CJ,37779,5
gulfnews.com,CJ,37779,1
thehindu.com,CJ,37779,4
thejakartapost.com,CJ,37779,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,CW,18004,1
france24.com,CW,18004,3
gulfnews.com,CW,18004,2
chinadaily.com.cn,CW,18004,1
japantimes.co.jp,CW,18004,1
washingtonpost.com,CW,18004,2
thehindu.com,CW,18004,1
theguardian.com,FM,9874,17
washingtonpost.com,FM,9874,24
timesofisrael.com,FM,9874,1
gulfnews.com,FM,9874,4
chinadaily.com.cn,FM,9874,14
thehindu.com,FM,9874,6
japantimes.co.jp,FM,9874,3
dailytelegraph.com.au,FM,9874,5
thejakartapost.com,FM,9874,5
timesofisrael.com,LO,63445,80
france24.com,LO,63445,115
theguardian.com,LO,63445,142
washingtonpost.com,LO,63445,179
thehindu.com,LO,63445,35
gulfnews.com,LO,63445,69
chinadaily.com.cn,LO,63445,24
rt.com,LO,63445,57
japantimes.co.jp,LO,63445,19
thejakartapost.com,LO,63445,18
kenyastar.com,LO,63445,9
dailytelegraph.com.au,LO,63445,10
theguardian.com,MH,4280,8
washingtonpost.com,MH,4280,2
thehindu.com,MH,4280,3
dailytelegraph.com.au,MH,4280,2
timesofisrael.com,MH,4280,1
gulfnews.com,MH,4280,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,MU,144663,233
gulfnews.com,MU,144663,2774
kenyastar.com,MU,144663,17
chinadaily.com.cn,MU,144663,38
timesofisrael.com,MU,144663,78
thehindu.com,MU,144663,319
france24.com,MU,144663,142
theguardian.com,MU,144663,72
rt.com,MU,144663,27
thejakartapost.com,MU,144663,73
dailytelegraph.com.au,MU,144663,42
japantimes.co.jp,MU,144663,41
rt.com,OS,98179,196
thehindu.com,OS,98179,56
washingtonpost.com,OS,98179,330
gulfnews.com,OS,98179,136
japantimes.co.jp,OS,98179,94
timesofisrael.com,OS,98179,75
theguardian.com,OS,98179,256
kenyastar.com,OS,98179,18
france24.com,OS,98179,133
dailytelegraph.com.au,OS,98179,79
thejakartapost.com,OS,98179,49
chinadaily.com.cn,OS,98179,37
washingtonpost.com,PE,255247,1036
chinadaily.com.cn,PE,255247,362
thejakartapost.com,PE,255247,131
gulfnews.com,PE,255247,383
theguardian.com,PE,255247,736
japantimes.co.jp,PE,255247,348
thehindu.com,PE,255247,88
timesofisrael.com,PE,255247,141
france24.com,PE,255247,466
dailytelegraph.com.au,PE,255247,161
rt.com,PE,255247,103
kenyastar.com,PE,255247,28
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,HQ,375,1
france24.com,HQ,375,1
japantimes.co.jp,HQ,375,3
dailytelegraph.com.au,HQ,375,1
theguardian.com,LS,5461,28
gulfnews.com,LS,5461,12
washingtonpost.com,LS,5461,26
chinadaily.com.cn,LS,5461,3
france24.com,LS,5461,11
dailytelegraph.com.au,LS,5461,1
thehindu.com,LS,5461,8
japantimes.co.jp,LS,5461,3
rt.com,LS,5461,4
thejakartapost.com,LS,5461,1
timesofisrael.com,LS,5461,2
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,MZ,101496,192
theguardian.com,MZ,101496,157
kenyastar.com,MZ,101496,115
gulfnews.com,MZ,101496,170
thehindu.com,MZ,101496,128
chinadaily.com.cn,MZ,101496,54
france24.com,MZ,101496,186
dailytelegraph.com.au,MZ,101496,105
thejakartapost.com,MZ,101496,29
rt.com,MZ,101496,9
japantimes.co.jp,MZ,101496,49
timesofisrael.com,MZ,101496,5
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
dailytelegraph.com.au,LG,90849,38
washingtonpost.com,LG,90849,125
japantimes.co.jp,LG,90849,38
france24.com,LG,90849,81
theguardian.com,LG,90849,144
chinadaily.com.cn,LG,90849,93
thejakartapost.com,LG,90849,23
rt.com,LG,90849,199
gulfnews.com,LG,90849,71
timesofisrael.com,LG,90849,49
thehindu.com,LG,90849,27
kenyastar.com,LG,90849,6
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,DO,17168,25
washingtonpost.com,DO,17168,37
dailytelegraph.com.au,DO,17168,4
japantimes.co.jp,DO,17168,7
timesofisrael.com,DO,17168,2
thejakartapost.com,DO,17168,2
thehindu.com,DO,17168,3
france24.com,DO,17168,4
chinadaily.com.cn,DO,17168,1
gulfnews.com,DO,17168,2
rt.com,LE,541157,410
gulfnews.com,LE,541157,3146
theguardian.com,LE,541157,730
japantimes.co.jp,LE,541157,490
timesofisrael.com,LE,541157,1858
washingtonpost.com,LE,541157,2104
thehindu.com,LE,541157,200
dailytelegraph.com.au,LE,541157,629
france24.com,LE,541157,1064
chinadaily.com.cn,LE,541157,95
thejakartapost.com,LE,541157,280
kenyastar.com,LE,541157,39
kenyastar.com,QA,454165,33
france24.com,QA,454165,1307
thehindu.com,QA,454165,660
gulfnews.com,QA,454165,3350
timesofisrael.com,QA,454165,878
washingtonpost.com,QA,454165,1542
thejakartapost.com,QA,454165,216
rt.com,QA,454165,455
chinadaily.com.cn,QA,454165,219
theguardian.com,QA,454165,641
dailytelegraph.com.au,QA,454165,99
japantimes.co.jp,QA,454165,227
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,TH,762752,1646
timesofisrael.com,TH,762752,157
thejakartapost.com,TH,762752,2132
washingtonpost.com,TH,762752,2819
thehindu.com,TH,762752,1147
gulfnews.com,TH,762752,1649
japantimes.co.jp,TH,762752,1580
dailytelegraph.com.au,TH,762752,1034
chinadaily.com.cn,TH,762752,886
rt.com,TH,762752,192
kenyastar.com,TH,762752,96
france24.com,TH,762752,1205
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,EG,1305465,2568
washingtonpost.com,EG,1305465,8931
timesofisrael.com,EG,1305465,5546
france24.com,EG,1305465,2831
thehindu.com,EG,1305465,1169
gulfnews.com,EG,1305465,6854
thejakartapost.com,EG,1305465,944
japantimes.co.jp,EG,1305465,1169
chinadaily.com.cn,EG,1305465,1055
rt.com,EG,1305465,871
dailytelegraph.com.au,EG,1305465,1040
kenyastar.com,EG,1305465,216
dailytelegraph.com.au,SH,1094,19
france24.com,SH,1094,2
washingtonpost.com,SH,1094,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,CS,81145,110
japantimes.co.jp,CS,81145,31
washingtonpost.com,CS,81145,179
gulfnews.com,CS,81145,25
theguardian.com,CS,81145,183
dailytelegraph.com.au,CS,81145,43
rt.com,CS,81145,17
timesofisrael.com,CS,81145,26
chinadaily.com.cn,CS,81145,10
kenyastar.com,CS,81145,7
thehindu.com,CS,81145,7
thejakartapost.com,CS,81145,5
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
france24.com,MF,727,8
japantimes.co.jp,MF,727,5
gulfnews.com,MF,727,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,GY,172683,54
washingtonpost.com,GY,172683,146
japantimes.co.jp,GY,172683,11
france24.com,GY,172683,25
dailytelegraph.com.au,GY,172683,20
thejakartapost.com,GY,172683,4
gulfnews.com,GY,172683,9
rt.com,GY,172683,5
thehindu.com,GY,172683,9
timesofisrael.com,GY,172683,5
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thehindu.com,FP,7546,3
japantimes.co.jp,FP,7546,8
washingtonpost.com,FP,7546,42
thejakartapost.com,FP,7546,7
dailytelegraph.com.au,FP,7546,5
chinadaily.com.cn,FP,7546,6
theguardian.com,FP,7546,31
gulfnews.com,FP,7546,2
france24.com,FP,7546,4
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thehindu.com,CE,627960,6997
kenyastar.com,CE,627960,60
washingtonpost.com,CE,627960,640
dailytelegraph.com.au,CE,627960,103
france24.com,CE,627960,339
gulfnews.com,CE,627960,897
thejakartapost.com,CE,627960,140
theguardian.com,CE,627960,511
japantimes.co.jp,CE,627960,138
chinadaily.com.cn,CE,627960,231
rt.com,CE,627960,39
timesofisrael.com,CE,627960,27
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,VC,15258,26
thehindu.com,VC,15258,8
chinadaily.com.cn,VC,15258,1
gulfnews.com,VC,15258,2
theguardian.com,VC,15258,1
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,RN,2509,7
chinadaily.com.cn,RN,2509,2
thehindu.com,RN,2509,1
washingtonpost.com,RN,2509,2
france24.com,RN,2509,5
theguardian.com,RN,2509,5
japantimes.co.jp,SN,557909,547
thehindu.com,SN,557909,2013
thejakartapost.com,SN,557909,2739
chinadaily.com.cn,SN,557909,888
gulfnews.com,SN,557909,878
washingtonpost.com,SN,557909,840
theguardian.com,SN,557909,560
timesofisrael.com,SN,557909,148
dailytelegraph.com.au,SN,557909,427
france24.com,SN,557909,423
rt.com,SN,557909,40
kenyastar.com,SN,557909,35
france24.com,TX,79110,96
dailytelegraph.com.au,TX,79110,10
rt.com,TX,79110,38
gulfnews.com,TX,79110,66
washingtonpost.com,TX,79110,105
timesofisrael.com,TX,79110,18
thehindu.com,TX,79110,71
thejakartapost.com,TX,79110,13
japantimes.co.jp,TX,79110,46
theguardian.com,TX,79110,50
chinadaily.com.cn,TX,79110,34
kenyastar.com,TX,79110,7
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
theguardian.com,CB,307824,559
gulfnews.com,CB,307824,298
washingtonpost.com,CB,307824,1169
chinadaily.com.cn,CB,307824,542
thejakartapost.com,CB,307824,580
timesofisrael.com,CB,307824,20
france24.com,CB,307824,335
thehindu.com,CB,307824,198
dailytelegraph.com.au,CB,307824,279
japantimes.co.jp,CB,307824,348
rt.com,CB,307824,39
kenyastar.com,CB,307824,92
thehindu.com,NZ,901577,463
theguardian.com,NZ,901577,1932
washingtonpost.com,NZ,901577,892
france24.com,NZ,901577,450
dailytelegraph.com.au,NZ,901577,2207
gulfnews.com,NZ,901577,852
japantimes.co.jp,NZ,901577,387
kenyastar.com,NZ,901577,114
chinadaily.com.cn,NZ,901577,518
thejakartapost.com,NZ,901577,349
rt.com,NZ,901577,191
timesofisrael.com,NZ,901577,166
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
gulfnews.com,BT,64534,64
thehindu.com,BT,64534,471
theguardian.com,BT,64534,79
washingtonpost.com,BT,64534,43
japantimes.co.jp,BT,64534,50
thejakartapost.com,BT,64534,27
kenyastar.com,BT,64534,14
chinadaily.com.cn,BT,64534,31
france24.com,BT,64534,26
dailytelegraph.com.au,BT,64534,14
rt.com,BT,64534,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
timesofisrael.com,HU,301139,1095
chinadaily.com.cn,HU,301139,182
washingtonpost.com,HU,301139,1781
rt.com,HU,301139,614
thejakartapost.com,HU,301139,273
thehindu.com,HU,301139,293
theguardian.com,HU,301139,955
france24.com,HU,301139,972
dailytelegraph.com.au,HU,301139,184
gulfnews.com,HU,301139,426
japantimes.co.jp,HU,301139,342
kenyastar.com,HU,301139,24
japantimes.co.jp,KN,842757,5325
theguardian.com,KN,842757,2181
washingtonpost.com,KN,842757,6067
rt.com,KN,842757,1253
france24.com,KN,842757,2262
thejakartapost.com,KN,842757,1092
chinadaily.com.cn,KN,842757,885
gulfnews.com,KN,842757,1990
dailytelegraph.com.au,KN,842757,1520
thehindu.com,KN,842757,1175
timesofisrael.com,KN,842757,921
kenyastar.com,KN,842757,261
france24.com,YM,640973,3079
washingtonpost.com,YM,640973,3493
thejakartapost.com,YM,640973,539
japantimes.co.jp,YM,640973,1260
gulfnews.com,YM,640973,8294
dailytelegraph.com.au,YM,640973,310
rt.com,YM,640973,1296
thehindu.com,YM,640973,1242
chinadaily.com.cn,YM,640973,354
theguardian.com,YM,640973,1365
timesofisrael.com,YM,640973,1255
kenyastar.com,YM,640973,174
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
kenyastar.com,KE,1082267,13129
theguardian.com,KE,1082267,2000
gulfnews.com,KE,1082267,1377
washingtonpost.com,KE,1082267,2672
timesofisrael.com,KE,1082267,337
chinadaily.com.cn,KE,1082267,748
france24.com,KE,1082267,1087
thehindu.com,KE,1082267,603
japantimes.co.jp,KE,1082267,506
thejakartapost.com,KE,1082267,203
dailytelegraph.com.au,KE,1082267,387
rt.com,KE,1082267,133
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,CY,199517,625
rt.com,CY,199517,67
japantimes.co.jp,CY,199517,50
chinadaily.com.cn,CY,199517,70
timesofisrael.com,CY,199517,174
france24.com,CY,199517,418
thehindu.com,CY,199517,88
thejakartapost.com,CY,199517,63
theguardian.com,CY,199517,284
gulfnews.com,CY,199517,187
dailytelegraph.com.au,CY,199517,53
kenyastar.com,CY,199517,1
france24.com,SI,55544,83
timesofisrael.com,SI,55544,21
washingtonpost.com,SI,55544,192
gulfnews.com,SI,55544,80
dailytelegraph.com.au,SI,55544,31
chinadaily.com.cn,SI,55544,41
theguardian.com,SI,55544,122
thehindu.com,SI,55544,45
rt.com,SI,55544,28
thejakartapost.com,SI,55544,28
japantimes.co.jp,SI,55544,57
kenyastar.com,SI,55544,8
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
thejakartapost.com,ML,135277,95
japantimes.co.jp,ML,135277,212
france24.com,ML,135277,847
washingtonpost.com,ML,135277,1061
timesofisrael.com,ML,135277,117
dailytelegraph.com.au,ML,135277,103
theguardian.com,ML,135277,344
thehindu.com,ML,135277,258
kenyastar.com,ML,135277,40
gulfnews.com,ML,135277,475
rt.com,ML,135277,81
chinadaily.com.cn,ML,135277,145
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,EZ,216133,698
theguardian.com,EZ,216133,407
dailytelegraph.com.au,EZ,216133,102
timesofisrael.com,EZ,216133,324
gulfnews.com,EZ,216133,203
chinadaily.com.cn,EZ,216133,376
japantimes.co.jp,EZ,216133,124
france24.com,EZ,216133,342
rt.com,EZ,216133,201
thejakartapost.com,EZ,216133,81
thehindu.com,EZ,216133,91
kenyastar.com,EZ,216133,30
france24.com,GP,4087,34
washingtonpost.com,GP,4087,20
japantimes.co.jp,GP,4087,5
theguardian.com,GP,4087,4
dailytelegraph.com.au,GP,4087,3
gulfnews.com,GP,4087,7
thehindu.com,GP,4087,1
thejakartapost.com,GP,4087,3
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
kenyastar.com,UG,567017,1228
dailytelegraph.com.au,UG,567017,109
france24.com,UG,567017,467
gulfnews.com,UG,567017,448
washingtonpost.com,UG,567017,1196
timesofisrael.com,UG,567017,317
theguardian.com,UG,567017,954
japantimes.co.jp,UG,567017,137
rt.com,UG,567017,48
thehindu.com,UG,567017,129
thejakartapost.com,UG,567017,50
chinadaily.com.cn,UG,567017,82
MentionSourceName,ActionGeo_CountryCode,Number_events_country,Number_events_source
washingtonpost.com,GA,169894,457
japantimes.co.jp,GA,169894,87
theguardian.com,GA,169894,367
chinadaily.com.cn,GA,169894,70
france24.com,GA,169894,448
gulfnews.com,GA,169894,284
dailytelegraph.com.au,GA,169894,262
thehindu.com,GA,169894,31
kenyastar.com,GA,169894,23
rt.com,GA,169894,18
timesofisrael.com,GA,169894,33
thejakartapost.com,GA,169894,9
