GLOBALEVENTID,mentions_count,mentions_pool,coverage
410426867,2,15813,1.264782141276165E-4
410427950,1,15813,6.323910706380825E-5
410429000,1,15813,6.323910706380825E-5
410439438,2,15813,1.264782141276165E-4
410439867,1,15813,6.323910706380825E-5
410442983,2,15813,1.264782141276165E-4
410444616,1,15813,6.323910706380825E-5
410447096,1,15813,6.323910706380825E-5
410452017,2,15813,1.264782141276165E-4
410458843,1,15813,6.323910706380825E-5
410479984,1,15813,6.323910706380825E-5
410480083,1,15813,6.323910706380825E-5
410480164,1,15813,6.323910706380825E-5
410480895,2,15813,1.264782141276165E-4
410480975,1,15813,6.323910706380825E-5
410481426,1,15813,6.323910706380825E-5
410481458,1,15813,6.323910706380825E-5
410482517,1,15813,6.323910706380825E-5
410482629,1,15813,6.323910706380825E-5
410482879,1,15813,6.323910706380825E-5
410483259,1,15813,6.323910706380825E-5
417948656,1,12232,8.175277959450622E-5
417962104,1,12232,8.175277959450622E-5
417982906,1,12232,8.175277959450622E-5
418097763,1,12232,8.175277959450622E-5
418203866,1,12232,8.175277959450622E-5
418206513,1,12232,8.175277959450622E-5
418216926,1,12232,8.175277959450622E-5
418223169,12,12232,9.810333551340746E-4
418225774,2,12232,1.6350555918901244E-4
418237155,2,12232,1.6350555918901244E-4
418239052,1,12232,8.175277959450622E-5
418239553,1,12232,8.175277959450622E-5
418239783,1,12232,8.175277959450622E-5
418240465,1,12232,8.175277959450622E-5
418240617,1,12232,8.175277959450622E-5
418240875,1,12232,8.175277959450622E-5
418240903,1,12232,8.175277959450622E-5
418240981,1,12232,8.175277959450622E-5
426360324,1,10910,9.165902841429881E-5
426393780,1,10910,9.165902841429881E-5
426530690,1,10910,9.165902841429881E-5
426535066,2,10910,1.8331805682859762E-4
426539142,1,10910,9.165902841429881E-5
434010316,3,11185,2.6821636119803307E-4
434016091,1,11185,8.94054537326777E-5
434037076,1,11185,8.94054537326777E-5
434046235,1,11185,8.94054537326777E-5
434068258,4,11185,3.576218149307108E-4
434187199,1,11185,8.94054537326777E-5
434234333,1,11185,8.94054537326777E-5
434259606,1,11185,8.94054537326777E-5
434260715,1,11185,8.94054537326777E-5
434260937,1,11185,8.94054537326777E-5
434261243,1,11185,8.94054537326777E-5
434261506,1,11185,8.94054537326777E-5
434262248,1,11185,8.94054537326777E-5
434262249,1,11185,8.94054537326777E-5
441817978,2,11887,1.6825103053756205E-4
441826465,1,11887,8.412551526878102E-5
441829941,1,11887,8.412551526878102E-5
441858868,1,11887,8.412551526878102E-5
441870013,3,11887,2.5237654580634306E-4
441880499,1,11887,8.412551526878102E-5
441884372,1,11887,8.412551526878102E-5
442060398,1,11887,8.412551526878102E-5
442061909,1,11887,8.412551526878102E-5
442080699,2,11887,1.6825103053756205E-4
442090473,1,11887,8.412551526878102E-5
442097696,1,11887,8.412551526878102E-5
442099643,1,11887,8.412551526878102E-5
442100144,1,11887,8.412551526878102E-5
442101871,1,11887,8.412551526878102E-5
442102020,1,11887,8.412551526878102E-5
450157703,1,12217,8.185315543914218E-5
450166985,1,12217,8.185315543914218E-5
450179133,1,12217,8.185315543914218E-5
450223151,1,12217,8.185315543914218E-5
450310833,3,12217,2.455594663174265E-4
450319704,1,12217,8.185315543914218E-5
450319811,1,12217,8.185315543914218E-5
450319907,1,12217,8.185315543914218E-5
450319958,1,12217,8.185315543914218E-5
458597130,6,13065,4.592422502870264E-4
458597248,1,13065,7.654037504783774E-5
458608535,1,13065,7.654037504783774E-5
458614350,1,13065,7.654037504783774E-5
458733199,2,13065,1.5308075009567548E-4
458740713,1,13065,7.654037504783774E-5
458747926,1,13065,7.654037504783774E-5
458772352,1,13065,7.654037504783774E-5
458884917,1,13065,7.654037504783774E-5
458890776,4,13065,3.0616150019135096E-4
458891158,10,13065,7.654037504783774E-4
458895501,6,13065,4.592422502870264E-4
458895855,1,13065,7.654037504783774E-5
458896097,1,13065,7.654037504783774E-5
458896348,1,13065,7.654037504783774E-5
