GLOBALEVENTID,Number Mentions
561133276,2
561133277,2
561133485,2
561133561,1
561133644,1
561133650,1
561133675,1
561133728,2
561133760,1
561133762,1
561133767,1
561133784,1
561133802,2
561133815,4
561133827,1
561134092,1
561134984,1
561134985,2
561135291,1
561135292,1
561135361,17
561135362,17
561135373,1
561135484,1
561135502,1
561135515,1
561135579,1
561135713,1
561135876,1
561135883,1
561135886,1
561135903,1
561135927,1
561135972,1
561136367,1
561136384,1
561136434,1
561136445,1
561136446,1
561136456,1
561136493,1
561136494,1
561136579,8
561136581,8
561136639,8
561136678,1
561136830,1
561136846,1
561136850,1
561136874,1
561136903,1
561137164,1
561137247,1
561137263,8
561137320,1
561137346,1
561137353,1
561137463,1
561137703,2
561137706,1
561137826,17
561137907,1
561139312,1
561139468,1
561139630,1
561139690,1
561139723,1
561140058,1
561140060,1
561140109,1
561140129,1
561140268,1
561140271,1
561140338,1
561140833,1
561140913,1
561140914,1
561140949,3
561141016,1
561141147,1
561141149,1
561141202,2
561142147,1
561142332,1
561142352,1
561142491,1
561142492,1
561142658,1
561142793,1
561143064,9
561143371,1
561143402,1
561143422,1
561143450,1
561143494,1
561143501,3
561143543,1
561144142,1
561144302,1
561144332,1
561144427,1
561144463,1
561144496,1
561145287,1
561146113,1
561146120,1
561146159,1
561146160,1
561146345,2
561146635,1
561146828,1
561146899,6
561146906,6
561147123,2
561147312,8
561147319,2
561147321,7
561147322,7
561147325,1
561147431,1
561147543,1
561147690,1
561148970,1
561149220,1
561149255,1
561149352,1
561149354,1
561149384,1
561149385,1
561149391,1
561149407,1
561149488,1
561149634,1
561149638,1
561149643,1
561149682,1
561149683,1
561149725,1
561149760,1
561149773,1
561149777,1
561149809,1
561149812,1
561149966,1
561149988,1
561149989,1
561150109,1
561150112,1
561150116,1
561150299,1
561150320,30
561150341,1
561150383,1
561150401,1
561150556,1
561150629,1
561150683,1
561150692,1
561150695,1
561150806,1
561150959,1
561150966,1
561151029,1
561151136,1
561151152,1
561151224,1
561151246,1
561152357,1
561152358,1
561152386,1
561152538,1
561152549,1
561152787,1
561152864,5
561152909,18
561152924,2
561152940,1
561152945,2
561152946,2
561152947,2
561152955,2
561152972,17
561153063,1
561153069,1
561153070,1
561153079,1
561153145,2
561153241,2
561153402,1
561153618,1
561153671,1
561153672,1
561153729,2
561153732,1
561153733,1
561153735,1
561153825,1
561153870,2
561153877,1
561153878,1
561153982,1
561154026,8
561154044,1
561154045,8
561154091,1
561154095,1
561154102,1
561154105,2
561154143,1
561154151,1
561154156,1
561154160,1
561154172,4
561154173,4
561154355,1
561154375,1
561154408,1
561154439,1
561155962,1
561156179,1
561156196,1
561156200,1
561156268,2
561156435,1
561156513,2
561156517,2
561156651,2
561156852,2
561156945,2
561156961,2
561156972,2
561156974,2
561156979,1
561157050,2
561157058,1
561157236,2
561157414,2
561157427,1
561157461,1
561157473,1
561157505,2
561157551,1
561157620,2
561157656,2
561157661,2
561157663,3
561157751,1
561157767,3
561157772,2
561158157,1
561158967,1
561159010,2
561159344,6
561159352,2
561159525,2
561159528,6
561159605,6
561159606,3
561159704,2
561159705,2
561159709,1
561159720,2
561159784,1
561159785,1
561159826,1
561159860,1
561159910,1
561160166,2
561160169,2
561160231,1
561160401,1
561160403,1
561160404,1
561160405,1
561160406,1
561160426,1
561160427,1
561160431,2
561160457,2
561160610,6
561160706,2
561160708,2
561160713,2
561160715,2
561160745,2
561160877,1
561160878,1
561160898,1
561160905,1
561160906,1
561161235,1
561161248,1
561161280,2
561161284,2
561161335,2
561161339,2
561161515,2
561161581,1
561161630,2
561161652,1
561161653,1
561161689,2
561161691,2
561162117,1
561162859,2
561162874,1
561162875,1
561162894,1
561162964,1
561163065,1
561163081,1
561163126,3
561163256,1
561163257,1
561163412,1
561163414,2
561163437,3
561163450,1
561163485,1
561163525,1
561163545,1
561163546,1
561163578,1
561163582,7
561163583,6
561163597,6
561163664,2
561163822,1
561163844,1
561163850,6
561163853,6
561163887,6
561164057,1
561164061,1
561164075,1
561164100,1
561164103,1
561164106,1
561164127,2
561164172,1
561164188,6
561164193,1
561164201,2
561164216,1
561164217,2
561164244,1
561164337,2
561164485,4
561164564,2
561164619,2
561164816,1
561164827,2
561164831,2
561164834,2
561164885,3
561164925,1
561164949,2
561164964,1
561165010,1
561165079,2
561165080,2
561165113,4
561165114,2
561165140,1
561166113,7
561166114,7
561166132,4
561166133,3
561166134,1
561166203,1
561166204,2
561166279,3
561166315,2
561166390,1
561166411,1
561166422,1
561166465,1
561166466,1
561166572,1
561166576,1
561166598,4
561166687,1
561166735,2
561166744,1
561166748,2
561166787,5
561166788,5
561166830,5
561166849,1
561166864,5
561166937,1
561166941,7
561166952,7
561166967,1
561167007,4
561167017,1
561167018,1
561167114,1
561167115,1
561167117,1
561167118,1
561167120,1
561167121,1
561167130,1
561167139,1
561167142,1
561167202,7
561167218,3
