GLOBALEVENTID,Number Mentions
600428520,2
600428628,1
600428695,1
600429063,1
600429600,1
600429679,2
600430466,1
600430829,3
600430936,1
600430945,1
600430946,1
600431222,1
600431291,1
600431306,2
600431364,6
600431365,6
600431417,1
600431550,6
600431582,2
600431804,2
600431864,1
600431867,4
600431925,2
600432012,3
600432362,2
600432557,1
600432717,2
600432718,2
600432759,2
600432991,1
600432994,1
600433013,1
600433337,1
600434877,1
600434928,1
600434941,1
600435077,1
600435299,1
600435428,9
600435499,2
600435662,2
600435687,2
600435712,2
600435739,1
600435958,1
600436183,1
600436184,1
600436192,2
600436194,2
600436214,1
600436215,1
600436227,1
600436353,1
600436356,1
600436553,1
600436571,1
600436626,3
600436721,2
600436722,2
600436732,2
600436751,4
600436752,4
600436893,1
600436900,1
600436934,4
600438227,2
600438233,2
600438518,1
600438559,1
600438560,1
600438664,2
600438999,2
600439005,2
600439022,9
600439024,10
600439028,11
600439053,1
600439133,1
600439177,2
600439217,1
600439225,1
600439226,1
600439257,1
600439551,2
600439552,2
600439645,1
600439777,5
600439965,2
600439968,2
600439971,2
600440041,14
600440152,2
600440158,1
600440181,1
600440246,2
600440306,1
600440325,5
600440331,1
600441457,1
600441587,2
600441649,1
600441653,2
600441656,2
600441659,2
600441686,1
600441752,1
600441754,7
600441800,2
600441857,1
600441907,1
600441965,1
600442104,2
600442113,1
600442610,1
600442612,1
600442617,1
600442664,2
600442748,1
600442767,1
600442977,2
600442979,2
600442986,2
600443031,2
600443032,2
600443068,2
600443092,1
600443117,4
600443158,1
600443159,1
600443184,2
600443185,2
600443186,2
600443187,2
600443286,8
600443335,1
600443417,5
600443418,5
600443485,1
600443493,1
600443578,6
600443580,1
600443581,2
600443910,1
600444192,3
600444277,6
600444468,1
600444481,6
600444527,7
600444528,7
600444529,7
600444530,7
600444642,5
600444965,1
600444966,1
600445025,2
600445064,2
600445081,1
600445113,1
600445136,1
600445222,1
600445278,2
600445299,5
600445419,1
600445429,1
600445557,2
600445751,1
600445802,1
600445803,1
600445825,2
600445835,1
600445867,7
600445884,7
600445889,7
600445916,1
600445933,1
600445959,3
600446015,1
600446184,1
600446558,1
600446612,3
600447847,1
600448080,2
600448096,1
600448097,1
600448171,2
600448267,5
600448268,5
600448344,3
600448630,5
600448771,2
600448778,1
600448790,1
600448859,2
600448888,1
600449075,1
600449080,1
600449081,1
600449105,2
600449203,2
600449204,2
600449209,5
600449210,5
600449280,1
600449289,1
600449320,1
600449325,1
600449327,1
600449329,1
600449332,1
600449355,3
600449370,2
600449374,1
600449375,1
600449486,1
600449505,5
600449522,2
600449591,1
600449598,1
600449623,2
600449675,1
600449774,2
600449791,1
600449874,1
600450076,2
600450181,2
600450182,2
600450194,2
600450198,2
600451342,2
600451428,1
600451534,2
600451747,1
600451748,1
600451749,1
600451758,1
600451836,1
600451857,2
600451861,2
600451977,1
600452050,1
600452060,1
600452383,1
600452420,1
600452478,1
600452532,1
600452626,1
600452724,1
600452858,1
600452859,1
600452873,1
600452899,1
600452913,1
600453092,4
600453155,4
600453236,8
600453241,1
600453247,4
600454440,1
600454525,1
600454585,1
600454596,1
600454597,1
600454603,1
600454605,1
600454624,1
600454645,1
600454733,1
600454750,1
600454777,1
600454849,1
600454851,1
600454893,1
600454909,1
600454958,1
600455104,4
600455157,1
600455158,1
600455218,1
600455250,1
600455255,1
600455347,1
600455514,1
600455670,5
600455687,1
600455714,1
600455793,1
600455804,1
600455819,4
600456078,1
600456091,1
600456103,1
600456104,1
600456131,2
600456145,1
600456162,1
600456191,1
600456216,1
600456326,4
600456327,4
600456334,4
600456343,1
600457593,2
600457602,2
600457609,2
600457610,2
600457611,2
600457872,2
600457949,1
600457955,1
600457976,1
600457977,1
600457989,1
600458094,1
600458124,1
600458126,1
600458148,2
600458249,1
600458419,19
600458497,1
600458623,2
600458624,2
600458625,2
600458962,1
600459111,1
600459139,1
600459201,1
600459648,3
600460596,1
600460721,1
600460777,1
600460780,1
600460825,6
600461163,1
600461234,6
600461434,1
600461554,1
600461762,5
600461815,2
600461822,2
600461841,2
600461849,1
600461860,4
600461861,1
600461898,1
600461903,1
600461923,1
600461926,1
600462076,1
600462204,8
600462241,1
600462245,1
600462260,1
600462283,1
600462294,2
600462304,1
600462308,1
600462389,2
600462482,2
600462525,1
600462526,1
600462676,1
600462726,1
600463703,3
600463737,1
600463892,3
600463896,3
600463897,1
600463907,1
600464001,1
600464025,1
600464046,1
600464080,1
600464081,1
600464082,3
600464120,1
600464223,1
600464250,1
600464276,1
600464319,1
600464331,1
600464348,1
600464419,1
600464434,1
600464446,1
600464481,1
600464516,5
600464577,2
600464590,2
600464708,1
600464720,3
600464757,2
600464760,2
600464944,1
600464968,1
600464997,1
600465078,5
600465097,1
600465242,2
600465351,2
600465454,1
600465643,1
600465687,1
600465724,1
600465744,1
600465769,5
