GLOBALEVENTID,count,GoldsteinScale
561172647,1,2.8
561172674,1,0.0
561172739,1,1.0
561173051,1,1.9
561173173,1,1.0
561173201,1,7.0
561173321,1,2.8
561173469,1,0.0
561173473,1,-10.0
561173833,1,3.0
513222700,1,-5.0
513223261,1,-5.0
513223320,1,7.0
513223869,1,-2.0
513224003,1,4.0
513224017,1,1.0
513224711,1,-2.0
513224910,1,1.0
513225218,1,4.0
513225235,2,1.9
503439408,1,-2.0
503439472,1,1.9
503439536,1,1.9
503439637,1,7.0
503439666,1,4.0
503439773,1,6.0
503439966,1,2.8
503440360,1,-0.4
503440430,1,2.8
503440738,1,-2.0
503440833,1,3.0
503440874,1,-5.0
503441113,1,1.9
503441395,1,5.2
531805929,1,-5.0
531806060,1,1.9
531806790,2,2.8
531807011,1,-5.0
531807065,1,3.4
531807099,1,1.9
531807727,1,3.0
600476363,1,0.4
600476390,1,7.0
600476400,1,7.0
600476929,1,3.4
600477196,1,1.0
600477280,1,4.0
600477365,1,0.0
600477455,1,3.0
600477533,1,-10.0
600477542,1,-4.0
600478296,1,3.4
600478327,1,3.0
600478409,1,-10.0
590314988,1,3.0
590315036,1,1.0
590315143,1,-0.4
590315219,1,2.8
590315294,1,4.0
590315966,1,6.4
590316456,1,-9.0
590316464,1,-2.0
590316514,1,7.0
541684355,1,-7.2
541684899,1,3.4
541685019,1,3.0
541685262,1,8.0
541685318,1,3.0
541685567,1,4.0
600477334,1,0.0
522434166,1,0.0
522434478,1,0.0
522434557,1,0.0
522434922,1,-5.0
522435259,1,7.4
522435271,1,1.0
570644395,1,2.8
570644529,1,3.0
570644686,1,1.9
570645055,1,1.9
570645174,1,0.0
570645368,1,3.0
570645414,1,5.0
570645618,1,3.0
570646288,1,3.4
570646336,1,-5.0
570646458,1,-0.4
580273958,1,7.4
580274016,1,-2.0
580274027,1,-9.5
580274316,1,-5.8
551696321,1,3.0
551696628,1,-9.5
551696673,1,-10.0
609630473,3,-9.0
609630514,1,-2.0
609630794,1,9.0
609630865,1,-5.0
609630924,1,3.5
609631251,1,1.9
