GLOBALEVENTID,Number Mentions
442045480,1
442045481,1
442045536,1
442045638,1
442045649,1
442045689,8
442045885,1
442046540,1
442046586,7
442047611,1
442047755,1
442047905,1
442048020,1
442048234,1
442048772,1
442049059,1
442049273,1
442049330,4
442049546,2
442049549,2
442049685,1
442049919,1
442050886,1
442050935,1
442050944,2
442051034,1
442051085,2
442051240,1
442051287,2
442051289,2
442051343,1
442051361,2
442051369,2
442051370,2
442051387,1
442051398,4
442051410,2
442051510,1
442051511,1
442051591,1
442051851,2
442051897,1
442052086,1
442052128,1
442052201,1
442052272,1
442052392,1
442052450,2
442052451,2
442052459,2
442052493,1
442052499,1
442052527,1
442052546,1
442052548,1
442052558,1
442052579,1
442052675,1
442052789,2
442052816,1
442052874,1
442052883,4
442053745,1
442053791,1
442054117,2
442054160,1
442054229,2
442054262,2
442054315,1
442054632,1
442054697,2
442054708,2
442054942,2
442055357,2
442055358,2
442055691,1
442055754,1
442056622,2
442056724,1
442056802,1
442057137,1
442057277,1
442057297,1
442057496,19
442057497,2
442057524,1
442057722,1
442057723,1
442058036,1
442058039,1
442058148,1
442058248,1
442058249,1
442058271,1
442058294,1
442058438,2
442058645,1
442059070,1
442060166,1
442060169,4
442060398,1
442060427,1
442060428,1
442060791,1
442060820,1
442060888,1
442061204,1
442061205,1
442061213,1
442061242,1
442061245,1
442061538,1
442061539,1
442061540,1
442061542,1
442061567,1
442061866,1
442061888,1
442061909,1
442061920,1
442061967,1
442062000,1
442063110,1
442063434,1
442064141,1
442064144,1
442064393,1
442064741,1
442064878,1
442064879,1
442064973,1
442065096,1
442065104,1
442065134,1
442065226,1
442065279,1
442066264,2
442066319,1
442066389,2
442066416,2
442066780,2
442067204,1
442067405,3
442067589,1
442067936,1
442067969,2
442068657,1
442069131,1
442069222,2
442069387,1
442070269,1
442070681,1
442070883,1
442070966,1
442070980,1
442071059,1
442071150,1
442071153,1
442071215,1
442071216,1
442071324,1
442071325,1
442071326,1
442072177,1
442072267,1
442072308,1
442072682,1
442072789,2
442072790,2
442072791,2
442072792,2
442072813,2
442072841,1
442072993,1
442072994,1
442073219,1
442073314,1
442073392,2
442073787,1
442073808,1
442073814,1
442073898,1
442073899,1
442074743,1
442075203,1
442075222,1
442075225,1
442075440,9
442075446,9
442075459,1
442075462,1
442075602,1
442075806,1
442075813,1
442075832,1
442075845,1
442076009,1
442076435,1
442076543,1
442076612,1
442076800,1
442077730,1
442077749,1
442078020,1
442078218,1
442078245,1
442078324,3
442078325,3
442078326,3
442078327,3
442078592,1
442078664,1
442078777,1
442079269,2
442079281,1
442079540,3
442079778,1
442080563,1
442080699,2
442080707,1
442080837,1
442080855,1
442080935,2
442081340,1
442081533,1
442081695,2
442081699,2
442081705,1
442081707,2
442081712,1
442081715,1
442081784,1
442081788,1
442081892,1
442081893,1
442081894,1
442081908,1
442081909,1
442081914,1
442081916,1
442081918,1
442081920,1
442081921,1
442081922,1
442081925,1
442081927,1
442081932,1
442081934,1
442082108,1
442082120,1
442082220,1
442082246,1
442082251,1
442082318,2
442082360,2
442082373,1
442082380,1
442083523,1
442083747,1
442083774,1
442083775,1
442084044,2
442084065,1
442084066,1
442084414,5
442084438,1
442084482,1
442084558,1
442084559,1
442084736,1
442084737,1
442084891,1
442084935,1
442085012,1
442085901,1
442086012,1
442086030,2
442086097,2
442086175,9
442086177,9
442086181,1
442086185,1
442086247,1
442086423,9
442086431,2
442086433,2
442086599,2
442086684,2
442086752,1
442086755,2
442086763,2
442086789,1
442086798,1
442086832,1
442086861,1
442086863,6
442086905,1
442086943,2
442087001,2
442087005,2
442087007,1
442087010,2
442087022,1
442087032,1
442087033,11
442087065,2
442087072,2
442087085,2
442087094,1
442087095,1
442087157,1
442087264,2
442087306,1
442087307,11
442087310,1
442087313,2
442087314,2
442087333,1
442087349,2
442087360,2
442087536,1
442087550,1
442087617,2
442087673,1
442087761,1
442087777,1
442087893,9
442087895,2
442087920,1
442087923,11
442087926,11
442087928,11
442087974,2
442087980,2
442088710,1
442088711,1
442088739,1
442088743,1
442088755,1
442088770,1
442088784,16
442088788,2
442088789,2
442088793,1
442088850,3
442088851,3
442088860,1
442088904,3
442088950,2
442088954,2
442088967,1
442088981,1
442089128,16
442089130,16
442089151,1
442089153,2
442089155,2
442089181,2
442089183,2
442089255,1
442089258,1
442089266,2
442089288,1
442089348,1
442089498,2
442089502,2
442089503,2
442089597,2
442089650,1
442089683,1
442089753,1
442089764,1
442089780,16
442089823,1
442089824,1
442089825,1
442089826,1
442089849,1
442089851,1
442089854,1
442089863,1
442089866,1
442089869,1
442089870,1
442089871,1
442089884,1
442089888,1
442089945,1
442089948,1
442089949,1
442090101,3
442090246,1
442090255,1
442090264,1
442090265,1
442090285,1
442090311,1
442090343,2
442090355,1
442090424,2
442090452,2
442090473,1
442090492,2
442090495,1
442090595,1
442090597,1
442090601,2
442090618,3
442090631,1
442090648,1
442090793,1
442091528,1
442091530,1
442091541,1
442091551,1
442091554,1
442091559,1
442091561,1
442091651,1
442091660,1
442091661,1
442091662,1
442091664,1
442091666,1
442091711,1
442091741,1
442091744,2
442091749,1
442091758,1
442091797,1
442091800,1
442091876,1
442091890,1
442091951,1
442091953,1
442091962,1
442091963,1
442091969,1
442091970,1
442091986,1
442091987,1
442092002,1
442092003,1
442092015,1
442092043,1
442092044,1
442092508,1
442092519,1
442092525,1
442092582,1
442092602,1
442092603,1
442092617,1
442092642,1
442092725,3
442093072,4
442093182,1
442093183,1
442093195,1
442093222,1
442093223,1
442093227,1
442093228,1
442093306,1
442093550,1
442093589,1
442094204,1
442094395,2
442094396,2
442094423,1
442094454,1
442094471,1
442094487,1
442094492,1
442094544,1
442094679,3
442094683,3
442094713,1
442094733,1
442094750,1
442094788,4
442094857,2
