GLOBALEVENTID,Number Mentions
418178179,4
418178286,1
418178358,4
418178360,1
418178384,2
418178568,1
418178778,1
418178779,2
418178780,2
418178781,2
418178843,1
418179095,1
418179352,9
418179420,2
418179650,1
418179651,1
418179660,3
418179791,1
418181128,2
418181353,1
418181494,2
418181566,2
418181725,6
418181736,1
418181737,2
418181781,1
418181785,1
418181911,1
418181943,1
418181944,1
418182002,1
418182003,1
418182036,1
418182126,1
418182359,11
418182478,1
418182496,1
418182527,1
418182529,3
418182532,1
418182551,1
418182552,1
418182839,1
418182950,1
418184836,1
418184859,2
418185037,1
418185042,1
418185219,2
418185316,1
418185446,7
418186118,1
418186119,1
418186376,1
418186377,2
418186664,1
418186665,1
418186678,1
418186740,7
418186998,1
418187078,1
418188378,1
418188447,7
418188510,12
418188572,1
418188633,1
418188735,1
418188813,1
418188914,1
418188915,2
418189031,10
418189033,2
418189093,1
418189174,4
418189201,12
418189457,2
418189489,1
418189613,2
418190060,1
418190163,12
418190205,5
418190282,1
418190332,1
418190344,1
418191477,1
418191863,1
418192313,1
418192334,1
418192372,1
418192572,1
418192660,1
418192661,1
418192690,1
418192751,1
418192821,1
418193125,2
418193260,1
418193317,1
418193345,1
418193437,2
418193470,1
418193471,1
418193784,10
418194922,1
418194976,1
418195246,1
418195288,1
418195301,1
418195316,1
418195630,1
418195796,1
418196034,1
418196036,1
418196152,1
418196238,1
418196266,2
418196293,1
418196329,1
418196427,1
418196551,1
418196717,2
418197020,1
418197027,1
418198295,4
418198331,4
418198348,1
418198592,1
418198670,1
418198684,1
418198850,1
418198851,1
418198922,1
418198927,2
418198942,1
418198981,1
418198984,1
418198986,1
418199006,1
418199007,1
418199008,1
418199019,1
418199029,3
418199114,1
418199199,3
418199383,2
418199407,1
418199456,1
418199488,1
418199501,1
418199513,1
418199683,1
418199764,1
418199825,1
418199985,1
418200055,1
418200058,1
418200067,1
418200149,1
418200186,1
418200279,1
418200291,1
418200491,4
418200769,2
418200817,1
418201173,2
418201995,2
418202106,1
418202173,1
418202184,3
418202185,3
418202206,1
418202247,1
418202270,1
418202288,1
418202453,1
418202600,1
418202641,1
418202663,1
418202703,2
418202948,2
418202956,1
418202957,1
418202958,1
418202964,3
418203066,3
418203068,3
418203069,3
418203073,3
418203224,1
418203350,3
418203399,1
418203451,1
418203454,1
418203534,1
418203610,2
418203629,5
418203791,1
418203866,1
418203867,1
418203959,5
418204011,3
418204117,1
418204173,3
418205107,1
418205212,1
418205288,1
418205327,1
418205448,1
418205523,1
418205526,1
418205527,1
418205633,1
418205697,1
418205715,1
418205757,1
418205758,1
418205781,1
418205782,1
418205799,1
418205812,1
418205823,2
418205828,1
418205829,1
418206513,1
418206516,1
418206517,1
418206519,1
418206526,1
418206527,1
418206615,1
418206731,1
418206806,5
418206895,4
418206898,5
418206906,2
418206912,1
418206964,1
418207021,1
418207060,1
418207073,1
418207108,1
418207111,4
418207116,5
418207169,1
418207222,1
418207318,1
418207697,1
418207820,2
418208412,2
418208413,1
418208422,1
418208493,10
418208497,10
418208613,1
418208628,1
418208631,2
418208726,1
418208727,1
418208732,1
418208758,1
418208841,2
418208869,1
418208894,1
418208912,1
418208914,1
418208916,1
418208949,1
418209056,1
418209067,1
418209070,2
418209077,1
418209244,5
418209278,1
418209313,1
418209330,5
418209333,1
418209351,2
418209403,1
418209505,2
418209523,2
418209532,1
418209614,1
418209641,1
418209643,1
418209645,1
418209671,1
418209677,1
418209749,2
418209846,1
418209947,1
418210000,1
418210011,1
418210153,2
418210170,1
418210171,2
418210197,1
418210307,1
418210360,2
418210497,1
418210509,3
418210601,1
418210603,1
418210609,8
418210832,1
418211506,2
418211527,1
418211854,1
418211913,2
418211929,1
418211953,1
418211996,1
418212136,10
418212146,2
418212193,2
418212301,2
418212302,2
418212443,2
418212492,2
418212596,12
418212804,1
418212816,1
418212829,1
418212932,1
418213050,1
418213209,1
418213745,12
418213751,1
418213785,2
418213840,1
418215093,1
418215115,11
418215116,11
418215165,1
418215232,1
418215284,1
418215392,1
418215414,1
418215416,4
418215431,1
418215436,1
418215444,1
418215458,1
418215498,1
418215528,1
418215530,1
418215738,5
418215746,1
418215752,1
418215753,1
418215754,1
418215776,1
418215911,1
418215920,1
418215922,1
418215940,11
418215993,11
418216007,11
418216025,11
418216042,1
418216051,1
418216052,1
418216053,1
418216054,1
418216079,1
418216080,1
418216129,9
418216259,1
418216260,1
418216261,1
418216264,1
418216381,11
418216405,1
418216406,11
418216479,9
418216513,1
418216543,1
418216553,1
418216590,1
418216671,1
418216724,2
418216764,1
418216800,1
418216843,8
418216861,1
418216862,1
418216926,1
418217176,1
418217841,1
418217921,1
418217981,1
418217982,1
418217983,1
418218100,2
