GLOBALEVENTID,Number Mentions
410481357,1
410481360,1
410481361,1
410481362,1
410481363,1
410481368,1
410481369,1
410481374,1
410481376,1
410481377,1
410481378,1
410481379,1
410481383,1
410481386,1
410481387,1
410481390,1
410481391,1
410481393,1
410481398,2
410481402,1
410481403,1
410481404,1
410481405,1
410481406,2
410481408,1
410481411,1
410481412,1
410481413,1
410481414,1
410481416,1
410481417,1
410481419,1
410481420,1
410481421,1
410481422,1
410481425,1
410481426,1
410481427,1
410481431,1
410481433,1
410481436,1
410481445,1
410481449,1
410481452,1
410481454,1
410481458,1
410481460,1
410481463,1
410481465,1
410481467,1
410481468,1
410481469,2
410481472,3
410481479,1
410481480,1
410481486,1
410481487,1
410481489,1
410481490,1
410481492,1
410481499,1
410481501,1
410481506,1
410481508,1
410481510,1
410481511,1
410481512,1
410481513,3
410481514,1
410481515,1
410481516,1
410481518,1
410481520,1
410481521,1
410481522,1
410481524,1
410481525,1
410481526,1
410481528,1
410481530,1
410481531,1
410481536,1
410481540,1
410481542,1
410481544,1
410481545,1
410481546,2
410481548,1
410481550,24
410481553,1
410481555,1
410481556,1
410481557,1
410481560,1
410481562,1
410481567,1
410481570,1
410481571,1
410481573,1
410481574,1
410481576,2
410481582,1
410481583,1
410481584,11
410481586,11
410481587,13
410481590,1
410481591,1
410481594,1
410481595,1
410481597,1
410481599,5
410481603,1
410481606,1
410481608,1
410481610,1
410481611,3
410481612,1
410481613,1
410481616,1
410481620,1
410481624,1
410481629,1
410481631,1
410481633,1
410481638,1
410481640,1
410481641,1
410481642,1
410481645,1
410481646,1
410481647,1
410481651,1
410481652,1
410481653,1
410481654,1
410481655,1
410481656,1
410481657,1
410481658,1
410481660,1
410481662,1
410481663,1
410481668,1
410481669,3
410481670,3
410481672,1
410481673,1
410481674,1
410481675,1
410481676,1
410481679,2
410481680,2
410481684,1
410481685,2
410481686,2
410481687,1
410481688,1
410481689,1
410481690,1
410481691,1
410481693,1
410481694,1
410481695,2
410481696,1
410481697,1
410481698,1
410481699,1
410481700,1
410481702,5
410481703,2
410481706,1
410481707,1
410481708,2
410481709,1
410481711,1
410481712,1
410481713,1
410481716,1
410481717,1
410481721,1
410481723,1
410481725,1
410481728,1
410481729,1
410481730,1
410481733,1
410481734,1
410481735,1
410481737,1
410481738,1
410481739,1
410481740,1
410481741,1
410481742,1
410481744,1
410481745,1
410481748,1
410481749,1
410481750,1
410481751,1
410481752,1
410481753,2
410481754,1
410481755,1
410481756,1
410481757,1
410481758,1
410481759,1
410481760,1
410481761,1
410481762,1
410481766,1
410481768,1
410481769,1
410481770,1
410481771,1
410481772,1
410481773,1
410481777,1
410481778,1
410481779,1
410481780,1
410481781,2
410481782,1
410481783,1
410481784,1
410481785,1
410481786,1
410481787,1
410481789,1
410481790,1
410481791,1
410481792,1
410481793,1
410481794,1
410481795,1
410481796,1
410481798,1
410481799,1
410481800,2
410481801,1
410481802,1
410481805,2
410481806,1
410481807,1
410481808,1
410481809,1
410481810,1
410481811,1
410481812,1
410481813,1
410481814,1
410481816,1
410481818,1
410481819,1
410481820,1
410481822,1
410481824,1
410481825,1
410481826,1
410481827,1
410481828,1
410481829,1
410481831,1
410481832,1
410481833,1
410481834,1
410481836,1
410481842,1
410481843,1
410481845,1
410481848,1
410481851,1
410481852,2
410481854,1
410481855,1
410481858,2
410481862,1
410481864,1
410481865,1
410481870,1
410481871,1
410481872,1
410481875,2
410481877,1
410481879,1
410481882,1
410481883,1
410481885,1
410481886,1
410481887,1
410481889,1
410481890,1
410481891,1
410481892,1
410481893,1
410481895,1
410481899,3
410481901,5
410481902,2
410481903,2
410481904,2
410481905,1
410481906,1
410481907,1
