GLOBALEVENTID,Number Mentions
674407826,22
674407835,21
674407863,1
674407893,1
674408016,11
674408049,1
674408100,1
674408132,39
674408150,8
674408152,4
674408185,39
674408189,39
674408192,21
674408197,39
674408200,39
674408293,1
674408294,1
674408354,1
674408368,1
674408502,1
674408527,1
674408573,40
674408577,40
674408582,22
674408588,39
674408592,39
674408647,1
674408648,1
674408649,1
674408652,1
674408660,1
674408747,1
674408776,1
674408777,1
674408779,2
674408781,13
674408786,40
674408820,3
674408860,1
674408870,1
674408924,4
674408964,1
674409019,2
674409097,2
674409133,7
674409179,6
674409184,1
674409186,1
674409187,1
674409189,39
674409215,39
674409281,21
674409325,15
674409326,13
674409327,39
