GLOBALEVENTID,count,GoldsteinScale
561172331,1,3.4
561172527,1,1.9
561172567,1,-5.0
561173248,1,-5.0
561173267,1,0.0
561173375,1,4.0
561173467,1,-2.0
561173675,1,7.0
561173791,1,2.8
561173823,1,3.4
561173859,1,-10.0
561174241,1,0.0
561174345,1,5.0
561174356,1,1.0
561174376,1,-2.0
513223303,1,-9.2
513223603,1,-2.0
513223815,1,2.8
513224585,1,8.0
513224733,1,-0.4
513224761,1,4.0
513224990,1,-10.0
513225027,1,3.0
503439436,1,7.0
503439830,1,6.4
503440145,1,7.4
503440335,1,-2.0
503440474,1,2.8
503440754,1,-5.0
503441376,1,4.0
531805965,1,0.0
531806058,1,3.0
531806507,1,1.9
531806647,1,1.9
531807499,1,-0.4
531807582,1,0.0
531807586,1,4.0
531807742,1,4.0
531807767,1,3.4
531807906,1,7.0
531807925,1,-0.1
531808021,1,0.4
531807403,1,7.0
600476387,1,6.0
600476500,1,8.0
600476668,1,2.8
600476766,1,7.4
600476821,1,-2.0
600477116,1,8.0
600477220,1,2.8
600477237,1,-10.0
600477282,1,-2.0
600477608,1,4.0
600478273,1,-2.0
590315047,1,7.4
590315138,1,4.0
590315210,1,-10.0
590315520,1,7.4
590315739,3,-4.0
590315855,1,-5.0
590316131,1,0.4
590316238,1,-2.0
590316722,1,4.0
590316731,1,3.4
590316745,1,-0.4
541683921,1,1.9
541684170,1,3.0
541684759,1,-0.3
541685133,1,-10.0
541685414,1,0.0
541685588,1,0.4
541685605,2,4.0
541685820,1,3.0
590315370,1,4.0
541684848,1,0.0
541684902,1,2.8
522434228,1,0.0
522434291,1,0.0
522434397,1,-5.0
522434589,1,0.0
522434669,1,4.0
522434868,1,2.8
522435051,1,1.0
522435217,1,1.9
522435371,1,1.0
570644417,1,1.0
570644491,1,5.0
570644647,1,0.4
570645240,1,7.0
570645534,1,-4.0
570645576,1,-6.5
570646122,1,10.0
570646174,1,6.4
570646390,1,4.0
570646444,1,-4.0
580273830,1,-5.0
580274001,1,1.9
580274028,1,-10.0
580274343,1,1.0
580274371,1,3.4
580274467,1,-10.0
580274517,1,1.0
580274561,1,1.9
580274571,1,0.0
551695878,1,1.9
551695903,1,10.0
551695944,1,1.9
551696224,1,-5.0
551696404,1,1.0
551696756,1,-5.0
609630434,1,4.0
609630497,1,3.0
609631066,1,-10.0
