GLOBALEVENTID,Number Mentions
618309413,1
618311029,1
618311796,1
618312386,1
618312416,1
618313380,1
618313381,1
618313382,1
618313470,1
618313607,1
618313892,1
618313914,1
618313992,1
618314235,3
618314315,1
618314795,1
618316077,1
618316252,1
618316258,2
618316264,2
618316325,1
618316345,1
618316481,4
618316612,1
618316664,1
618316895,4
618317117,1
618317211,4
618317424,1
618317554,2
618317592,1
618317593,1
618317645,2
618317778,1
618317779,1
618317832,1
618317985,1
618318383,6
618318420,1
618318689,1
618318878,4
618319124,1
618319325,3
618319564,4
618319596,2
618320971,1
618322294,1
618322306,1
618322313,1
618322743,2
618322958,1
618323173,1
618323770,4
618324509,1
618324687,8
618324739,1
618325023,5
618325024,8
618325159,1
618325635,7
618326143,3
618326907,1
618329241,1
618329756,1
618330291,1
618330464,1
618330611,1
618330795,1
618331262,1
618331428,2
618331703,1
618333861,1
618334379,2
618334461,1
618335407,1
618336150,2
618336176,1
618336409,2
618336445,1
618337487,1
618337840,1
618338412,1
618338688,1
618338745,1
618339577,1
618340049,1
618340096,1
618340098,1
618340581,1
618340589,1
618340875,1
618341271,1
618341327,1
618341369,1
618341450,1
618342131,2
618343289,1
618343602,13
618343664,1
618343673,1
618344313,1
618344825,6
618344855,1
618345835,2
618346729,1
618347622,1
618347625,1
618347788,1
618347914,1
618347917,1
618348538,1
618348548,2
618348559,3
618348675,1
618348676,1
618348685,1
618348844,1
618349102,1
618349119,1
618349496,1
618349724,1
618349846,1
618349912,1
618349930,25
618349970,1
618350139,1
618350140,1
618352046,1
618352472,1
618353037,1
618353307,1
618353334,1
618354097,1
618354113,1
618356967,2
618357230,1
618357753,1
618358114,3
618358386,1
618358757,1
618358835,1
618358908,1
618358993,1
618361554,1
618361775,1
618361777,9
618362440,20
618362864,1
618362998,5
618363005,1
618363050,8
618363264,1
618363407,1
618363501,7
618363503,7
618363564,1
618363682,1
618363770,20
618364083,1
618365808,1
618366127,1
618366293,1
618366348,1
618367184,1
618367247,1
618367255,1
618367684,26
618368049,1
618368464,1
618368486,1
618368628,25
618369464,1
618370408,1
618370413,3
618370497,1
618370508,3
618370509,3
618370744,1
618370844,9
618371098,1
618371176,2
618371213,1
618371417,1
618371420,1
618371428,1
618371526,1
618371849,1
618371869,1
618372166,1
618372201,1
618372216,1
618372797,2
618372800,2
618372806,1
618372848,1
618372903,1
618373023,3
618373046,1
618373140,15
618373191,1
618373232,3
618373265,1
618375252,1
618375288,1
618375349,1
618375544,3
618375826,1
618375844,1
618376485,1
618376603,1
618376643,1
618376660,1
618376686,1
618376689,1
618376715,1
618377216,1
618377223,1
618377320,5
618377465,2
618377536,1
618377539,1
618377540,1
618377573,6
618377726,1
618378321,1
618379953,1
618380486,1
618380500,1
618381108,1
618381483,1
618381719,2
618382077,1
618382225,2
618382295,2
618383842,1
618384011,1
618384207,1
618384312,1
618384357,1
618384527,1
618384537,1
618384587,2
618384654,1
618384686,1
618384706,1
618384811,1
618384867,25
618385064,1
618385082,1
618385096,1
618385200,1
618385295,1
618385306,3
618385443,1
618385464,4
618385598,1
618385731,1
618385843,1
618385860,1
618385880,1
618386129,1
618386482,1
618386499,4
618386525,1
618386596,1
618386681,25
618386766,25
618386795,1
618386802,2
618386948,3
618386950,5
618387122,1
618387978,3
618388726,1
618388727,1
618388802,1
618388964,1
618389382,1
618389388,1
618389400,9
618389718,2
618389719,2
618389871,1
618389887,10
618389982,2
618390032,1
618390065,5
618390068,2
618390081,1
618390362,1
618390364,1
618390365,1
618390370,1
618390454,2
618390554,1
618390588,1
618390590,1
618390615,1
618390694,2
618391112,1
618391247,1
618391291,3
618391323,5
618391335,25
618391436,1
618391486,1
618392812,2
618393018,1
618393882,1
618393892,1
618394278,1
618395178,2
618395536,4
618395714,1
618397041,1
618397592,2
618397955,1
618398046,2
618398048,2
618398171,1
618398182,2
618398408,2
618398508,1
618398734,4
618398752,8
618398877,2
618398880,2
618398921,1
618398974,1
618399189,1
618399289,2
618399666,2
618399694,1
618399713,2
618399717,1
618399718,1
618399838,4
618399916,1
618399920,1
618400151,1
618400195,4
618400226,1
618400341,1
618400419,1
618400452,2
618400775,1
618402321,6
618402327,5
618402660,12
618402862,1
618402931,2
618403273,2
618403295,1
618403331,1
618403435,1
618403520,1
618403604,2
618403610,1
618403669,1
618403718,1
618403730,1
618403866,1
618404402,4
618404455,1
618404531,1
618404532,4
618404577,1
618404619,1
618404697,1
618404748,2
618405865,1
618405970,1
618406378,3
618407705,2
618407742,1
618408180,3
