GLOBALEVENTID,count,GoldsteinScale
561172591,1,-2.0
561172633,1,0.0
561173016,1,-2.0
561173039,1,4.0
561173181,1,7.0
561173275,1,-7.0
561173476,1,1.9
561173614,1,-4.4
561173762,2,1.9
561173943,1,-0.4
561174097,1,6.0
561174472,4,-2.0
513223294,1,-10.0
513223451,1,4.0
513223726,1,1.0
513223773,1,1.0
513223993,1,2.8
513224037,1,-4.0
513224149,1,7.0
513224601,1,3.0
503439503,1,-2.0
503439556,1,-10.0
503439781,1,-10.0
503439826,1,-5.0
503439883,1,7.4
503439973,1,-2.0
503440242,1,7.0
503441075,1,7.0
503441229,1,-10.0
531806465,1,1.9
531806490,1,4.0
531806977,1,0.0
531808204,1,1.9
600476312,1,-10.0
600476628,1,-9.2
600476712,1,3.4
600476926,1,7.0
600477236,1,-10.0
600477514,1,0.4
600477551,1,2.8
600477943,1,-2.0
600477980,1,-10.0
600478094,3,1.0
590314819,2,-10.0
590314833,1,-5.0
590314923,1,-0.4
590315229,1,4.0
590315323,1,-4.0
590315340,1,6.0
590315596,1,4.0
590316083,1,-0.1
590316365,1,2.8
590316472,1,3.4
541684116,1,4.5
541684779,1,-2.0
541684938,1,-2.0
541685315,1,3.4
541685377,1,0.0
541685559,1,3.4
541685812,1,1.0
590316786,1,4.0
522434092,1,-10.0
522434104,1,3.0
522434142,1,1.0
522434254,1,0.4
522434385,2,5.0
522434576,1,-10.0
522434643,1,1.0
570644656,1,-2.0
570644862,1,7.0
570644866,1,7.0
570644945,1,-10.0
570644972,1,9.0
570645068,1,-10.0
570645362,1,5.0
570645440,1,1.9
570645450,1,1.0
570645517,1,3.0
570645526,1,-4.0
570645567,1,3.0
570645721,1,3.0
570646433,1,7.0
580273913,1,-2.0
580274321,1,4.0
580274430,1,3.4
551695824,1,8.0
551695897,1,3.4
551696215,1,1.0
551696249,1,-2.0
551696288,1,-10.0
609630423,1,-9.0
609630814,1,6.0
609630856,1,-10.0
