GLOBALEVENTID,count,GoldsteinScale
561172455,1,2.8
561172663,1,3.5
561172848,1,-2.0
561172960,1,-5.0
561173249,1,-5.0
561173574,1,3.0
561173580,1,1.0
561173905,1,3.4
561173966,1,4.0
513222704,1,-10.0
513222817,1,4.0
513223043,1,4.0
513223072,1,7.0
513223091,1,-10.0
513223137,2,8.3
513223160,1,2.8
513223260,1,-5.0
513223861,1,7.4
513224066,1,-2.0
513224169,1,4.0
513224380,1,-9.0
513224391,1,3.0
503439438,1,0.0
503439543,1,-5.0
503439838,1,0.0
503439926,1,3.0
503440222,1,1.9
503440336,1,10.0
503440777,1,1.0
503440887,1,-2.0
503441015,1,-2.0
503441066,1,4.0
503441209,1,7.0
503441308,1,3.0
531806150,1,1.0
531806290,1,4.0
531806789,2,1.9
531806813,1,5.0
531806923,1,7.0
531807031,1,4.0
531807186,1,7.4
531807241,1,-4.4
531807296,1,-4.0
531807332,1,2.8
531807941,1,0.0
531808013,6,2.8
531808140,1,6.0
600476293,4,8.0
600476798,1,-2.0
600477142,1,3.0
600477200,1,-10.0
600477248,1,-5.0
600477736,1,0.0
600477961,1,-5.0
600478066,1,-10.0
600478219,1,0.0
600478305,1,3.4
600478361,1,-5.0
590314777,1,4.0
590314865,1,1.0
590315055,2,0.0
590315308,4,4.0
590315331,1,2.8
590315648,1,7.0
590315788,1,4.0
590315835,1,-2.0
590316093,1,-5.0
590316343,1,4.0
590316442,1,-5.0
590316691,1,0.0
541683923,1,1.9
541684063,2,4.0
541684136,1,1.9
541684330,1,-5.0
541684678,1,3.4
541685182,1,2.5
541685207,1,6.0
541685515,1,0.0
541685534,1,3.4
590315515,1,3.5
522433839,1,-10.0
522434168,1,0.4
522434215,1,2.8
522434217,1,7.0
522434333,1,-5.0
522434556,1,-0.4
522434651,1,-0.4
522435066,1,2.8
570644572,1,7.0
570644728,1,7.0
570644828,1,1.9
570645419,1,-2.0
570646201,1,7.0
522434335,1,-9.5
570645596,1,4.0
580273817,1,-2.0
580274428,1,2.8
580274543,1,0.4
580274559,1,7.0
551695885,1,5.0
551696151,1,3.5
609630360,1,1.9
609631002,1,1.0
609631102,1,-5.0
609631232,1,1.0
