GLOBALEVENTID,Number Mentions
531479847,9
531479861,2
531479863,2
531479870,3
531479872,3
531479877,1
531479921,4
531479922,1
531479951,2
531480005,1
531480009,1
531480033,2
531480055,1
531480057,1
531480061,1
531480066,1
531480073,5
531480079,14
531480095,1
531480255,1
531480275,1
531480279,2
531480280,4
531480286,1
531480288,1
531480289,3
531480292,2
531480294,1
531480295,1
531480301,2
531480305,1
531480309,1
531480322,1
531480344,1
531480352,1
531480353,1
531480413,1
531480461,5
531480466,1
531480468,5
531480480,4
531480483,1
531480484,3
531480486,2
531480490,1
531480491,1
531480497,1
531480562,2
531480569,2
531480583,1
531480634,1
531480637,1
531480692,2
531480696,2
531480708,2
531480716,9
531480719,1
531480728,1
531480808,2
531480838,1
531480841,2
531480849,1
531480877,3
531480879,3
531480931,7
531480946,1
531480974,2
531481014,6
531481055,1
531481107,1
531481138,1
531481201,4
531481202,1
531481210,1
531481247,1
531481323,2
531481328,1
531481332,1
531481443,1
531481460,1
531481471,2
531481500,2
531481580,1
531481584,2
531481618,6
531481623,6
531481633,1
531481634,1
531481654,1
531481658,1
531481706,6
531481741,1
531481748,1
531481749,1
531481831,1
531481836,1
531481838,1
531481945,1
531481949,1
531481970,1
531481975,1
531481993,6
531482030,1
531482073,1
531482129,1
531482141,1
531482159,1
531482166,8
531482169,2
531482174,7
531482175,4
531482179,1
531482196,3
531482199,5
531482203,1
531482213,2
531482217,4
531482219,5
531482221,2
531482227,5
531482228,1
531482234,7
531482238,2
531482241,2
531482243,2
531482245,1
531482247,1
531482251,8
531482263,1
531482265,5
531482270,1
531482271,2
531482278,1
531482287,1
531482288,1
531482291,1
531482300,2
531482306,1
531482323,2
531482327,1
531482350,1
531482351,1
531482366,1
531482398,1
531482490,1
531482528,11
531482530,12
531482537,1
531482580,1
531483367,1
531483380,1
531483450,1
531483467,1
531483469,1
531483494,3
531483509,1
531483593,1
531483595,1
531483601,3
531483607,3
531483610,6
531483612,1
531483656,1
531483726,1
531483767,1
531483801,1
531483884,3
531483921,1
531483958,1
531483959,1
531483974,1
531484005,2
531484123,1
531484127,1
531484237,1
531484281,1
531484350,1
531484402,1
531484441,1
531484558,1
531484639,3
531484772,1
531484774,2
531485037,1
531485367,2
531485615,1
531485617,3
531485619,1
531485648,1
531485652,2
531485662,1
531485680,2
531485688,1
531485697,4
531485699,1
531485715,1
531485724,1
531485746,1
531485774,1
531486162,2
531486230,2
531486280,1
531486444,10
531486471,1
531486479,1
531486526,1
531486581,3
531486585,3
531486596,1
531486654,2
531486664,3
531486711,2
531486966,1
531486969,2
531487081,3
531487101,2
531487106,2
531487113,4
531487149,1
531487164,2
531487231,1
531487413,1
531487415,1
531487486,1
531487490,1
531487509,1
531487585,1
531487600,1
531487679,1
531487763,1
531487866,1
531487979,1
531487980,2
531488044,1
531488291,1
531488360,2
531488367,1
531488386,1
531488461,1
531488556,1
531488571,1
531488599,1
531488763,2
531488948,1
531488962,10
531489066,1
531489070,1
531489072,1
531489074,1
531489146,1
531489161,1
531489432,1
531489476,2
531489768,1
531489858,1
531489874,1
531489938,1
531489992,1
531490011,1
531490565,1
531490596,1
531490624,1
531490641,1
531490747,5
531490756,1
531490765,1
531490810,1
531490828,4
531490845,1
531491186,2
531491205,1
531491224,2
531491469,2
531491470,1
531491552,1
531491576,9
531491586,1
531491632,1
531491673,2
531491784,1
531491819,1
531491826,1
531491912,2
531491984,1
531492042,1
531492075,1
531492199,1
531492226,1
531492583,4
531492772,3
531492856,1
531492979,1
531493065,1
531493172,1
531493185,3
531493350,1
531493414,1
531493484,1
531493611,2
531493657,1
531493679,3
531493781,1
531493790,1
531493793,1
531494150,1
531494215,2
531494379,1
531494385,1
531494424,1
531494546,1
531494812,2
531494890,1
531494897,1
531494905,1
531494929,2
531494958,1
531494962,2
531495252,1
531495359,1
531495365,2
531495423,1
531495448,1
531495497,1
531495546,1
531495551,1
531495727,4
531495747,2
531495888,1
531496000,4
531496106,1
531496231,1
531496233,2
531496238,1
531496342,1
531496356,1
531496372,1
531496412,1
531496461,1
531496524,2
531496531,1
531496698,1
531496708,1
531496948,2
531497025,4
531497100,2
531497136,2
531497371,1
531497374,1
531497375,1
531497478,2
531497595,1
531497645,2
531497725,1
531497727,1
531497730,1
531497738,1
531497852,1
531497981,1
531497988,1
531498016,1
531498067,2
531498083,1
531498244,1
531498484,2
531498485,2
531498495,11
531498498,2
531498499,5
531498504,1
531498505,1
531498509,4
531498511,1
531498539,1
531498641,1
531498962,1
531499021,1
531499503,2
531499702,1
531499706,1
531499943,2
531499944,1
531499947,2
531499950,1
531499961,1
531499970,1
531500058,1
531500263,1
531500335,9
531500349,2
531500406,1
531500493,1
531500652,1
531500680,1
531500760,1
531500800,1
531500819,10
531500833,1
531500834,1
531500838,1
531501204,1
531501205,1
531501284,6
531501645,1
531501668,1
531501673,1
531501726,1
531501745,2
531501766,1
531501774,1
531501803,2
531501811,1
531501813,2
531501827,2
531501855,1
531502187,1
531502255,1
531502326,1
531502439,1
531502594,2
531502630,2
531502966,1
531503247,12
531503422,1
531503453,2
531503532,4
531503776,1
531504006,1
531504062,1
531504064,1
531504104,1
531504249,1
531504538,2
531504543,3
