GLOBALEVENTID,count,GoldsteinScale
561172405,1,1.9
561172441,1,2.8
561172920,1,-10.0
561173000,1,0.0
561173264,1,4.0
561173274,1,1.9
561173869,1,1.9
561174326,1,2.8
561174362,1,-2.0
561174387,1,1.9
561174452,1,-5.0
513222757,1,2.8
513222898,1,-10.0
513223080,1,2.8
513223166,1,-2.0
513223581,1,-0.4
513223786,2,3.0
513224205,2,-2.0
513224698,1,-10.0
503439584,1,-5.0
503439589,1,3.4
503439870,1,0.0
503440089,1,0.0
503440311,2,1.0
503440345,1,7.0
503441325,1,-9.5
503441421,1,2.8
531806383,1,0.0
531807088,1,2.8
531807914,1,7.0
531808033,1,-5.0
600476456,1,-2.0
600476716,2,7.0
600476763,1,1.9
600477377,1,-2.0
600477438,1,-5.0
600477634,1,-2.0
600478331,1,-5.0
590314863,1,4.0
590314915,1,7.4
590315397,1,3.0
590315416,1,2.8
590316076,1,-9.0
590316372,1,7.4
590316825,1,2.8
541683968,1,3.0
541684008,1,1.9
541684083,1,1.9
541684121,1,4.0
541684839,1,1.0
541685105,1,-2.0
541685201,1,3.4
541685267,1,0.0
541685846,1,1.9
541684528,1,0.0
522433921,1,7.4
522433932,1,-10.0
522434125,1,-6.5
522434575,3,-5.0
522434691,1,1.9
522434845,1,0.0
522435033,1,7.4
522435122,1,7.0
522435156,1,-9.0
522435325,1,-7.0
570644365,1,0.0
570644499,1,0.4
570644592,1,2.8
570644594,1,1.9
570645503,1,-10.0
570645822,1,-10.0
551695839,1,1.0
551696095,1,-5.0
551696212,1,5.2
551696226,1,3.0
551696726,1,3.4
551696516,1,3.0
609630846,1,-9.0
609630848,1,-9.0
609631062,1,1.0
609631126,1,4.0
609631207,1,3.4
