GLOBALEVENTID,count,GoldsteinScale
561172539,1,3.4
561172826,1,-2.0
561173495,2,5.0
561173680,1,1.0
561173952,1,0.0
561173980,2,4.0
561174255,1,0.0
561174369,1,0.0
513223009,1,3.4
513223087,1,7.0
513223231,1,-2.0
513223334,1,1.9
513223510,1,8.0
513224070,1,3.0
513224335,1,3.4
513224375,1,5.0
513224382,1,-5.0
513224425,1,7.0
513224443,1,-2.0
513224686,1,5.0
513225034,1,5.2
513225268,1,-10.0
503439664,1,0.4
503439683,1,-5.0
503439922,1,7.0
503440399,1,4.0
503440455,1,1.0
503441402,1,0.0
503441408,1,2.8
531806309,1,3.0
531806737,1,7.4
531806938,1,7.0
531806982,1,1.0
531807062,1,1.9
531807140,1,-2.0
531807191,1,-2.0
531807614,1,3.0
531807875,1,6.4
531808179,1,1.0
531806721,1,-4.0
600476254,1,0.0
600476510,1,-5.0
600476855,1,-5.0
600476904,1,-9.0
600477163,1,3.0
600477527,1,-10.0
600477618,1,3.4
600478117,1,3.5
590314743,1,4.0
590314756,1,1.9
590314854,1,4.0
590315121,1,1.0
590315188,1,7.0
590315203,1,-10.0
590315301,1,1.0
590315372,1,4.0
590315439,1,7.0
590315466,1,3.0
590315550,1,0.0
590315569,1,0.4
590315786,1,4.0
590316021,1,1.9
590316169,1,0.0
590316184,1,3.0
590316435,1,2.8
590316529,1,-4.0
590316594,1,3.0
590316766,1,1.0
541684010,1,7.0
541684240,1,1.9
541684272,1,-4.0
541684284,1,3.4
541684367,1,4.0
541684680,1,2.8
541684961,1,0.4
541684988,1,1.9
541685335,1,3.0
541685371,1,0.0
541685440,1,2.8
541684952,1,7.0
522434285,2,7.0
522434310,1,2.8
522434481,1,-2.0
522435090,1,-0.4
522435091,1,0.4
522435214,1,4.0
522435270,1,-0.1
522435323,1,3.4
522435383,1,-0.4
570644419,1,-4.4
570644431,1,-5.0
570644449,1,1.0
570644540,1,1.0
570644701,1,0.0
570644783,1,3.5
570645086,1,2.8
570645286,1,1.9
570645847,1,2.8
570645924,1,0.0
570646115,1,6.0
580274155,1,0.0
580274170,1,-4.0
580274258,1,0.0
580274473,1,7.0
580274700,1,-2.0
580274729,1,0.0
551696018,1,-5.0
551696539,1,-10.0
551696578,1,0.0
551696695,1,-4.0
609630710,1,1.0
609631003,1,1.0
609631075,1,0.0
609631104,1,0.0
609631217,1,6.0
