GLOBALEVENTID,Number Mentions
503158230,1
503158574,1
503158833,2
503158912,25
503159123,1
503159144,1
503159171,1
503159294,2
503159295,1
503159907,1
503160167,1
503160262,2
503160263,1
503160474,1
503160650,1
503160820,1
503160863,1
503160919,1
503161024,1
503161112,1
503161635,1
503162071,1
503162072,1
503162127,1
503162223,1
503162405,2
503162512,1
503162546,1
503162589,1
503162593,1
503163082,1
503163322,1
503163325,1
503163441,1
503163507,4
503163573,1
503163989,1
503164510,4
503164736,1
503164754,1
503164806,1
503164860,2
503164937,1
503164984,1
503165586,13
503165744,2
503165859,1
503165861,1
503166022,1
503166095,1
503166281,2
503166366,2
503166439,1
503166460,1
503166508,1
503166577,1
503166581,13
503166737,1
503166793,1
503166901,1
503166904,1
503167236,1
503167843,2
503168073,4
503168077,1
503168200,1
503168212,1
503168337,1
503168353,1
503168364,1
503168620,1
503168631,2
503168653,1
503168759,1
503168929,1
503168932,1
503168942,1
503169205,1
503169252,1
503169403,1
503169456,1
503169780,1
503169922,1
503169943,1
503169958,1
503169960,1
503169996,1
503170005,1
503170012,1
503170013,1
503170176,1
503170380,1
503170569,1
503170611,1
503170645,1
503171039,1
503171101,1
503171346,1
503171496,1
503171796,1
503171844,1
503171905,1
503172095,1
503172195,1
503172225,1
503172248,1
503172400,1
503172497,1
503172831,3
503172912,1
503172947,1
503173049,1
503173235,10
503173271,1
503173273,1
503173285,1
503173288,1
503173299,1
503173395,1
503173512,1
503173527,1
503173578,9
503173709,2
503173728,1
503173771,1
503173877,1
503173928,1
503173942,16
503173944,1
503174276,2
503174278,1
503174287,1
503174290,1
503174643,4
503174865,2
503174867,1
503175275,1
503175919,1
503176024,9
503176186,1
503176197,1
503176208,1
503176403,2
503176433,1
503176465,1
503176539,1
503176612,2
503176905,1
503177058,1
503177147,1
503177329,1
503177573,8
503177710,1
503177731,1
503178129,1
503178478,1
503178489,1
503178542,1
503179406,1
503179459,1
503179589,1
503179742,9
503179920,1
503180020,1
503180109,2
503180137,2
503180405,1
503180732,1
503181028,1
503181039,2
503181056,1
503181425,1
503181749,1
503182475,1
503182524,1
503182931,1
503182979,1
503183309,1
503183434,2
503183460,1
503183499,2
503183530,1
503183670,2
503184895,2
503184951,2
503185021,1
503185029,1
503185428,1
503185882,1
503185938,1
503186094,2
503186126,1
503186136,1
503186222,1
503186847,1
503187219,2
503187664,1
503187772,1
503188010,1
503188078,1
503188249,2
503188254,1
503188395,1
503188456,1
503188487,1
503188614,2
503188632,1
503188640,1
503189247,1
503189333,1
503189844,1
503189879,1
503189881,1
503190122,3
503190235,1
503190303,1
503190413,1
503190452,1
503190587,1
503190667,1
503190675,1
503190731,1
503190733,1
503190827,1
503191030,1
503191306,1
503191718,1
503191817,2
503191860,17
503192529,1
503192570,1
503192729,2
503193265,1
503193757,1
503194225,1
503194532,1
503194633,1
503194885,1
503194939,1
503195146,1
503195203,1
503195279,1
503195988,1
503196669,1
503196799,1
503197206,2
503197226,1
503197251,1
503197253,2
503197442,1
503197828,1
503198120,1
503198595,1
503198596,3
503198702,1
503198753,1
503198865,9
503199200,1
503199585,3
503199760,1
503199814,1
503199833,1
503200017,1
503200018,1
503200284,1
503200429,1
503200591,1
503200986,1
503201469,2
503201865,1
503201878,1
503201905,1
503202050,2
503202144,2
503202234,1
503202599,21
503202726,1
503202753,1
503202807,1
503202866,1
503202878,1
503202938,1
503203053,1
503203119,1
503204153,1
503204686,25
503205408,2
503205478,1
503205670,1
503205743,1
503205987,1
503206094,1
503206249,1
503206294,1
503206399,1
503206672,1
503206706,2
503207108,1
503207327,1
503207392,1
503207544,1
503207730,1
503208019,1
503208375,2
503208642,1
503208815,2
503208934,2
503209057,1
503209672,7
503210276,1
503210535,1
503211153,1
503211848,36
503211930,1
503211933,1
503211947,1
503211992,1
503212136,1
503212569,1
503213046,1
503213185,2
503213297,1
503213300,1
503213315,1
503213406,1
503213563,1
503213630,1
503213631,1
503215573,1
503216191,1
503216840,4
503216869,1
503216915,1
503216917,1
503216918,1
503217177,1
503217510,1
503217551,1
503218042,1
503218642,1
503219258,1
503219967,2
503221253,1
503221271,1
503221755,2
503221897,4
503221908,4
503221917,4
503221961,1
503222035,2
503222040,1
503222042,1
503222362,4
503222595,1
503222918,1
503223101,4
503223379,4
503223380,2
503223392,4
503223393,4
503223499,4
503223509,4
503223510,4
503223641,4
503223642,4
503223644,4
503223760,4
503223771,4
503223778,4
503223812,4
503223881,2
503224121,1
503224615,1
503225658,1
503226218,9
503226662,1
503227012,1
503227039,1
503227133,1
503227196,1
503227493,1
503227526,1
503227527,1
503227732,1
503227741,1
503227831,1
503228106,1
503229371,1
503229385,1
503229587,1
503230482,1
503231049,1
503231608,1
503231752,1
503232427,1
503232631,1
503232658,1
503232673,1
503232698,2
503232851,1
503233634,1
503233773,1
503234504,1
503235549,1
503235583,1
503235862,1
503236598,1
503236614,1
503236647,1
503236754,1
503237098,1
503237486,1
503237494,1
503238127,2
503238420,1
503238506,2
503238555,1
503238810,1
503238860,1
503238861,1
503239025,2
503239057,1
503239754,1
503239792,1
503240240,1
503240369,1
503240646,1
503240756,1
503240960,1
503241116,1
503242073,1
503242197,1
503242208,1
503242209,2
503242260,1
503242261,2
503242884,1
503243444,1
503243950,1
503245256,1
503245407,1
503245773,3
503245845,1
503245963,1
503246095,1
503246386,1
503246398,1
503246456,1
