GLOBALEVENTID,Number Mentions
699108560,1
699108654,2
699108674,2
699108807,1
699108824,1
699108837,2
699108891,2
699109140,3
699109422,1
699109627,1
699109719,4
699109850,1
699110180,2
699110737,1
699110912,1
699111270,1
699111856,1
699112824,1
699112831,1
699112906,1
699112985,2
699113326,1
699113402,1
699113443,1
699113469,1
699113472,1
699113488,1
699113673,1
699113699,2
699113767,1
699114532,2
699114700,1
699115127,1
699115351,1
699115379,1
699115462,1
699115771,3
699115794,3
699115860,1
699115905,1
699116237,1
699116371,1
699116372,2
699116401,1
699116715,12
699116732,1
699117183,1
699117300,1
699117563,1
699117635,3
699118596,4
699118611,1
699118716,1
699118934,1
699118942,1
699119084,10
699119335,1
699119541,1
699119786,1
699120059,1
699120191,1
699120280,1
699120834,1
699120881,1
699121541,7
699121593,1
699121857,1
699121887,1
699121894,1
699121962,5
699122279,1
699122280,1
699122595,1
699122596,1
699122701,1
699122702,2
699122902,2
699122997,1
699123000,2
699123118,1
699123140,1
699123258,3
699123406,1
699123573,3
699123670,9
699123677,1
699123832,1
699123980,9
699124134,1
699124174,1
699124760,1
699124839,5
699124890,2
699124907,1
699124970,1
699125064,1
699125065,1
699125258,1
699125571,2
699126121,1
699126181,1
699126202,1
699126521,1
699126552,1
699126658,2
699126692,1
699126973,9
699127041,1
699127157,1
699127276,11
699127479,1
699127497,1
699127549,2
699127621,11
699127948,2
699128085,1
699128384,1
699128608,1
699128613,1
699128616,1
699128686,1
699128920,1
699128928,11
699129178,4
699129844,1
699130271,1
699130412,1
699130792,2
699130815,1
699130816,1
699130855,1
699131099,1
699131451,1
699131471,1
699131765,1
699131806,1
699132041,1
699132043,1
699132265,1
699132493,3
699133133,1
699133172,1
699133301,1
699133486,1
699133487,1
699133796,1
699133799,1
699133875,1
699134107,2
699134108,2
699134110,2
699134490,1
699134692,1
699134836,1
699135662,1
699135674,2
699135795,3
699135845,1
699135999,1
699136345,1
699136788,1
699136796,8
699136889,3
699137788,1
699138075,1
699138076,1
699138334,3
699138763,1
699138788,1
699138791,1
699139046,1
699139095,5
699139243,1
699139254,1
699139534,3
699140440,1
699140451,2
699140730,2
699140814,2
699142040,1
699142487,1
699143052,1
699143150,3
699143277,2
699143585,1
699143598,1
699143784,1
699144234,1
699144340,4
699144350,1
699144474,1
699144487,1
699144893,9
699145594,1
699145620,1
699145820,1
699146031,1
699146128,1
699146568,1
699146940,1
699146955,1
699147043,1
699147168,1
699148277,1
699148643,1
699148860,1
699149152,1
699149270,1
699149411,1
699149684,1
699149869,1
699149915,14
699149934,1
699149974,1
699149975,1
699151402,1
699151811,1
699151839,1
699151847,1
699151954,1
699152267,1
699152655,1
699152893,1
699154095,1
699154106,1
699154518,1
699154537,1
699155017,1
699155140,1
699156191,1
699156243,1
699157745,1
699157763,1
699157808,2
699158067,2
699158623,1
699159703,3
699160351,1
699160408,2
699160970,1
699161777,1
699161822,1
699162419,1
699163008,1
699163059,2
699163187,1
699163332,7
699164199,1
699164273,1
699164324,1
699164448,2
699164916,1
699165891,1
699166498,1
699166809,1
699166843,2
699166845,1
699166846,1
699167557,1
699167891,1
699168211,1
699168240,1
699168427,1
699169429,1
699169486,1
699169705,1
699169849,1
699170532,1
699170533,1
699170605,2
699170836,1
699171504,2
699172485,1
699172985,1
699173084,1
699173477,1
699173479,1
699173705,1
699173847,1
699173864,1
699173868,1
699173870,1
699174265,1
699174410,1
699174715,1
699174782,1
699175174,2
699175233,1
699176704,1
699176890,1
699176921,1
699176925,1
699177336,1
699177548,1
699177618,1
699177810,2
699178324,1
699178348,1
699178381,1
699178398,6
699178559,1
699180051,1
699180080,1
699180083,1
699180224,1
699180258,1
699180263,1
699180730,1
699180829,11
699180976,1
699181065,1
699181127,1
699181232,1
699181235,1
699181237,1
699181241,1
699181242,1
699181328,1
699181601,1
699181695,1
699181699,1
699181723,1
699182083,1
699182086,1
699182219,1
699182736,2
699182902,1
699183206,1
699184006,1
699184635,1
699184674,1
699184822,1
699185418,1
699185530,1
699186214,1
699187257,1
699187346,1
699187451,1
699187472,2
699187697,1
699187925,1
699187987,1
699188523,1
699188678,1
699188692,1
699188713,1
699188832,1
699188834,2
699190020,1
699191393,16
699191416,1
699191615,5
699191683,15
699191781,1
699191803,1
699191804,1
699191805,1
699192638,15
699193545,1
699194654,2
699195055,1
699195499,1
699195586,1
699195701,1
699195702,1
699196212,2
699196957,1
699197134,1
699198444,1
699198484,1
699199434,1
699199580,1
699199606,1
699199816,1
699201149,1
699202373,1
699203975,1
699204119,8
699204656,1
699204676,1
699204806,1
699204847,2
699205124,1
699205125,1
699205222,1
699205370,8
699205371,8
699205921,1
699206116,9
699207094,1
699207570,1
699208412,1
699209014,2
699209779,1
699209878,1
699210000,1
699210132,6
699210420,1
699210432,3
699210791,1
699210987,1
699210998,2
699210999,2
699211032,1
699211059,1
699211262,2
699211273,2
699211296,2
699211297,2
699211325,1
699211407,1
699211478,1
699212039,2
699212174,2
699212177,6
699212185,2
699212187,2
699212478,1
699212519,1
699212618,1
699212619,2
699212801,1
699213077,1
699213892,7
699214323,7
699215142,4
699215541,1
699216232,2
