GLOBALEVENTID,Number Mentions
600152723,1
600152809,1
600152818,1
600152846,4
600152928,5
600152960,1
600153533,4
600153594,1
600153876,1
600153901,2
600153980,2
600154610,2
600154899,1
600154993,2
600154997,4
600155015,1
600155269,1
600155661,1
600155671,1
600155793,2
600155798,1
600156042,1
600156104,1
600156203,2
600156214,1
600156468,1
600156501,1
600156502,1
600156769,1
600157546,2
600157635,2
600157862,1
600158237,1
600158269,1
600158272,1
600158319,1
600158359,1
600158461,1
600158573,4
600158576,1
600158694,1
600158713,5
600158946,1
600159011,1
600159058,2
600159062,1
600159241,1
600159369,1
600159386,1
600159390,1
600159480,1
600159558,5
600159625,1
600160119,1
600160132,1
600160164,1
600160247,1
600160272,1
600160331,1
600160784,1
600160820,1
600160824,2
600160826,1
600160866,1
600160872,2
600160904,1
600160962,1
600160976,1
600160990,3
600161055,1
600161109,1
600161212,1
600161622,1
600161658,2
600161688,2
600161924,1
600162323,3
600162600,2
600162707,1
600163108,3
600163184,1
600163199,1
600163434,1
600163744,1
600163985,2
600164007,1
600164057,1
600164296,1
600164307,1
600164375,1
600164513,1
600164585,1
600164615,1
600164637,4
600164849,2
600164902,2
600165235,1
600165249,1
600165422,1
600165567,3
600166016,1
600166153,1
600166218,1
600166330,1
600166740,1
600166957,1
600167482,1
600168394,1
600168410,1
600168413,1
600168902,1
600168957,1
600169119,1
600169123,1
600169371,1
600169488,1
600169492,1
600169606,1
600169786,12
600170065,1
600170167,3
600170172,1
600170327,1
600170664,3
600170738,1
600171005,1
600171029,1
600171228,1
600171525,1
600172773,15
600172885,1
600172916,2
600173291,1
600173310,1
600173754,15
600174042,1
600174216,1
600174232,1
600174371,1
600174555,2
600174745,1
600174827,1
600174960,1
600175058,1
600175102,1
600175174,1
600175198,2
600175862,1
600176192,1
600176259,4
600176898,1
600177040,1
600177041,1
600177105,1
600177282,1
600177375,1
600177456,1
600177551,1
600177558,1
600177593,1
600177838,1
600177860,1
600177906,1
600177916,1
600178166,2
600178365,1
600178716,1
600178904,1
600178960,1
600179030,1
600179080,2
600179090,1
600179120,1
600179157,1
600179309,1
600179752,1
600180181,10
600180243,1
600180700,1
600180881,1
600180908,1
600181144,1
600181167,1
600181240,1
600181395,1
600181738,1
600181759,1
600181764,5
600182213,1
600182254,2
600182747,1
600183011,1
600183210,1
600183912,4
600183988,1
600184042,1
600184072,2
600184171,1
600184316,1
600184373,1
600184618,1
600184701,1
600185304,1
600185986,1
600186283,1
600186986,19
600187101,1
600187109,1
600187271,1
600187279,3
600187416,1
600187605,1
600187637,1
600187712,2
600187715,1
600188038,5
