GLOBALEVENTID,Number Mentions
609630579,1
609630580,1
609630581,1
609630583,1
609630584,1
609630586,1
609630589,1
609630592,1
609630593,1
609630594,1
609630595,2
609630596,1
609630597,1
609630598,1
609630599,1
609630600,1
609630601,1
609630602,1
609630603,1
609630604,1
609630606,1
609630607,1
609630609,1
609630610,1
609630611,1
609630612,1
609630613,1
609630614,1
609630615,1
609630616,1
609630617,1
609630618,1
609630621,1
609630630,1
609630632,1
609630633,1
609630635,1
609630636,1
609630637,1
609630638,1
609630640,1
609630641,1
609630646,1
609630648,1
609630649,1
609630652,2
609630653,1
609630654,1
609630655,1
609630656,1
609630658,1
609630662,1
609630665,1
609630666,1
609630667,1
609630668,1
609630670,1
609630673,1
609630674,1
609630675,1
609630676,1
609630677,1
609630679,1
609630680,1
609630681,1
609630684,1
609630685,1
609630688,1
609630694,1
609630695,1
609630696,1
609630697,1
609630698,1
609630699,1
609630700,1
609630702,1
609630703,1
609630704,1
609630705,1
609630706,1
609630708,1
609630709,1
609630710,1
609630711,1
609630712,1
609630713,1
609630714,1
609630715,1
609630716,1
609630717,1
609630719,1
609630720,1
609630721,1
609630722,1
609630724,1
609630725,1
609630728,1
609630729,1
609630730,1
609630733,1
609630736,1
609630737,1
609630738,2
609630741,1
609630743,1
609630744,1
609630745,1
609630746,1
609630748,1
609630750,1
609630751,1
609630752,1
609630753,1
609630754,1
609630755,1
609630756,1
609630758,1
609630759,1
609630760,1
609630762,1
609630766,1
609630767,1
609630768,1
609630770,1
609630772,1
609630773,1
609630776,1
609630778,1
609630779,1
609630781,1
609630784,1
609630786,1
609630787,1
609630790,1
609630791,1
609630792,1
609630793,1
609630794,1
609630795,1
609630796,1
609630801,1
609630807,1
609630809,1
609630810,1
609630812,1
609630813,1
609630814,1
609630816,1
609630818,1
609630821,1
609630824,1
609630825,1
609630826,1
609630828,1
609630833,1
609630834,1
609630835,1
609630837,1
609630843,1
609630844,2
609630845,1
609630846,1
609630849,1
609630850,1
609630853,1
609630854,1
609630855,1
609630856,1
609630857,1
609630858,4
609630859,1
609630865,1
609630866,1
609630868,1
609630869,1
609630870,1
609630871,1
609630872,1
609630874,1
609630875,1
609630876,1
609630877,1
609630880,1
609630881,1
609630884,1
609630885,1
609630886,1
609630887,1
609630889,2
609630900,1
609630901,1
609630902,1
609630904,1
609630905,1
609630906,1
609630907,1
609630908,1
609630909,1
609630910,1
609630911,1
609630912,1
609630913,1
609630915,1
609630916,1
609630917,1
609630919,1
609630921,1
609630922,1
609630923,1
609630924,1
609630925,1
609630927,1
609630928,1
609630931,1
609630932,1
609630934,1
609630935,1
609630937,1
609630940,1
609630945,1
609630946,1
609630947,1
609630948,1
609630949,1
609630950,1
609630952,1
609630953,1
609630954,1
609630955,1
609630957,1
609630958,1
609630959,1
609630960,1
609630962,1
609630963,1
609630964,1
609630965,1
609630966,1
609630967,1
609630968,1
609630969,1
609630970,1
609630972,1
609630975,1
609630977,1
609630983,1
609630984,1
609630985,1
609630987,1
609630988,1
609630989,1
609630992,1
609630993,1
609630995,1
609630996,1
609631000,1
609631004,1
609631005,1
609631006,1
609631007,1
609631008,1
609631010,1
609631012,1
609631013,1
609631014,1
609631016,1
609631017,1
609631018,1
609631019,1
609631021,1
609631022,1
609631023,2
609631025,1
609631026,1
609631027,1
609631029,1
609631031,1
609631033,1
609631036,1
609631037,1
609631038,1
609631039,1
609631040,1
609631044,1
609631050,1
609631055,1
609631056,1
609631058,1
609631061,1
609631071,1
609631073,1
609631074,1
609631080,1
609631081,1
609631082,1
609631083,1
609631084,1
609631085,1
609631087,1
609631092,1
609631093,1
609631097,1
609631101,1
609631102,1
609631103,1
609631104,1
609631106,1
609631107,1
609631109,1
609631110,1
609631112,1
609631114,1
609631117,1
609631118,1
609631120,1
609631122,1
609631128,1
609631131,1
609631143,1
609631145,1
609631146,1
609631149,1
609631150,1
609631151,1
609631152,1
609631153,1
609631154,1
609631156,1
609631159,1
609631160,1
609631161,1
609631162,1
609631163,1
609631166,1
609631168,1
609631169,1
609631170,1
609631176,1
609631177,1
609631180,1
609631181,1
609631182,1
609631183,1
609631184,1
609631186,1
609631187,1
609631188,1
609631190,1
609631191,1
609631194,1
609631196,1
609631198,1
609631199,1
609631201,1
609631203,2
609631207,1
609631208,1
609631209,1
609631218,1
609631225,1
609631226,1
609631228,1
609631230,1
609631231,1
609631232,1
609631233,1
609631234,1
609631236,1
609631237,1
609631239,1
609631240,1
609631241,1
609631245,1
609631247,1
609631249,1
