GLOBALEVENTID,count,GoldsteinScale
561172476,1,-5.0
561172602,1,-4.4
561172743,1,3.0
561172987,1,1.9
561173322,1,-6.5
561173610,1,2.8
561173856,1,-4.0
561173874,1,2.8
561174017,1,6.0
561174118,1,4.0
513223057,3,1.9
513223089,1,3.0
513223222,1,3.0
513224080,1,-2.0
513224203,1,-0.4
513224263,1,3.0
513224293,1,0.4
513224316,1,-2.0
513224593,1,-2.0
513224824,1,4.0
513225005,1,5.0
503439448,1,0.4
503439469,1,1.9
503439494,1,-10.0
503439553,1,-10.0
503439611,1,2.8
503439761,1,4.0
503439797,1,0.0
503440168,1,2.8
503440200,1,7.4
503440406,1,1.0
503440416,1,2.8
503440509,1,-2.0
503441143,1,-2.0
503441162,1,0.0
503441324,1,-4.0
503441332,1,-10.0
503441490,1,2.8
531805954,1,7.0
531805979,1,-6.5
531806097,4,4.0
531806099,1,7.0
531806684,1,1.9
531806941,2,1.0
531807164,1,2.8
531807197,1,-0.3
531807289,1,0.0
531807349,1,7.4
531807488,1,4.0
531807591,6,0.0
531807861,1,-2.0
531807983,1,1.0
531808005,1,1.9
531808126,1,-6.5
600476458,1,-2.0
600476560,1,0.4
600476914,1,1.9
600477145,1,6.0
600477179,1,0.0
600477341,1,4.0
600477489,1,0.4
600477846,1,0.0
600478053,1,-2.0
600478113,1,6.0
590315343,1,-2.0
590315557,1,9.0
590315783,1,0.0
590315853,1,-5.0
590315970,1,-2.0
590316024,1,-2.0
590316059,1,3.4
590316471,1,3.4
590316688,1,1.9
590316715,1,-2.0
590316762,1,-5.0
541683962,1,-5.0
541684294,1,4.0
541684486,1,-5.0
541684656,1,0.0
541684861,1,-4.0
541684895,1,-5.0
541684983,1,2.8
541685052,1,1.9
541685162,1,7.0
541685168,1,-2.0
541685169,1,-4.0
541685502,1,-5.0
541685653,1,3.4
541685810,1,3.0
590315542,2,6.4
541684908,1,7.0
541684953,1,7.0
541685561,1,-9.5
522433849,1,7.0
522434315,1,4.0
522434520,1,1.9
522434606,1,0.0
522435226,1,7.0
522435238,1,0.0
570644325,1,-0.4
570644563,1,-6.5
570644819,1,1.9
570644871,1,3.0
570644898,1,6.0
570645145,1,1.9
570645871,1,3.0
570645880,1,-10.0
570646072,1,-0.4
570646234,1,0.0
570646258,1,-10.0
570646307,1,-4.0
570646438,1,3.4
570645662,1,1.9
580273840,1,3.0
580273846,1,0.0
580274331,1,2.8
580274426,1,0.0
580274704,1,2.8
580274772,1,7.0
551695855,1,4.0
551696014,5,-10.0
551696403,1,-0.1
551696632,1,3.4
609630480,1,-0.4
609630711,1,-2.0
609630855,1,3.0
609631168,1,-4.4
