GLOBALEVENTID,Number Mentions
477065581,1
477065715,1
477065717,1
477065718,1
477065719,1
477065720,1
477065721,1
477065722,1
477066308,2
477066441,1
477066455,2
477066517,1
477066558,1
477066593,1
477066607,1
477066608,1
477066647,1
477066648,1
477066658,1
477066764,2
477066805,6
477066880,1
477066899,2
477066903,1
477066913,1
477066914,1
477066946,1
477067264,12
477067370,1
477067652,13
477067768,1
477067777,1
477067832,2
477067837,1
477067842,1
477067849,1
477067855,3
477067867,1
477067885,1
477068167,2
477068204,2
477068256,1
477068350,1
477068360,2
477068375,1
477068380,4
477068442,2
477068451,2
477068457,1
477068511,1
477068541,2
477068590,1
477068642,1
477068672,1
477068709,1
477068715,2
477068776,1
477068852,8
477068857,1
477068860,1
477068909,1
477069145,1
477069149,1
477069212,5
477069248,1
477069285,2
477069473,1
477069523,1
477069699,1
477069883,1
477069960,2
477070116,1
477070119,1
477070233,2
477070234,1
477070247,2
477070428,2
477070650,1
477070711,6
477070796,1
477070837,1
477071031,1
477071175,1
477071279,1
477071328,1
477071336,1
477071366,1
477071652,1
477071723,2
477071996,2
477072123,2
477072373,7
477072380,6
477072462,1
477072593,2
477072617,1
477072629,7
477072840,1
477072930,1
477072933,3
477072976,1
477073137,1
477073150,1
477073227,6
477073289,1
477073301,1
477073314,1
477073345,2
477073438,2
477073513,1
477073514,1
477073515,1
477073583,1
477073599,1
477073624,1
477073629,1
477074100,1
477074112,1
477074126,1
477074160,1
477074166,1
477074200,1
477074235,1
477074348,1
477074354,1
477074410,1
477074493,1
477074762,1
477074854,1
477074881,1
477074949,1
477074975,2
477075020,1
477075359,5
477075506,1
477075510,1
477075654,1
477075666,5
477075775,1
477075849,1
477075859,1
477075880,2
477076189,1
477076193,2
477076652,2
477076887,1
477076903,1
477076909,4
477077270,1
477077514,1
477077742,1
477077743,1
477078135,1
477078206,1
477078254,2
477078264,2
477078357,1
477078450,2
477078492,2
477078656,1
477079011,1
477079101,1
477079215,1
477079273,1
477079463,7
477079959,1
477080394,1
477080498,8
477080713,1
477080850,1
477080879,1
477081075,1
477081200,1
477081230,2
477081257,1
477081282,2
477081817,1
477081850,8
477082220,7
477082475,1
477082512,2
477082519,2
477082574,1
477082600,1
477082715,1
477083099,1
477083153,1
477083613,1
477083834,1
477083997,1
477084106,1
477084128,1
477084439,1
477084674,1
477084830,3
477085029,1
477085190,2
477085303,1
477085396,19
477085404,1
477085509,1
477085517,1
477085651,1
477085738,2
477085796,1
477085951,1
477085978,1
477086038,1
477086039,2
477086135,1
477086310,1
477086357,1
477086406,10
477086432,1
477086459,1
477086467,1
477086526,1
477086750,2
477086871,1
477087126,2
477087521,2
477087707,1
477087924,2
477087960,1
477088014,1
477088220,2
477088336,2
477088455,1
477088564,2
477088670,2
477088721,8
477088989,2
477089026,6
477089124,4
477089396,1
477089464,6
477089466,6
477089830,5
477089834,6
477089836,6
477089844,6
477089847,5
477089853,6
477090004,1
477090011,5
477090012,5
477090013,5
477090079,1
477090096,1
477090144,4
477090146,1
477090381,4
477090729,2
477090996,1
477091116,1
477091131,1
477091267,1
477091328,1
477091330,1
477091496,1
477091560,1
477091872,1
477092242,1
477092297,17
477092750,1
477092952,1
477093155,1
477093158,3
477093190,1
477093600,1
477094008,1
477094317,2
477094542,2
477094774,2
477094870,1
477094972,5
477095072,2
477095111,1
477095329,1
477095526,1
477095585,2
477096259,8
477096545,1
477096668,2
477096694,1
477096861,3
477097180,1
477097325,2
477097621,2
477097726,2
477098011,1
477098267,4
477098445,6
477098543,2
477098701,1
477098711,7
477099032,1
477099311,1
477099871,1
477099879,1
477100231,2
477100346,1
477100388,1
477100391,3
477100638,1
477100692,2
477101219,2
477101478,1
477101905,1
477102082,1
477102083,1
477102131,1
477102619,2
477102688,5
477102897,2
477103530,1
477103532,1
477103537,1
477103672,1
477103725,1
477103739,1
477103741,1
477103802,1
477103901,1
477104023,1
477104122,1
477105818,8
477105844,1
477106480,1
477106964,1
477107342,1
477107556,1
477107640,1
477108488,1
477108905,1
477109085,12
477109088,1
477109102,2
477109163,1
477109168,1
477109569,1
477109573,1
477109578,2
477109579,2
477109771,1
477109810,2
477110341,2
477110751,2
477110862,1
477110937,1
477110977,1
477111008,1
477111010,1
477111011,1
477111115,1
477111136,1
477111342,1
477111422,1
477111423,1
477111459,1
477111642,2
477111677,2
477111745,1
477111756,1
477112083,1
477112267,1
477112430,1
477112710,1
477112845,1
477112860,1
477113019,1
477113334,1
477113730,1
477114075,1
477114166,1
477114366,1
477115052,1
477115117,1
477115609,1
477115642,1
477116566,2
477116567,2
477116919,2
477118026,1
477119057,1
477119064,1
477119419,1
477119429,1
477119645,1
477119890,1
477119962,1
477120353,1
477121027,1
477121387,1
477122707,1
477122979,1
477124154,1
477126198,3
477126287,1
477126977,1
477127121,2
477127229,1
477127676,1
477127779,3
477127859,1
477128301,2
477128305,1
477128472,1
477129131,1
477129295,1
477129310,1
477129432,1
477129433,1
477129507,1
477129538,1
477129594,1
477129777,1
477129851,1
477129916,2
477130178,1
477130570,2
477131026,7
477131205,9
477131282,2
477131317,9
477131318,18
