GLOBALEVENTID,count,GoldsteinScale
561172378,1,-5.0
561172385,1,-10.0
561172490,1,-2.0
561172578,1,3.0
561172872,1,6.0
561173311,1,4.0
561173547,1,3.4
561173564,1,-2.0
561173663,1,7.4
561173739,1,-4.4
561174319,1,1.0
513223171,1,-2.0
513223186,1,7.4
513223397,1,10.0
513223413,1,2.8
513223454,1,-4.0
513223851,1,-10.0
513223852,1,-10.0
513223936,1,-5.0
513224199,1,-10.0
513224404,1,-5.0
513224986,1,-10.0
503439600,1,1.0
503439612,1,2.8
503439628,1,-10.0
503439678,1,-4.0
503439801,1,1.0
503439802,1,1.0
503440409,1,-4.4
503440594,1,1.0
503440725,1,1.9
503440847,1,-2.0
503440885,1,-2.0
503441026,1,1.9
503441038,1,3.0
503441439,1,0.0
531806119,1,2.8
531806514,1,-4.0
531807074,1,4.0
531807145,1,10.0
531807251,1,7.0
531807593,6,1.9
531807643,1,0.4
531807801,1,-2.0
531808095,1,1.9
531808096,1,1.9
531808128,1,3.0
600476871,1,5.2
600476927,1,7.0
600477061,1,1.0
600477096,1,-0.1
600477233,1,-10.0
600477238,1,-10.0
600477478,1,3.5
600477666,1,3.0
600477680,2,5.2
600477883,1,1.0
600477941,1,-2.0
600478058,1,-5.0
600478149,1,2.8
590314987,1,0.0
590315110,1,-5.0
590315146,1,1.0
590315212,1,3.0
541684117,1,4.0
541684143,1,7.0
541684197,1,7.0
541684212,1,2.5
541684991,1,3.0
541685056,1,1.9
541685061,1,7.0
541685199,1,3.4
541685378,1,0.0
541685422,1,4.0
541685434,1,1.0
541685510,1,-10.0
541685806,1,3.0
590316467,1,4.0
541685312,1,4.0
522433829,1,-4.0
522433984,1,-10.0
522434061,1,7.0
522434190,1,-0.3
522434296,1,-5.0
522434502,1,0.0
522434781,1,-5.0
522435203,1,3.0
570644380,1,3.4
570644418,1,2.8
570644518,1,1.0
570644938,1,-2.0
570645040,1,0.0
570645158,1,3.0
570645190,1,1.0
570645516,1,3.0
570645582,1,1.0
570645787,1,7.0
570645807,1,1.9
570646060,1,2.8
570646263,1,-0.4
570646276,1,1.9
570646315,1,2.8
522434100,1,0.0
580273765,1,-5.0
580274120,1,2.8
580274356,1,3.4
580274505,1,7.0
580274760,1,3.5
551695896,1,3.4
551695981,1,1.9
551696085,1,-2.0
551696163,1,3.4
551696286,1,4.0
551696362,1,3.0
609630501,1,3.4
609630718,1,0.0
609630748,1,1.0
609630904,1,-10.0
609630925,1,3.4
