GLOBALEVENTID,Number Mentions
628971895,1
628971901,1
628971902,1
628971904,1
628971905,1
628971906,1
628971915,1
628971916,1
628971920,1
628971921,1
628971922,1
628971923,1
628971924,1
628971925,1
628971927,1
628971928,1
628971929,1
628971930,1
628971931,1
628971933,1
628971934,1
628971935,1
628971936,1
628971937,1
628971938,1
628971940,1
628971942,1
628971944,1
628971945,1
628971947,1
628971948,1
628971958,1
628971960,1
628971961,1
628971962,1
628971966,1
628971968,1
628971973,1
628971974,1
628971975,1
628971981,1
628971983,1
628971985,1
628971986,1
628971987,1
628971988,1
628971989,1
628971990,2
628971991,2
628971992,2
628971993,2
628971994,2
628971995,2
628971996,1
628972002,1
628972003,1
628972004,1
628972005,1
628972006,1
628972008,1
628972011,1
628972014,1
628972015,1
628972017,1
628972020,1
628972021,1
628972023,1
628972024,1
628972028,1
628972032,1
628972033,1
628972034,1
628972035,1
628972036,1
628972037,1
628972040,1
628972041,1
628972042,1
628972043,1
628972044,1
628972045,1
628972046,1
628972047,1
628972048,1
628972049,1
628972053,1
628972055,1
628972058,1
628972059,2
628972067,2
628972072,1
628972076,1
628972081,1
628972082,1
628972084,1
628972091,1
628972092,1
628972106,1
628972107,1
628972108,1
628972109,1
628972112,1
628972114,1
628972115,1
628972116,1
628972117,1
628972118,1
628972119,1
628972120,1
628972133,1
628972134,1
628972136,1
628972138,1
628972141,1
628972143,1
628972147,1
628972148,1
628972149,1
628972151,1
628972157,1
628972160,1
628972165,1
628972166,1
628972167,1
628972168,1
628972170,1
628972181,1
628972182,1
628972184,1
628972186,1
628972188,1
628972189,3
628972190,1
628972193,1
628972194,2
628972195,1
628972196,1
628972197,1
628972198,1
628972199,1
628972201,1
628972202,1
628972203,1
628972204,1
628972205,1
628972210,1
628972212,1
628972213,1
628972215,3
628972219,1
628972220,1
628972221,1
628972224,1
628972225,1
628972226,1
628972228,1
628972230,1
628972231,1
628972232,3
628972237,1
628972238,3
628972241,1
628972244,1
628972245,1
628972252,1
628972254,1
628972256,1
628972257,1
628972260,1
628972262,1
628972263,1
628972264,1
628972265,1
628972266,1
628972267,1
628972269,1
628972270,1
628972271,1
628972272,1
628972273,1
628972274,1
628972275,1
628972276,1
628972277,1
628972279,1
628972282,1
628972283,1
628972286,1
628972287,1
628972288,1
628972289,1
628972290,1
628972291,1
628972294,1
628972298,1
628972299,1
628972303,1
628972307,1
628972309,3
628972311,1
628972312,1
628972319,1
628972320,1
628972323,1
628972324,1
628972331,1
628972336,1
628972337,1
628972338,1
628972339,1
628972340,1
628972341,2
628972342,1
628972344,1
628972345,1
628972346,1
628972347,1
628972348,1
628972352,1
628972353,2
628972354,1
628972355,1
628972357,1
628972359,1
628972360,1
628972362,1
628972363,1
628972364,1
628972365,1
628972368,1
628972369,1
628972370,1
628972373,1
628972374,1
628972375,1
628972376,1
628972377,1
628972378,1
628972380,1
628972383,1
628972384,1
628972385,1
628972386,1
628972389,1
628972390,1
628972391,1
628972392,1
628972393,2
628972394,1
628972395,1
628972396,1
628972397,1
628972398,1
628972399,1
628972401,1
628972404,1
628972405,1
628972408,1
628972410,1
628972411,1
628972412,1
628972413,1
628972414,1
628972415,1
628972417,1
628972418,1
628972419,1
628972420,1
628972421,1
628972424,1
628972425,1
628972426,1
628972428,1
628972429,1
628972430,1
628972431,1
628972432,1
628972433,1
628972435,1
628972436,1
628972437,1
628972441,1
628972442,1
628972443,1
628972444,1
628972445,1
628972446,1
628972449,1
628972452,1
628972453,1
628972454,1
628972456,1
628972461,1
628972462,1
628972463,1
628972464,1
628972465,1
628972466,1
628972467,1
628972469,1
628972470,1
628972472,1
628972474,1
628972475,1
628972477,1
628972478,1
628972483,1
628972485,1
628972488,2
628972489,1
628972490,1
628972491,1
628972493,1
628972496,1
628972497,1
628972498,2
628972500,1
628972501,1
628972503,1
628972504,1
628972506,1
628972509,1
628972518,1
628972519,1
628972520,1
628972521,1
628972522,1
628972524,1
628972526,1
628972527,1
628972529,1
628972531,1
628972532,1
628972533,1
628972534,2
628972537,1
628972541,1
628972544,1
628972546,1
628972548,3
628972549,1
628972550,1
628972551,1
628972552,1
628972553,1
628972555,1
628972556,1
628972558,1
628972562,1
628972570,1
628972578,1
628972579,1
628972580,1
628972582,1
628972583,1
628972584,1
628972587,1
628972588,1
628972590,1
628972591,1
628972596,1
628972597,1
628972599,1
628972603,1
628972605,1
628972606,1
628972608,1
628972609,1
628972610,1
628972612,1
628972613,1
628972614,1
628972615,1
628972617,1
628972618,1
628972621,1
628972622,2
628972623,1
628972626,1
628972627,2
628972629,1
628972633,1
628972634,1
628972639,1
628972643,1
628972648,1
628972649,1
628972652,1
628972655,1
628972658,1
628972664,1
628972665,1
628972666,1
628972667,1
628972668,1
628972669,1
628972670,1
628972674,1
628972680,1
628972685,1
628972692,1
628972695,1
628972697,1
628972699,1
628972700,1
628972704,1
628972707,1
628972710,1
628972711,1
628972716,1
628972718,1
628972722,1
628972724,1
628972725,1
628972727,1
628972728,1
628972738,1
628972740,1
628972744,1
628972746,1
628972751,1
628972752,1
628972755,1
628972763,1
635729490,1
635753521,1
635911409,1
637651159,1
637693299,1
637696930,1
637961388,1
638033804,1
638033832,1
638033834,1
638033876,2
638033909,1
638033973,2
638033974,9
638033980,1
638033991,13
638034048,1
638034101,1
638034126,1
638034169,5
638034215,2
638034225,2
638034228,1
638034230,2
638034249,27
638034289,1
638034296,1
638034313,1
638034321,2
638034409,1
638034415,1
638034484,4
638034488,1
638034493,4
638034506,1
638034510,1
638034560,1
638034764,1
638034835,2
638034850,1
638034853,1
638034858,3
638034869,2
638034875,1
638034883,1
638034893,1
638034907,1
638035025,1
638035027,1
638035035,1
638035036,1
638035040,1
638035061,2
638035082,1
638035110,1
638035134,11
638035139,1
638035189,1
638035347,2
638035370,1
638035430,1
638035489,2
638035491,2
638035535,1
638035544,2
638035576,1
638035647,5
638035745,1
638035756,3
638035780,3
638035798,3
638035802,1
638035811,1
638035816,1
638035919,1
638036035,1
638036048,1
638036245,2
638036286,1
638036319,1
638036681,1
638036787,1
638036843,1
638036920,1
638037148,1
638037482,6
638037485,1
638037487,1
638037488,1
638037491,1
638037528,1
638037554,2
