GLOBALEVENTID,Number Mentions
674172955,1
674172994,2
674173010,1
674173253,1
674173286,3
674173321,19
674173349,1
674173393,1
674173442,1
674173633,2
674173805,1
674174645,1
674175155,1
674175179,1
674176239,1
674176282,2
674176351,1
674176352,1
674176372,1
674176391,1
674177710,1
674177813,1
674177912,1
674178127,2
674178134,1
674178387,2
674178828,3
674178901,1
674179736,1
674180141,3
674180758,1
674180980,1
674181083,8
674181798,1
674181833,2
674181835,1
674181899,25
674183091,2
674183104,1
674183114,1
674183218,1
674183290,1
674183311,2
674183448,1
674183461,1
674183734,1
674183855,2
674184671,1
674184770,2
674184783,3
674184831,1
674185664,1
674185726,1
674186049,2
674186062,3
674186075,1
674186256,1
674186644,1
674186990,1
674187369,4
674188279,1
674188585,1
674188636,1
674189176,1
674189221,1
674189244,1
674189289,1
674189328,1
674189574,1
674189692,1
674190148,1
674190214,1
674190277,1
674190921,1
674190927,1
674191045,1
674191087,1
674191458,1
674192123,1
674192297,1
674192513,1
674192544,2
674193104,1
674193187,1
674193333,1
674193912,1
674194312,1
674194331,1
674194956,2
674195194,21
674195249,1
674195901,1
674196171,1
674196376,1
674197180,2
674197224,1
674197983,1
674198143,3
674198655,5
674198659,3
674198716,2
674199215,12
674199466,1
674199565,1
674199767,1
674200145,1
674200229,12
674200295,1
674200817,3
674201073,1
674201597,1
674201798,1
674202541,20
674202617,1
674203722,1
674203751,1
674203844,1
674203845,1
674203847,1
674203865,1
674203866,1
674203867,1
674203879,1
674203903,1
674203904,1
674203919,1
674203921,1
674203922,1
674205039,1
674205062,1
674205157,1
674205612,1
674205829,1
674205836,1
674205861,1
674205867,1
674205868,1
674205869,1
674205870,1
674205933,2
674205946,1
674205947,8
674205958,8
674206451,1
674206456,1
674206457,1
674206460,1
674207974,1
674208299,1
674208492,1
674209333,2
674209422,1
674210095,1
674210110,1
674211195,2
674211226,1
674211276,1
674211501,1
674211766,1
674211909,1
674212101,1
674212509,1
674212568,2
674212797,1
674212808,1
674213606,1
674213680,11
674213821,2
674213827,1
674213833,1
674214038,1
674214182,1
674214473,1
674214474,1
674214593,1
674214595,1
674214661,1
674214662,2
674214663,1
674214742,1
674214743,1
674214752,1
674214756,1
674214757,1
674214790,1
674215235,1
674215240,1
674215302,1
674215502,1
674215690,1
674216013,1
674216063,1
674216443,1
674218086,1
674218225,1
674219088,1
674219797,2
674219817,2
674220134,1
674220399,1
674220694,1
674221423,1
674223283,1
674223302,1
674223612,1
674223613,1
674223614,1
674223618,1
674223679,1
674223812,1
674224400,2
674224584,1
674224637,1
674224801,1
674225044,1
674225239,1
674226134,1
674227704,1
674228139,1
674229090,1
674229858,1
674229957,1
674229989,1
674230063,1
674230082,1
674230090,1
674230105,1
674230202,1
674230566,1
674230636,1
674231008,1
674231141,1
674231438,1
674231999,4
674234453,1
674234864,1
674234876,1
674235104,2
674235610,1
674237102,1
674237342,1
674237730,1
674238315,1
674238914,1
674239556,1
674240072,1
674240120,1
674240674,1
674241820,1
674242922,1
674242938,1
674242939,2
674243055,7
674243127,1
674243145,1
674243223,6
674244370,2
674244645,1
674244646,1
674245365,1
674246969,1
674246970,1
674246971,1
674246990,1
674247216,1
674247295,1
674250037,1
674250075,1
674250491,1
674250742,2
674250968,1
674251865,1
674252752,1
674253028,1
674253029,1
674253320,1
674253403,1
674253508,1
674253834,1
674254380,1
674254381,1
674254383,1
674254385,1
674254690,1
674254693,1
674254776,1
674254991,3
674254992,1
674255405,1
674255406,1
674255407,1
674255515,1
674255516,1
674256382,1
674256443,1
674257761,80
674257860,1
674258343,1
674260473,16
674260612,1
674260883,1
674261359,1
674262358,1
674262775,1
674263726,1
674263982,3
674263991,3
674264043,1
674264878,1
674264940,1
674265118,1
674265515,1
674265518,1
674268024,1
674268027,1
674268292,1
674268295,1
674268581,1
674268583,1
674268999,1
674269040,1
674269044,1
674269287,1
674269405,1
674269411,1
674269412,1
674269413,1
674269427,1
674269428,1
674269630,1
674269915,1
674269927,1
674269933,1
674270020,1
674271344,1
674273271,2
674273610,1
674273661,1
674273768,1
674273798,1
674274338,2
674274520,1
674275351,1
674275355,1
674275424,1
674275857,1
674276385,1
674277333,1
674278176,1
674278921,1
674279588,1
674279598,1
674280046,1
674280220,2
674280442,1
674280531,1
674280877,1
674281145,3
674284275,1
674284556,1
674284561,1
674284562,1
674284929,1
674284938,1
674284939,1
674285127,1
674285343,1
674285355,1
674285663,1
674285955,1
674286473,1
674286908,2
674287145,1
674288336,1
674289655,2
674290563,1
674290872,1
674291106,1
674291180,1
674291210,2
674291724,1
674291812,1
674291839,1
674292095,1
674292100,2
674292110,3
674292477,1
674292534,1
674292535,1
674292546,1
674292589,1
674292591,1
674292620,1
674292633,1
674293604,1
674294824,1
674295831,1
674296693,1
674297281,1
674297342,12
674298243,1
674298602,1
674299096,1
674300202,40
674301387,1
674302235,1
674302365,1
674302475,1
674302564,1
674302661,1
674302662,1
674302857,1
674302950,12
674304598,1
674304791,1
674304792,1
