GLOBALEVENTID,Number Mentions
674395911,1
674395929,1
674395930,1
674395968,1
674396170,1
674396184,2
674396198,1
674396290,1
674396292,1
674396296,3
674396390,2
674396534,1
674396627,1
674396786,1
674397017,1
674397018,1
674397019,1
674397100,1
674397133,1
674397164,2
674397220,1
674397529,1
674397625,1
674397679,4
674397775,3
674397866,1
674397867,1
674397868,1
674397986,4
674398014,1
674398015,1
674398084,1
674398085,1
674398823,1
674399315,2
674399455,1
674399523,1
674399575,1
674399670,1
674399798,2
674399933,1
674399936,1
674399976,1
674399979,1
674399997,1
674400051,1
674400052,1
674400056,5
674400065,1
674400204,1
674400317,1
674400360,1
674400367,1
674400531,2
674400533,2
674400586,2
674400615,1
674400674,1
674400709,1
674400729,1
674401062,1
674401148,4
674401354,1
674401355,1
674401363,1
674401364,1
674401576,1
674401588,5
674401589,5
674401610,1
674401613,1
674401629,2
674401718,4
674401720,1
674401948,1
674401993,1
674402017,4
674402039,1
674402041,1
674402052,1
674402082,1
674402087,1
674402090,2
674402097,2
674402144,1
674402177,2
674402181,5
674402269,1
674402295,1
674402322,5
674402331,5
674402332,4
674402383,5
674402492,4
674402495,1
674402496,4
674402552,1
674402645,1
674402717,2
674403823,7
674403970,2
674403971,6
674403972,3
674404118,2
674404378,1
674404379,1
674404381,1
674404478,7
674404541,6
674404941,1
674404942,1
674404965,1
674404973,6
674404977,5
674405028,1
674405208,5
674405215,5
674405445,1
674405460,1
674405487,4
674405517,1
674405537,1
674405582,2
674405584,2
674405641,2
674405689,1
674405695,1
674405773,2
674405775,2
674405780,1
674405789,13
674405897,6
674407149,40
674407150,40
674407153,23
674407177,1
674407194,1
674407227,1
674407299,1
674407300,2
674407302,3
674407384,1
674407460,40
674407469,22
674407471,1
674407473,1
674407476,39
674407480,40
674407484,39
674407486,1
674407492,1
674407494,1
674407499,1
674407541,1
674407570,40
674407580,22
674407592,39
674407596,40
674407602,39
674407667,2
674407673,1
674407704,3
674407726,1
674407761,1
674407767,1
674407810,22
674407815,22
674407820,21
